key,type,item,english,translation,notes
security_group_openings_subtitle,string,,Garage doors and other openings,Garážová vrata a další otvory,
security_group_garage_doors,string,,Garage doors,Garážová vrata,
security_group_garage_doors_subtitle,string,,Garage door covers,Kryty garážových vrat,
security_group_covers,string,,Covers,Kryty,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Žaluzie, žaluzie a brány",
security_group_locks,string,,Locks,Zámky,
security_group_locks_subtitle,string,,Door and gate locks,Zámky dveří a vrat,
security_group_motion,string,,Motion,Pohyb,
security_group_motion_subtitle,string,,Motion detection,Detekce pohybu,
security_group_presence,string,,Presence,Přítomnost,
security_group_presence_subtitle,string,,Occupancy sensors,Senzory obsazenosti,
security_group_fire,string,,Fire and temperature,Oheň a teplota,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Požární, tepelné, chladové a bezpečnostní hlásiče",
security_group_smoke,string,,Smoke,Kouř,
security_group_smoke_subtitle,string,,Smoke detectors,Detektory kouře,
security_group_gas,string,,Gas,Plyn,
security_group_gas_subtitle,string,,Combustible gas sensors,Senzory hořlavých plynů,
security_group_co2,string,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Senzory oxidu uhelnatého a oxidu uhličitého,
security_group_moisture,string,,Leaks,Netěsnosti,
security_group_moisture_subtitle,string,,Moisture and water leaks,Úniky vlhkosti a vody,
security_group_sound,string,,Sound,Zvuk,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Senzory zvuku a rozbití skla,
security_group_light,string,,Light detection,Detekce světla,
security_group_light_subtitle,string,,Light and beam sensors,Světelné a paprskové senzory,
security_group_alarms,string,,Alarm systems,Poplašné systémy,
security_group_alarms_subtitle,string,,Alarm control panels,Poplachové ovládací panely,
security_group_cameras,string,,Cameras,Kamery,
security_group_cameras_subtitle,string,,Camera feeds,Napájení fotoaparátu,
security_no_search_active,string,,No search active · %1$s,Žádné aktivní vyhledávání · %1$s,keep %1$s
security_status_alert,string,,Security alert,Bezpečnostní upozornění,
security_status_alarm_pending,string,,Alarm pending,Poplach čeká na vyřízení,
security_status_changing_alarm,string,,Changing alarm mode,Změna režimu budíku,
security_status_needs_attention,string,,Needs attention,Vyžaduje pozornost,
security_status_motion,string,,Motion detected,Detekován pohyb,
security_status_sensor_activity,string,,Sensor activity,Aktivita senzoru,
security_status_alarm_unavailable,string,,Alarm unavailable,Alarm nedostupný,
security_status_devices_unavailable,string,,Devices unavailable,Zařízení nejsou k dispozici,
security_status_cameras_offline,string,,Cameras offline,Kamery offline,
security_status_all_secure,string,,All secure,Vše v bezpečí,
security_status_alarm_disarmed,string,,Alarm disarmed,Alarm deaktivován,
security_status_all_clear,string,,All clear,Vše jasné,
security_status_no_data,string,,No security data,Žádná bezpečnostní data,
security_metric_openings,string,,Openings,Otvory,
security_metric_locked,string,,Locked,Zamčeno,
security_metric_cameras_online,string,,Cameras online,Kamery online,
security_card_title,string,,Security card,Bezpečnostní karta,
security_card_subtitle,string,,"Name, layout, and card appearance","Název, rozvržení a vzhled karty",
security_stat_total,string,,Total,Celkový,
security_stat_active,string,,Active,Aktivní,
security_stat_clear,string,,Clear,Jasný,
security_cover_open,string,,Open,OTEVŘENO,
security_cover_stop,string,,Stop,Zastávka,
security_cover_close,string,,Close,Blízko,
security_restore,string,,Restore,Obnovit,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,"Toto je prázdný pohled zabezpečení. Chcete-li entity přidat ručně, přejeďte po záhlaví dolů a otevřete Nastavení zabezpečení.",
connection_stopping_for_restart,string,,Stopping for restart…,Zastavení pro restart…,
connection_starting,string,,Home Assistant is starting…,Home Assistant začíná…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Obnovování řídicího panelu…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant se restartuje…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Automatické generování místností a widgetů…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Opětovné připojování k Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Nedostupné · Opakování…,
connection_paused,string,,Connection paused,Připojení pozastaveno,
connection_connected,string,,Connected,Připojeno,
connection_server_not_found,string,,Server address could not be found,Adresa serveru nebyla nalezena,
connection_timed_out,string,,Connection timed out,Vypršel časový limit připojení,
connection_no_route,string,,No network route to Home Assistant,Žádná síťová trasa do Home Assistant,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Nelze se připojit k Home Assistant,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Zabezpečené připojení se nezdařilo,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Platnost relace vypršela · Obnovování přihlášení…,
connection_interrupted,string,,Connection was interrupted,Spojení bylo přerušeno,
connection_error_title,string,,Connection error,Chyba připojení,
connection_all_systems_normal,string,,All systems normal,Všechny systémy normální,
action_undo,string,,Undo,Vrátit zpět,
action_redo,string,,Redo,Předělat,
connection_route_local,string,,Local,Místní,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Externí,
settings_connection_via,string,,Connected via %1$s,Připojeno přes %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Neznámý,
settings_connection_connecting,string,,Connecting…,Spojovací…,
settings_this_home,string,,this home,tento domov,
settings_current_wifi,string,,Current Wi-Fi,Aktuální Wi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,Není připojeno nebo chybí oprávnění k poloze,
settings_just_now,string,,just now,právě teď,
settings_primary_app_language,string,,Primary application language,Primární jazyk aplikace,
settings_android_build_configuration,string,,Android resources and build configuration,Zdroje Android a konfigurace sestavení,
page_settings_default_title,string,,Page settings,Nastavení stránky,
page_settings_choose_area,string,,Choose an area to configure,"Vyberte oblast, kterou chcete nakonfigurovat",
page_settings_focused_options,string,,Focused options for this page area,Zaměřené možnosti pro tuto oblast stránky,
page_settings_header_description,string,,Wallpaper and custom header color,Tapeta a vlastní barva záhlaví,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Ikona názvu, titulků a navigace",
page_settings_badge_bar,string,,Badge bar,Lišta odznaků,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Možnosti viditelnosti, zarovnání a zobrazení",
page_settings_persons,string,,Persons,Osoby,
page_settings_persons_description,string,,Visibility and ordering,Viditelnost a řazení,
page_settings_configure,string,,Configure,Konfigurovat,
room_config_title,string,,Room configuration,Konfigurace místnosti,
header_pill_left,string,,Left header pill,Levá hlavička pilulky,
header_pill_right,string,,Right header pill,Pravá hlavička pilulky,
alignment_split,string,,Split,Rozdělit,
alignment_center,string,,Center,Centrum,
weather_cloudy,string,,Cloudy,Zataženo,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,"# Markdown\nChcete-li psát svůj vlastní obsah, otevřete nastavení tohoto widgetu v **režimu úprav**.",\n = line break
home_settings_title,string,,Home settings,Domácí nastavení,
custom_page_settings_title,string,,%1$s settings,%1$s nastavení,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Toto je domovská stránka. Přidejte widgety přejetím dolů po záhlaví a povolením režimu úprav.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Tato stránka je prázdná. Přidejte widgety přejetím dolů po záhlaví a povolením režimu úprav.,
select_camera_title,string,,Select camera,Vyberte fotoaparát,
select_entity_title,string,,Select entity,Vyberte entitu,
custom_camera_default_name,string,,Custom camera,Vlastní fotoaparát,
rooms_settings_title,string,,Rooms settings,Nastavení místností,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,"Pohled na pokoje je prázdný. Chcete-li přidat podlaží a místnosti, přejeďte po záhlaví dolů a povolte režim úprav.",
floor_expand,string,,Expand floor,Rozšiřte podlahu,
floor_collapse,string,,Collapse floor,Zřítit podlahu,
floor_settings_title,string,,Floor,Patro,
floor_settings_subtitle,string,,"Identity, layout, and card style","Identita, rozvržení a styl karty",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Efekty,
universal_open_door,string,,Open door,Otevřete dveře,
universal_vacuum_dock,string,,Dock,Dok,
universal_start,string,,Start,Start,
universal_pause,string,,Pause,Pauza,
universal_stop,string,,Stop,Zastávka,
universal_locate,string,,Locate,Lokalizovat,
universal_room_number,string,,Room %1$d,Místnost %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Volitelné přepsání zobrazovaného názvu,
core_media_paused_track,string,,Paused: %1$s,Pozastaveno: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d procent,keep %1$d
core_current_humidity,string,,Current humidity,Aktuální vlhkost,
core_tank_water_level,string,,Tank / water level,Nádrž / hladina vody,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Kód chyby,
core_bucket_full,string,,Bucket full,Kbelík plný,
core_clean_filter,string,,Clean filter,Vyčistěte filtr,
core_ionizer,string,,Ionizer,Ionizátor,
core_pump,string,,Pump,Čerpadlo,
core_beep_on_command,string,,Beep on command,Pípnutí na povel,
core_dawn,string,,Dawn,Svítání,
core_solar_noon,string,,Solar noon,Sluneční poledne,
core_dusk,string,,Dusk,Soumrak,
core_icon_category_common,string,,Common,Společný,
core_icon_category_home,string,,Home,Domov,
core_icon_category_weather,string,,Weather,Počasí,
core_icon_category_lock,string,,Lock,Zámek,
core_icon_category_people,string,,People,Lidé,
core_icon_category_auto,string,,Automotive,Automobilový průmysl,
core_icon_category_music,string,,Music,Hudba,
core_icon_category_battery,string,,Battery,Baterie,
core_icon_category_nature,string,,Nature,Příroda,
core_icon_category_places,string,,Places,Místa,
core_icon_category_food,string,,Food,Jídlo,
core_icon_category_navigation,string,,Navigation,Navigace,
core_icon_category_devices,string,,Devices,Zařízení,
core_icon_category_map,string,,Map,Mapa,
core_icon_category_media,string,,Media,Média,
core_icon_category_communication,string,,Communication,Sdělení,
core_icon_category_health,string,,Health,Zdraví,
core_icon_category_vehicles,string,,Vehicles,Vozidla,
core_icon_category_buildings,string,,Buildings,Budovy,
core_icon_category_electrical,string,,Electrical,Elektrický,
core_icon_category_sport,string,,Sport,Sport,
core_icon_category_objects,string,,Objects,Objekty,
core_icon_category_commerce,string,,Commerce,Obchod,
core_icon_category_games,string,,Games,Hry,
core_icon_category_finance,string,,Finance,Finance,
background_notification_channel_general,string,,General,Generál,
background_location_channel_name,string,,Location sharing,Sdílení polohy,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Udržuje polohu vašeho zařízení aktuální v Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant sdílení polohy,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Sdílení polohy s Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Připojení oznámení,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,Udržuje připojení na pozadí k Home Assistant pro okamžitá upozornění,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Připojeno k Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Čekání na oznámení,
background_push_hide_action,string,,Hide this notification,Skrýt toto oznámení,
button_style_centered,string,,Centered,Na střed,
button_elements,string,,Elements,Prvky,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Co se zobrazí na tomto tlačítku. Skryjte název a stav samotné ikony.,
stack_elements_title,string,,Elements on every button in this stack,Prvky na každém tlačítku v tomto zásobníku,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Ty se vztahují na celý zásobník, nikoli na jedno tlačítko. Když zde něco vypnete, skryje se to na každém tlačítku v zásobníku; ponechání zapnuté umožňuje každému tlačítku, aby se rozhodlo samo ve svém vlastním nastavení.",
button_element_icon,string,,Icon,Ikona,
button_element_name,string,,Name,Jméno,
button_element_state,string,,State,Stát,
stack_show_title,string,,Show name,Zobrazit jméno,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,Vypněte pro zásobník bez záhlaví.,
stack_show_icon,string,,Show icon,Zobrazit ikonu,
stack_show_icon_description,string,,The icon beside the heading.,Ikona vedle nadpisu.,
stack_center_title,string,,Center the heading,Vycentrujte nadpis,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,Umístí ikonu a název doprostřed místo k levému okraji.,
cr_state_on,string,,On,Na,
cr_state_off,string,,Off,Vypnuto,
cr_open,string,,Open,OTEVŘENO,
cr_close,string,,Close,Blízko,
cr_stop,string,,Stop,Zastávka,
cr_closed,string,,Closed,ZAVŘENO,
cr_opening,string,,Opening,Otevírací,
cr_closing,string,,Closing,Zavírání,
cr_locked,string,,Locked,Zamčeno,
cr_unlocked,string,,Unlocked,Odemčený,
cr_unavailable,string,,Unavailable,Není k dispozici,
cr_unknown,string,,Unknown,Neznámý,
cr_idle,string,,Idle,Líný,
cr_home,string,,Home,Domov,
cr_away,string,,Away,Pryč,
cr_cleaning,string,,Cleaning,Čištění,
cr_returning,string,,Returning,Vracející se,
cr_paused,string,,Paused,Pozastaveno,
cr_error,string,,Error,Chyba,
cr_playing,string,,Playing,Hraní,
cr_buffering,string,,Buffering,Ukládání do vyrovnávací paměti,
cr_standby,string,,Standby,Pohotovostní,
cr_humidifying,string,,Humidifying,Zvlhčování,
cr_drying,string,,Drying,Sušení,
cr_detected,string,,Detected,Zjištěno,
cr_clear,string,,Clear,Jasný,
cr_problem,string,,Problem,Problém,
cr_ok,string,,OK,OK,
cr_low,string,,Low,Nízký,
cr_normal,string,,Normal,Normální,
cr_connected,string,,Connected,Připojeno,
cr_disconnected,string,,Disconnected,Odpojeno,
cr_plugged_in,string,,Plugged in,Zapojeno,
cr_unplugged,string,,Unplugged,Odpojeno,
cr_wet,string,,Wet,Mokrý,
cr_dry,string,,Dry,Schnout,
cr_none,string,,None,Žádný,
cr_any,string,,Any,Žádný,
cr_remove,string,,Remove,Odstranit,
cr_restore,string,,Restore,Obnovit,
cr_general,string,,General,Generál,
cr_identity,string,,Identity,Identita,
cr_appearance,string,,Appearance,Vzhled,
cr_layout,string,,Layout,Rozložení,
cr_behavior,string,,Behavior,Chování,
cr_profiles,string,,Profiles,Profily,
cr_playback,string,,Playback,Přehrávání,
cr_content,string,,Content,Obsah,
cr_actions,string,,Actions,Akce,
cr_protection,string,,Protection,Ochrana,
cr_power,string,,Power,Moc,
cr_brightness,string,,Brightness,Jas,
cr_temperature,string,,Temperature,Teplota,
cr_color,string,,Color,Barva,
cr_min,string,,Min,Min,
cr_avg,string,,Avg,Prům,
cr_max,string,,Max,Max,
cr_now,string,,Now,Teď,
cr_lowest,string,,Lowest,Nejnižší,
cr_average,string,,Average,Průměrný,
cr_highest,string,,Highest,Nejvyšší,
cr_live,string,,Live,Žít,
cr_once,string,,Once,Jednou,
cr_daily,string,,Daily,Denní,
cr_weekly,string,,Weekly,Týdně,
cr_monthly,string,,Monthly,Měsíční,
cr_yearly,string,,Yearly,Roční,
cr_action_tap,string,,Tap,Klepněte,
cr_action_double_tap,string,,Double tap,Dvakrát klepněte,
cr_action_hold,string,,Hold,Držet,
cr_mode,string,,Mode,Režim,
cr_mode_auto,string,,Auto,Auto,
cr_mode_heat,string,,Heat,Teplo,
cr_mode_cool,string,,Cool,Ochladit,
cr_mode_heat_cool,string,,Heat/cool,Ohřejte/zchlaďte,
cr_mode_dry,string,,Dry,Schnout,
cr_mode_fan_only,string,,Fan only,Pouze ventilátor,
cr_mode_low,string,,Low,Nízký,
cr_mode_medium,string,,Medium,Střední,
cr_mode_high,string,,High,Vysoký,
cr_mode_quiet,string,,Quiet,Klid,
cr_mode_boost,string,,Boost,Posílit,
cr_mode_eco,string,,Eco,Eco,
cr_mode_sleep,string,,Sleep,Spát,
cr_mode_manual,string,,Manual,Manuál,
cr_mode_vertical,string,,Vertical,Vertikální,
cr_mode_horizontal,string,,Horizontal,Horizontální,
cr_mode_both,string,,Both,Obě,
cr_mode_up,string,,Up,Nahoru,
cr_mode_down,string,,Down,Dolů,
cr_mode_center,string,,Center,Centrum,
cr_mode_left,string,,Left,Vlevo,
cr_mode_right,string,,Right,Právo,
cr_climate_fan,string,,Fan,Větrák,
cr_climate_vertical_airflow,string,,Vertical airflow,Vertikální proudění vzduchu,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Horizontální proudění vzduchu,
cr_climate_preset,string,,Preset,Přednastaveno,
cr_fan_speed,string,,Fan speed,Rychlost ventilátoru,
cr_speed,string,,Speed,Rychlost,
cr_lower_target,string,,Lower target,Nižší cíl,
cr_raise_target,string,,Raise target,Zvýšit cíl,
cr_climate_temperature,string,,Temperature,Teplota,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Všechna teplotní čidla,
cr_climate_outside,string,,Outside,Mimo,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Venkovní teplota, vlhkost a tlak",
cr_climate_humidity,string,,Humidity,Vlhkost,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Všechna čidla vlhkosti,
cr_climate_air_pressure,string,,Air pressure,Tlak vzduchu,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Všechny snímače tlaku vzduchu,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Senzory oxidu uhličitého,
cr_climate_air_quality,string,,Air quality,Kvalita vzduchu,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Částice, AQI, VOC a plyny",
cr_climate_entities,string,,Climate entities,Klimatické entity,
cr_climate_settings,string,,Climate settings,Nastavení klimatu,
cr_empty_climate_view,string,,No climate data is available yet.,Údaje o klimatu zatím nejsou k dispozici.,
cr_climate_fans,string,,Fans,Fanoušci,
cr_climate_air_purifiers,string,,Air purifiers,Čističe vzduchu,
cr_climate_humidifiers,string,,Humidifiers,Zvlhčovače,
cr_temperature_sensors,string,,Temperature sensors,Teplotní senzory,
cr_devices_active,string,,Devices active,Zařízení jsou aktivní,
cr_active_of_total,string,,%1$d of %2$d active,%1$d z %2$d aktivních,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,Žádné aktivní vyhledávání · %1$s,keep %1$s
cr_collapse_search,string,,Collapse search,Sbalit vyhledávání,
cr_expand_search,string,,Expand search,Rozbalte vyhledávání,
cr_custom_order,string,,Custom order,Vlastní objednávka,
cr_name_a_z,string,,Name A–Z,Jméno A–Z,
cr_name_z_a,string,,Name Z–A,Jméno Z–A,
cr_climate_device,string,,Climate device,Klimatizační zařízení,
cr_climate_device_subtitle,string,,"Name, icon, card style, and width","Název, ikona, styl karty a šířka",
cr_widget_requires_f1,string,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Vyžaduje integraci snímače F1, která nebyla nalezena na vašem Home Assistant",don't translate Home Assistant
cr_widget_requires_parcels,string,,"Needs a parcel integration, and none was found on your Home Assistant",Vyžaduje integraci balíku a na vašem Home Assistant nebyl žádný nalezen,don't translate Home Assistant
