key,type,item,english,translation,notes
settings_subtitle_support,string,,Ways to help HKI 7 grow without buying Premium,Kuidas aidata HKI 7 kasvada ilma Premiumi ostmata,don't translate HKI 7
notification_channel_general,string,,General,Kindral,
location_channel_name,string,,Location sharing,Asukoha jagamine,
location_notification_title,string,,Home Assistant location,Home Assistant asukoht,don't translate Home Assistant
location_notification_text,string,,Sharing your location with Home Assistant,Asukoha jagamine kasutajaga Home Assistant,don't translate Home Assistant
push_connection_channel_name,string,,Notification connection,Teavitusühendus,
push_connection_notification_title,string,,Connected to Home Assistant,Ühendatud võrguga Home Assistant,don't translate Home Assistant
push_connection_notification_text,string,,Listening for notifications,Märguannete kuulamine,
parcel_title,string,,Parcels,Pakid,
parcel_generic_carrier,string,,Carrier,Kandja,
parcel_incoming,string,,Incoming,Sissetulevad,
parcel_delivered,string,,Delivered,Tarnitud,
parcel_outgoing,string,,Outgoing,Väljuv,
parcel_letters,string,,Letters,Kirjad,
parcel_mail,string,,Mail,Mail,
parcel_summary,string,,%1$d incoming · %2$d outgoing,%1$d sissetulev · %2$d väljuv,keep %1$d %2$d
parcel_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d sissetulev · %2$d väljuv · %3$d tähte,keep %1$d %2$d %3$d
parcel_carrier_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d sissetulev · %2$d väljuv · %3$d tähte,keep %1$d %2$d %3$d
parcel_summary_with_letter_count,string,,%1$d incoming · %2$d outgoing · %3$s,%1$d sissetulev · %2$d väljuv · %3$s,keep %1$d %2$d %3$s
parcel_tracking_history,string,,Tracking history,Jälgimisajalugu,
parcel_tracking_history_subtitle,string,,Parcel journey and status updates,Paki teekond ja olekuvärskendused,
parcel_choose_carrier_account,string,,Choose a carrier account,Valige operaatori konto,
parcel_tab_count,string,,%1$s (%2$d),%1$s (%2$d),keep %1$s %2$d
parcel_empty_tab,string,,No %1$s parcels.,%1$s pakke pole.,keep %1$s
parcel_no_incoming,string,,No incoming parcels.,Sissetulevaid pakke pole.,
parcel_no_delivered,string,,No delivered parcels.,Kohaletoimetatud pakke ei ole.,
parcel_no_outgoing,string,,No outgoing parcels.,Väljaminevaid pakke pole.,
parcel_stage_registered,string,,Registered,Registreeritud,
parcel_stage_sorting,string,,Sorting,Sorteerimine,
parcel_stage_on_the_way,string,,On the way,Teel,
parcel_unknown_status,string,,Unknown status,Tundmatu olek,
parcel_status_in_transit,string,,In transit,Transiidil,
parcel_status_out_for_delivery,string,,Out for delivery,Kohaletoimetamiseks väljas,
parcel_status_at_pickup_point,string,,Ready at pickup point,Valmis kättesaamise punktis,
parcel_status_ready_to_send,string,,Ready to send,Saatmiseks valmis,
parcel_letter_preview,string,,Letter preview,Kirja eelvaade,
parcel_carriers,string,,Carriers,Kandjad,
parcel_track_new,string,,Track a new %1$s parcel by number,Jälgige uut %1$s pakki numbri järgi,keep %1$s
parcel_choose_carrier,string,,Choose a carrier,Valige operaator,
parcel_settings_subtitle,string,,"Carrier accounts, aggregation, and appearance","Operaatori kontod, koondamine ja välimus",
parcel_settings_accounts,string,,Accounts,Kontod,
parcel_settings_organization,string,,Organization,Organisatsioon,
parcel_settings_appearance,string,,Appearance,Välimus,
action_remove,string,,Remove,Eemalda,
notification_delete,string,,Delete notification,Kustuta teatis,
notification_mark_all_read,string,,Mark all as read,Märgi kõik loetuks,
notification_mark_all_unread,string,,Mark all as unread,Märgi kõik lugemata,
notification_delete_all,string,,Delete all,Kustuta kõik,
notification_delete_all_archived,string,,Delete all archived,Kustuta kõik arhiveeritud,
notification_unread,string,,Unread,Lugemata,
notification_history,string,,History,Ajalugu,
notification_mark_unread,string,,Mark as unread,Märgi mitteloetuks,
notification_mark_read,string,,Mark as read,Märgi loetuks,
notification_archive,string,,Archive,Arhiiv,
notification_unarchive,string,,Unarchive,Tühista arhiveerimine,
notification_delete_action,string,,Delete,Kustuta,
entity_search_select_items,string,,Select items,Valige üksused,
entity_search_choose_one,string,,Search and choose one entity,Otsige ja valige üks olem,
entity_search_choose_multiple,string,,Search and select one or more entities,Otsige ja valige üks või mitu olemit,
global_search_title,string,,Search,Otsi,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Otsige üles ja juhtige mis tahes Home Assistant seadet või olemit,don't translate Home Assistant
global_search_clear,string,,Clear search,Tühjenda otsing,
global_search_no_devices,string,,No matching devices.,Ühtegi sobivat seadet pole.,
global_search_no_entities,string,,No matching entities.,Sobivaid üksusi pole.,
security_title,string,,Security,Turvalisus,
security_subtitle,string,,Home status and activity,Kodu olek ja tegevus,
security_settings,string,,Security settings,Turvaseaded,
security_entities,string,,Security entities,Turvaüksused,
security_reimport,string,,Re-import,Impordi uuesti,
security_group_doors,string,,Doors,Uksed,
security_group_doors_subtitle,string,,Door contacts,Ukse kontaktid,
security_group_windows,string,,Windows,Windows,
security_group_windows_subtitle,string,,Window contacts,Akna kontaktid,
security_group_openings,string,,Openings,Avamised,
security_group_openings_subtitle,string,,Garage doors and other openings,Garaažiuksed ja muud avad,
security_group_garage_doors,string,,Garage doors,Garaažiuksed,
security_group_garage_doors_subtitle,string,,Garage door covers,Garaažiukse katted,
security_group_covers,string,,Covers,Kaaned,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Rulood, aknaluugid ja väravad",
security_group_locks,string,,Locks,Lukud,
security_group_locks_subtitle,string,,Door and gate locks,Ukse ja värava lukud,
security_group_motion,string,,Motion,Liikumine,
security_group_motion_subtitle,string,,Motion detection,Liikumistuvastus,
security_group_presence,string,,Presence,Kohalolek,
security_group_presence_subtitle,string,,Occupancy sensors,Hõiveandurid,
security_group_fire,string,,Fire and temperature,Tuli ja temperatuur,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Tule-, kuumuse-, külma- ja ohutusalarm",
security_group_smoke,string,,Smoke,Suitsu,
security_group_smoke_subtitle,string,,Smoke detectors,Suitsuandurid,
security_group_gas,string,,Gas,Gaas,
security_group_gas_subtitle,string,,Combustible gas sensors,Põlevgaasi andurid,
security_group_co2,string,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Süsinikmonooksiidi ja süsinikdioksiidi andurid,
security_group_moisture,string,,Leaks,Lekked,
security_group_moisture_subtitle,string,,Moisture and water leaks,Niiskuse ja vee lekked,
security_group_sound,string,,Sound,Heli,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Heli ja klaasi purunemise andurid,
security_group_light,string,,Light detection,Valguse tuvastamine,
security_group_light_subtitle,string,,Light and beam sensors,Valgus- ja kiireandurid,
security_group_alarms,string,,Alarm systems,Alarmsüsteemid,
security_group_alarms_subtitle,string,,Alarm control panels,Alarm juhtpaneelid,
security_group_cameras,string,,Cameras,Kaamerad,
security_group_cameras_subtitle,string,,Camera feeds,Kaamera kanalid,
security_no_search_active,string,,No search active · %1$s,Otsing pole aktiivne · %1$s,keep %1$s
security_status_alert,string,,Security alert,Turvahoiatus,
security_status_alarm_pending,string,,Alarm pending,Alarm ootel,
security_status_changing_alarm,string,,Changing alarm mode,Äratusrežiimi muutmine,
security_status_needs_attention,string,,Needs attention,Vajab tähelepanu,
security_status_motion,string,,Motion detected,Liikumine tuvastatud,
security_status_sensor_activity,string,,Sensor activity,Anduri aktiivsus,
security_status_alarm_unavailable,string,,Alarm unavailable,Alarm pole saadaval,
security_status_devices_unavailable,string,,Devices unavailable,Seadmed pole saadaval,
security_status_cameras_offline,string,,Cameras offline,Kaamerad võrguühenduseta,
security_status_all_secure,string,,All secure,Kõik turvaline,
security_status_alarm_disarmed,string,,Alarm disarmed,Alarm desarmeeritud,
security_status_all_clear,string,,All clear,Kõik selge,
security_status_no_data,string,,No security data,Turvaandmed puuduvad,
security_metric_openings,string,,Openings,Avamised,
security_metric_locked,string,,Locked,Lukustatud,
security_metric_cameras_online,string,,Cameras online,Kaamerad võrgus,
security_card_title,string,,Security card,Turvakaart,
security_card_subtitle,string,,"Name, layout, and card appearance","Nimi, paigutus ja kaardi välimus",
security_stat_total,string,,Total,Kokku,
security_stat_active,string,,Active,Aktiivne,
security_stat_clear,string,,Clear,Selge,
security_cover_open,string,,Open,Avatud,
security_cover_stop,string,,Stop,Peatus,
security_cover_close,string,,Close,Sule,
security_restore,string,,Restore,Taasta,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,See on tühi turvavaade. Olemite käsitsi lisamiseks pühkige päises alla ja avage Turvaseaded.,
connection_stopping_for_restart,string,,Stopping for restart…,Peatatakse taaskäivitamiseks…,
connection_starting,string,,Home Assistant is starting…,Home Assistant algab…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Juhtpaneeli taastamine…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant taaskäivitub…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Ruumide ja vidinate automaatne genereerimine…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Uuesti ühenduse loomine seadmega Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Pole saadaval · Proovin uuesti…,
connection_paused,string,,Connection paused,Ühendus peatatud,
connection_connected,string,,Connected,Ühendatud,
connection_server_not_found,string,,Server address could not be found,Serveri aadressi ei leitud,
connection_timed_out,string,,Connection timed out,Ühendus aegus,
connection_no_route,string,,No network route to Home Assistant,Võrgumarsruut sihtkohta Home Assistant puudub,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Võrguga Home Assistant ei saanud ühendust luua,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Turvaline ühendus ebaõnnestus,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Seanss aegus · Sisselogimise värskendamine…,
connection_interrupted,string,,Connection was interrupted,Ühendus katkes,
connection_error_title,string,,Connection error,Ühenduse viga,
connection_all_systems_normal,string,,All systems normal,Kõik süsteemid normaalsed,
action_undo,string,,Undo,Võta tagasi,
action_redo,string,,Redo,Tee uuesti,
connection_route_local,string,,Local,Kohalik,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Väline,
settings_connection_via,string,,Connected via %1$s,Ühendatud läbi %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Tundmatu,
settings_connection_connecting,string,,Connecting…,Ühendamine…,
settings_this_home,string,,this home,see kodu,
settings_current_wifi,string,,Current Wi-Fi,Praegune WiFi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,Pole ühendatud või puudub asukohaluba,
settings_just_now,string,,just now,just praegu,
settings_primary_app_language,string,,Primary application language,Peamine rakenduskeel,
settings_android_build_configuration,string,,Android resources and build configuration,Androidi ressursid ja ehituse konfiguratsioon,
page_settings_default_title,string,,Page settings,Lehe seaded,
page_settings_choose_area,string,,Choose an area to configure,Valige konfigureerimiseks ala,
page_settings_focused_options,string,,Focused options for this page area,Selle leheala fokuseeritud valikud,
page_settings_header_description,string,,Wallpaper and custom header color,Tapeet ja kohandatud päise värv,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Nimi, alapealkiri ja navigeerimisikoon",
page_settings_badge_bar,string,,Badge bar,Märgiriba,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Nähtavus, joondus ja kuvamisvalikud",
page_settings_persons,string,,Persons,Isikud,
page_settings_persons_description,string,,Visibility and ordering,Nähtavus ja tellimine,
page_settings_configure,string,,Configure,Seadistage,
room_config_title,string,,Room configuration,Ruumi konfiguratsioon,
header_pill_left,string,,Left header pill,Vasaku päise pill,
header_pill_right,string,,Right header pill,Parempoolne päise pill,
alignment_split,string,,Split,Lõhestatud,
alignment_center,string,,Center,Keskus,
weather_cloudy,string,,Cloudy,Pilves ilm,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nOma sisu kirjutamiseks avage selle vidina seaded **redigeerimisrežiimis**.,\n = line break
home_settings_title,string,,Home settings,Kodu seaded,
custom_page_settings_title,string,,%1$s settings,%1$s seaded,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,See on koduleht. Vidinate lisamiseks pühkige päises alla ja lubage redigeerimisrežiim.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,See leht on tühi. Vidinate lisamiseks pühkige päises alla ja lubage redigeerimisrežiim.,
select_camera_title,string,,Select camera,Valige kaamera,
select_entity_title,string,,Select entity,Valige üksus,
custom_camera_default_name,string,,Custom camera,Kohandatud kaamera,
rooms_settings_title,string,,Rooms settings,Ruumi seaded,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,Tubade vaade on tühi. Pühkige päises alla ja lubage muutmisrežiim korruste ja ruumide lisamiseks.,
floor_expand,string,,Expand floor,Laiendage põrandat,
floor_collapse,string,,Collapse floor,Lükka põrand kokku,
floor_settings_title,string,,Floor,Põrand,
floor_settings_subtitle,string,,"Identity, layout, and card style","Identiteet, paigutus ja kaardi stiil",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Efektid,
universal_open_door,string,,Open door,Ava uks,
universal_vacuum_dock,string,,Dock,Dokk,
universal_start,string,,Start,Alusta,
universal_pause,string,,Pause,Paus,
universal_stop,string,,Stop,Peatus,
universal_locate,string,,Locate,Otsige üles,
universal_room_number,string,,Room %1$d,Ruum %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Valikuline kuvatava nime alistamine,
core_media_paused_track,string,,Paused: %1$s,Peatatud: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d protsenti,keep %1$d
core_current_humidity,string,,Current humidity,Praegune niiskus,
core_tank_water_level,string,,Tank / water level,Paagi / veetase,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Veakood,
core_bucket_full,string,,Bucket full,Kopp täis,
core_clean_filter,string,,Clean filter,Puhastage filter,
core_ionizer,string,,Ionizer,Ionisaator,
core_pump,string,,Pump,Pump,
core_beep_on_command,string,,Beep on command,Piiks käsu peale,
core_dawn,string,,Dawn,Koit,
core_solar_noon,string,,Solar noon,Päikeseline keskpäev,
core_dusk,string,,Dusk,Hämarus,
core_icon_category_common,string,,Common,Levinud,
core_icon_category_home,string,,Home,Kodu,
core_icon_category_weather,string,,Weather,Ilm,
core_icon_category_lock,string,,Lock,Lukk,
core_icon_category_people,string,,People,Inimesed,
core_icon_category_auto,string,,Automotive,Autotööstus,
core_icon_category_music,string,,Music,Muusika,
core_icon_category_battery,string,,Battery,Aku,
core_icon_category_nature,string,,Nature,Loodus,
core_icon_category_places,string,,Places,Kohad,
core_icon_category_food,string,,Food,Toit,
core_icon_category_navigation,string,,Navigation,Navigeerimine,
core_icon_category_devices,string,,Devices,Seadmed,
core_icon_category_map,string,,Map,Kaart,
core_icon_category_media,string,,Media,Meedia,
core_icon_category_communication,string,,Communication,Suhtlemine,
core_icon_category_health,string,,Health,Tervis,
core_icon_category_vehicles,string,,Vehicles,Sõidukid,
core_icon_category_buildings,string,,Buildings,Hooned,
core_icon_category_electrical,string,,Electrical,Elektriline,
core_icon_category_sport,string,,Sport,Sport,
core_icon_category_objects,string,,Objects,Objektid,
core_icon_category_commerce,string,,Commerce,Kaubandus,
core_icon_category_games,string,,Games,Mängud,
core_icon_category_finance,string,,Finance,Rahandus,
background_notification_channel_general,string,,General,Kindral,
background_location_channel_name,string,,Location sharing,Asukoha jagamine,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Hoiab teie seadme asukoha ajakohasena Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant asukoha jagamine,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Asukoha jagamine kasutajaga Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Teavitusühendus,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,"Hoiab taustal ühenduse seadmega Home Assistant, et saada koheseid märguandeid",don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Ühendatud võrguga Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Ootab teateid,
background_push_hide_action,string,,Hide this notification,Peida see teatis,
button_style_centered,string,,Centered,Tsentreeritud,
button_elements,string,,Elements,Elemendid,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Mis sellel nupul kuvatakse. Peida ikooni nimi ja olek eraldi.,
stack_elements_title,string,,Elements on every button in this stack,Selle virna iga nupu elemendid,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Need kehtivad kogu virna, mitte ühe nupu kohta. Kui lülitate siin midagi välja, peidab see kõik virna nupud; Selle sisselülitamine võimaldab igal nupul oma seadetes ise otsustada.",
button_element_icon,string,,Icon,Ikoon,
button_element_name,string,,Name,Nimi,
button_element_state,string,,State,osariik,
stack_show_title,string,,Show name,Näita nime,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,Ilma pealkirjata virna puhul lülitage see välja.,
stack_show_icon,string,,Show icon,Näita ikooni,
stack_show_icon_description,string,,The icon beside the heading.,Ikoon pealkirja kõrval.,
stack_center_title,string,,Center the heading,Tsentreerige pealkiri,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,"Asetab ikooni ja nime keskele, mitte vasaku serva vastu.",
cr_state_on,string,,On,Sees,
cr_state_off,string,,Off,Väljas,
cr_open,string,,Open,Avatud,
cr_close,string,,Close,Sule,
cr_stop,string,,Stop,Peatus,
cr_closed,string,,Closed,Suletud,
cr_opening,string,,Opening,Avamine,
cr_closing,string,,Closing,Sulgemine,
cr_locked,string,,Locked,Lukustatud,
cr_unlocked,string,,Unlocked,Lukustamata,
cr_unavailable,string,,Unavailable,Pole saadaval,
cr_unknown,string,,Unknown,Tundmatu,
cr_idle,string,,Idle,Tühikäik,
cr_home,string,,Home,Kodu,
cr_away,string,,Away,Eemal,
cr_cleaning,string,,Cleaning,Puhastamine,
cr_returning,string,,Returning,Tagasitulek,
cr_paused,string,,Paused,Peatatud,
cr_error,string,,Error,Viga,
cr_playing,string,,Playing,Mängib,
cr_buffering,string,,Buffering,Puhverdamine,
cr_standby,string,,Standby,Ooterežiim,
cr_humidifying,string,,Humidifying,Niisutamine,
cr_drying,string,,Drying,Kuivatamine,
cr_detected,string,,Detected,Tuvastati,
cr_clear,string,,Clear,Selge,
cr_problem,string,,Problem,Probleem,
cr_ok,string,,OK,OK,
cr_low,string,,Low,Madal,
cr_normal,string,,Normal,Tavaline,
cr_connected,string,,Connected,Ühendatud,
cr_disconnected,string,,Disconnected,Ühendus katkestatud,
cr_plugged_in,string,,Plugged in,Ühendatud,
cr_unplugged,string,,Unplugged,vooluvõrgust lahti ühendatud,
cr_wet,string,,Wet,Märg,
cr_dry,string,,Dry,Kuivatage,
cr_none,string,,None,Mitte ühtegi,
cr_any,string,,Any,Ükskõik milline,
cr_remove,string,,Remove,Eemalda,
cr_restore,string,,Restore,Taasta,
cr_general,string,,General,Kindral,
cr_identity,string,,Identity,Identiteet,
cr_appearance,string,,Appearance,Välimus,
cr_layout,string,,Layout,Paigutus,
cr_behavior,string,,Behavior,Käitumine,
cr_profiles,string,,Profiles,Profiilid,
cr_playback,string,,Playback,Taasesitus,
cr_content,string,,Content,Sisu,
cr_actions,string,,Actions,Tegevused,
cr_protection,string,,Protection,Kaitse,
cr_power,string,,Power,Võimsus,
cr_brightness,string,,Brightness,Heledus,
cr_temperature,string,,Temperature,Temperatuur,
cr_color,string,,Color,Värv,
cr_min,string,,Min,Min,
cr_avg,string,,Avg,Keskm,
cr_max,string,,Max,Max,
cr_now,string,,Now,Nüüd,
cr_lowest,string,,Lowest,Madalaim,
cr_average,string,,Average,Keskmine,
cr_highest,string,,Highest,Kõrgeim,
cr_live,string,,Live,Otse,
cr_once,string,,Once,Üks kord,
cr_daily,string,,Daily,Igapäevane,
cr_weekly,string,,Weekly,Iganädalane,
cr_monthly,string,,Monthly,Igakuine,
cr_yearly,string,,Yearly,Aastane,
cr_action_tap,string,,Tap,Puudutage,
cr_action_double_tap,string,,Double tap,Topeltpuudutage,
cr_action_hold,string,,Hold,Hoia,
cr_mode,string,,Mode,Režiim,
cr_mode_auto,string,,Auto,Automaatne,
cr_mode_heat,string,,Heat,Kuumus,
cr_mode_cool,string,,Cool,Lahe,
cr_mode_heat_cool,string,,Heat/cool,Kuumutage/jahutage,
cr_mode_dry,string,,Dry,Kuivatage,
cr_mode_fan_only,string,,Fan only,Ainult ventilaator,
cr_mode_low,string,,Low,Madal,
cr_mode_medium,string,,Medium,Keskmine,
cr_mode_high,string,,High,Kõrge,
cr_mode_quiet,string,,Quiet,Vaikne,
cr_mode_boost,string,,Boost,Boost,
cr_mode_eco,string,,Eco,Eco,
cr_mode_sleep,string,,Sleep,Magama,
cr_mode_manual,string,,Manual,Käsiraamat,
cr_mode_vertical,string,,Vertical,Vertikaalne,
cr_mode_horizontal,string,,Horizontal,Horisontaalne,
cr_mode_both,string,,Both,Mõlemad,
cr_mode_up,string,,Up,Üles,
cr_mode_down,string,,Down,Alla,
cr_mode_center,string,,Center,Keskus,
cr_mode_left,string,,Left,Vasakule,
cr_mode_right,string,,Right,Õige,
cr_climate_fan,string,,Fan,Fänn,
cr_climate_vertical_airflow,string,,Vertical airflow,Vertikaalne õhuvool,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Horisontaalne õhuvool,
cr_climate_preset,string,,Preset,Eelseadistatud,
cr_fan_speed,string,,Fan speed,Ventilaatori kiirus,
cr_speed,string,,Speed,Kiirus,
cr_lower_target,string,,Lower target,Alumine sihtmärk,
cr_raise_target,string,,Raise target,Tõsta sihtmärki,
cr_climate_temperature,string,,Temperature,Temperatuur,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Kõik temperatuuriandurid,
cr_climate_outside,string,,Outside,Väljaspool,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Välistemperatuur, niiskus ja rõhk",
cr_climate_humidity,string,,Humidity,Niiskus,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Kõik niiskusandurid,
cr_climate_air_pressure,string,,Air pressure,Õhurõhk,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Kõik õhurõhu andurid,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Süsinikdioksiidi andurid,
cr_climate_air_quality,string,,Air quality,Õhu kvaliteet,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Tahked osakesed, AQI, lenduvad orgaanilised ühendid ja gaasid",
cr_climate_entities,string,,Climate entities,Kliimaüksused,
cr_climate_settings,string,,Climate settings,Kliimaseaded,
cr_empty_climate_view,string,,No climate data is available yet.,Kliimaandmed pole veel saadaval.,
cr_climate_fans,string,,Fans,Fännid,
cr_climate_air_purifiers,string,,Air purifiers,Õhupuhastid,
cr_climate_humidifiers,string,,Humidifiers,Õhuniisutajad,
cr_temperature_sensors,string,,Temperature sensors,Temperatuuriandurid,
cr_devices_active,string,,Devices active,Seadmed on aktiivsed,
cr_active_of_total,string,,%1$d of %2$d active,%1$d/%2$d aktiivne,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,Aktiivne otsing puudub · %1$s,keep %1$s
cr_collapse_search,string,,Collapse search,Ahenda otsing,
cr_expand_search,string,,Expand search,Laienda otsingut,
cr_custom_order,string,,Custom order,Kohandatud tellimus,
cr_name_a_z,string,,Name A–Z,Nimi A–Z,
cr_name_z_a,string,,Name Z–A,Nimi Z–A,
cr_climate_device,string,,Climate device,Kliimaseade,
cr_climate_device_subtitle,string,,"Name, icon, card style, and width","Nimi, ikoon, kaardi stiil ja laius",
cr_widget_requires_f1,string,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Vajab F1 anduri integreerimist, mida teie seadmest Home Assistant ei leitud",don't translate Home Assistant
