key,type,item,english,translation,notes
cr_weekly,string,,Weekly,أسبوعي,
cr_monthly,string,,Monthly,شهريا,
cr_yearly,string,,Yearly,سنوي,
cr_action_tap,string,,Tap,مقبض,
cr_action_double_tap,string,,Double tap,انقر نقرًا مزدوجًا,
cr_action_hold,string,,Hold,يمسك,
cr_mode,string,,Mode,وضع,
cr_mode_auto,string,,Auto,آلي,
cr_mode_heat,string,,Heat,حرارة,
cr_mode_cool,string,,Cool,رائع,
cr_mode_heat_cool,string,,Heat/cool,الحرارة/البرودة,
cr_mode_dry,string,,Dry,جاف,
cr_mode_fan_only,string,,Fan only,مروحة فقط,
cr_mode_low,string,,Low,قليل,
cr_mode_medium,string,,Medium,واسطة,
cr_mode_high,string,,High,عالي,
cr_mode_quiet,string,,Quiet,هادئ,
cr_mode_boost,string,,Boost,يعزز,
cr_mode_eco,string,,Eco,سابقة بمعنى البِيْئَة,
cr_mode_sleep,string,,Sleep,ينام,
cr_mode_manual,string,,Manual,يدوي,
cr_mode_vertical,string,,Vertical,رَأسِيّ,
cr_mode_horizontal,string,,Horizontal,أفقي,
cr_mode_both,string,,Both,كلاهما,
cr_mode_up,string,,Up,أعلى,
cr_mode_down,string,,Down,تحت,
cr_mode_center,string,,Center,مركز,
cr_mode_left,string,,Left,غادر,
cr_mode_right,string,,Right,يمين,
cr_climate_fan,string,,Fan,معجب,
cr_climate_vertical_airflow,string,,Vertical airflow,تدفق الهواء العمودي,
cr_climate_horizontal_airflow,string,,Horizontal airflow,تدفق الهواء الأفقي,
cr_climate_preset,string,,Preset,محددة مسبقا,
cr_fan_speed,string,,Fan speed,سرعة المروحة,
cr_speed,string,,Speed,سرعة,
cr_lower_target,string,,Lower target,الهدف السفلي,
cr_raise_target,string,,Raise target,رفع الهدف,
cr_climate_temperature,string,,Temperature,درجة حرارة,
cr_climate_all_temperature_sensors,string,,All temperature sensors,جميع أجهزة استشعار درجة الحرارة,
cr_climate_outside,string,,Outside,الخارج,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure",درجة الحرارة والرطوبة والضغط في الهواء الطلق,
cr_climate_humidity,string,,Humidity,رطوبة,
cr_climate_all_humidity_sensors,string,,All humidity sensors,جميع أجهزة استشعار الرطوبة,
cr_climate_air_pressure,string,,Air pressure,ضغط الهواء,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,جميع حساسات ضغط الهواء,
cr_climate_co2,string,,CO₂,ثاني أكسيد الكربون,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,أجهزة استشعار ثاني أكسيد الكربون,
cr_climate_air_quality,string,,Air quality,جودة الهواء,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases",الجسيمات، AQI، المركبات العضوية المتطايرة، والغازات,
cr_climate_entities,string,,Climate entities,الكيانات المناخية,
cr_climate_settings,string,,Climate settings,إعدادات المناخ,
cr_empty_climate_view,string,,No climate data is available yet.,لا توجد بيانات مناخية متاحة حتى الآن.,
cr_climate_fans,string,,Fans,المشجعين,
cr_climate_air_purifiers,string,,Air purifiers,أجهزة تنقية الهواء,
cr_climate_humidifiers,string,,Humidifiers,مرطبات,
cr_temperature_sensors,string,,Temperature sensors,أجهزة استشعار درجة الحرارة,
cr_devices_active,string,,Devices active,الأجهزة نشطة,
cr_active_of_total,string,,%1$d of %2$d active,%1$d من %2$d نشط,keep %1$d %2$d
