key,type,item,english,translation,notes
settings_subtitle_appearance,string,,Make the dashboard feel like yours,ダッシュボードを自分らしく,
settings_subtitle_corners,string,,"Roundness of buttons, cards, and widgets",ボタン、カード、ウィジェットの角丸,
settings_subtitle_icons,string,,Icon animations and per-domain effects,アイコンアニメーションとドメインごとの効果,
settings_subtitle_header,string,,Choose whether the dashboard header is shown,ダッシュボードヘッダーの表示有無を選択,
settings_subtitle_theme,string,,"Color, contrast, mode, and corner styling",色、コントラスト、モード、角のスタイル,
settings_subtitle_fonts,string,,"Size, weight, and typeface readability",サイズ、太さ、書体の読みやすさ,
settings_subtitle_nav_bar,string,,Choose which destinations are always within reach,常に表示する移動先を選択,
settings_subtitle_media_players,string,,Names and mini-player visibility,名前とミニプレーヤーの表示,
settings_subtitle_notifications,string,,"Push delivery, history, and service behavior",プッシュ配信、履歴、サービスの動作,
settings_subtitle_backup_restore,string,,Protect or move your dashboard configuration,ダッシュボード構成を保護または移行,
settings_subtitle_family_sharing,string,,"Parental controls, dashboard sharing, and recipient permissions",ペアレンタルコントロール、ダッシュボード共有、受信者権限,
settings_subtitle_about,string,,"The project, technology, and people behind HKI 7",HKI 7の背景にあるプロジェクト、技術、そして人々,don't translate HKI 7
settings_subtitle_license,string,,Open-source community core and optional premium materials,オープンソースのコア機能とオプションのプレミアム素材,
settings_subtitle_support,string,,Ways to help HKI 7 grow without buying Premium,Premiumを購入せずにHKI 7の成長を支援する方法,don't translate HKI 7
notification_channel_general,string,,General,一般,
location_channel_name,string,,Location sharing,位置情報の共有,
location_notification_title,string,,Home Assistant location,Home Assistantの位置情報,don't translate Home Assistant
location_notification_text,string,,Sharing your location with Home Assistant,Home Assistantと位置情報を共有しています,don't translate Home Assistant
push_connection_channel_name,string,,Notification connection,通知接続,
push_connection_notification_title,string,,Connected to Home Assistant,Home Assistantに接続済み,don't translate Home Assistant
push_connection_notification_text,string,,Listening for notifications,通知を待機中,
parcel_title,string,,Parcels,荷物,
parcel_generic_carrier,string,,Carrier,配送業者,
parcel_incoming,string,,Incoming,到着予定,
parcel_delivered,string,,Delivered,配達完了,
parcel_outgoing,string,,Outgoing,発送,
parcel_letters,string,,Letters,手紙,
parcel_mail,string,,Mail,郵便物,
parcel_summary,string,,%1$d incoming · %2$d outgoing,到着 %1$d件・発送 %2$d件,keep %1$d %2$d
parcel_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,到着 %1$d件・発送 %2$d件・手紙 %3$d件,keep %1$d %2$d %3$d
parcel_carrier_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,到着 %1$d件・発送 %2$d件・手紙 %3$d件,keep %1$d %2$d %3$d
parcel_summary_with_letter_count,string,,%1$d incoming · %2$d outgoing · %3$s,到着 %1$d件・発送 %2$d件・%3$s,keep %1$d %2$d %3$s
parcel_tracking_history,string,,Tracking history,追跡履歴,
parcel_tracking_history_subtitle,string,,Parcel journey and status updates,荷物の配送経路とステータス更新,
parcel_choose_carrier_account,string,,Choose a carrier account,配送業者アカウントを選択,
parcel_tab_count,string,,%1$s (%2$d),%1$s (%2$d),keep %1$s %2$d
parcel_empty_tab,string,,No %1$s parcels.,%1$s の荷物はありません。,keep %1$s
parcel_no_incoming,string,,No incoming parcels.,到着予定の荷物はありません。,
parcel_no_delivered,string,,No delivered parcels.,配達済みの荷物はありません。,
parcel_no_outgoing,string,,No outgoing parcels.,発送予定の荷物はありません。,
parcel_stage_registered,string,,Registered,登録済み,
parcel_stage_sorting,string,,Sorting,仕分け中,
parcel_stage_on_the_way,string,,On the way,配送中,
parcel_unknown_status,string,,Unknown status,不明なステータス,
parcel_status_in_transit,string,,In transit,輸送中,
parcel_status_out_for_delivery,string,,Out for delivery,配達中,
parcel_status_at_pickup_point,string,,Ready at pickup point,受取所で保管中,
parcel_status_ready_to_send,string,,Ready to send,発送準備完了,
parcel_letter_preview,string,,Letter preview,手紙のプレビュー,
parcel_carriers,string,,Carriers,配送業者,
parcel_track_new,string,,Track a new %1$s parcel by number,番号で新しい%1$sの荷物を追跡,keep %1$s
parcel_choose_carrier,string,,Choose a carrier,配送業者を選択,
parcel_settings_subtitle,string,,"Carrier accounts, aggregation, and appearance",配送業者アカウント、集約、外観,
parcel_settings_accounts,string,,Accounts,アカウント,
parcel_settings_organization,string,,Organization,整理,
parcel_settings_appearance,string,,Appearance,外観,
action_remove,string,,Remove,削除,
notification_delete,string,,Delete notification,通知を削除,
notification_mark_all_read,string,,Mark all as read,すべて既読にする,
notification_mark_all_unread,string,,Mark all as unread,すべて未読にする,
notification_delete_all,string,,Delete all,すべて削除,
notification_delete_all_archived,string,,Delete all archived,アーカイブ済みをすべて削除,
notification_unread,string,,Unread,未読,
notification_history,string,,History,履歴,
notification_mark_unread,string,,Mark as unread,未読にする,
notification_mark_read,string,,Mark as read,既読にする,
notification_archive,string,,Archive,アーカイブ,
notification_unarchive,string,,Unarchive,アーカイブ解除,
notification_delete_action,string,,Delete,削除,
entity_search_select_items,string,,Select items,項目を選択,
entity_search_choose_one,string,,Search and choose one entity,エンティティを検索して1つ選択,
entity_search_choose_multiple,string,,Search and select one or more entities,エンティティを検索して1つ以上選択,
global_search_title,string,,Search,検索,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Home Assistantのデバイスやエンティティを検索して操作,don't translate Home Assistant
global_search_clear,string,,Clear search,検索をクリア,
global_search_no_devices,string,,No matching devices.,一致するデバイスがありません。,
global_search_no_entities,string,,No matching entities.,一致するエンティティがありません。,
security_title,string,,Security,セキュリティ,
security_subtitle,string,,Home status and activity,家の状態とアクティビティ,
security_settings,string,,Security settings,セキュリティ設定,
security_entities,string,,Security entities,セキュリティエンティティ,
security_reimport,string,,Re-import,再インポート,
security_group_doors,string,,Doors,ドア,
security_group_doors_subtitle,string,,Door contacts,ドアの開閉センサー,
security_group_windows,string,,Windows,窓,
security_group_windows_subtitle,string,,Window contacts,窓の開閉センサー,
security_group_openings,string,,Openings,開口部,
security_group_openings_subtitle,string,,Garage doors and other openings,ガレージドアなどの開口部,
security_group_garage_doors,string,,Garage doors,ガレージドア,
security_group_garage_doors_subtitle,string,,Garage door covers,ガレージドアのカバー,
security_group_covers,string,,Covers,カバー,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates",ブラインド、シャッター、ゲート,
security_group_locks,string,,Locks,ロック,
security_group_locks_subtitle,string,,Door and gate locks,ドアとゲートのロック,
security_group_motion,string,,Motion,動体検知,
security_group_motion_subtitle,string,,Motion detection,動体検知,
security_group_presence,string,,Presence,在室検知,
security_group_presence_subtitle,string,,Occupancy sensors,在室センサー,
security_group_fire,string,,Fire and temperature,火災・温度,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms",火災、高温、低温、安全警報,
security_group_smoke,string,,Smoke,煙,
security_group_smoke_subtitle,string,,Smoke detectors,煙感知器,
security_group_gas,string,,Gas,ガス,
security_group_gas_subtitle,string,,Combustible gas sensors,可燃性ガスセンサー,
security_group_co2,string,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,一酸化炭素・二酸化炭素センサー,
security_group_moisture,string,,Leaks,漏水,
security_group_moisture_subtitle,string,,Moisture and water leaks,湿気・水漏れ,
security_group_sound,string,,Sound,音,
security_group_sound_subtitle,string,,Sound and glass-break sensors,音・ガラス破壊センサー,
security_group_light,string,,Light detection,光検知,
security_group_light_subtitle,string,,Light and beam sensors,光・ビームセンサー,
security_group_alarms,string,,Alarm systems,警報システム,
security_group_alarms_subtitle,string,,Alarm control panels,警報制御パネル,
security_group_cameras,string,,Cameras,カメラ,
security_group_cameras_subtitle,string,,Camera feeds,カメラ映像,
security_no_search_active,string,,No search active · %1$s,検索なし・%1$s,keep %1$s
security_status_alert,string,,Security alert,セキュリティアラート,
security_status_alarm_pending,string,,Alarm pending,警報保留中,
security_status_changing_alarm,string,,Changing alarm mode,警報モードを変更中,
security_status_needs_attention,string,,Needs attention,要確認,
security_status_motion,string,,Motion detected,動体を検知しました,
security_status_sensor_activity,string,,Sensor activity,センサーの動作,
security_status_alarm_unavailable,string,,Alarm unavailable,警報が利用できません,
security_status_devices_unavailable,string,,Devices unavailable,デバイスが利用できません,
security_status_cameras_offline,string,,Cameras offline,カメラがオフラインです,
security_status_all_secure,string,,All secure,すべて施錠済み,
security_status_alarm_disarmed,string,,Alarm disarmed,警報解除済み,
security_status_all_clear,string,,All clear,すべて正常,
security_status_no_data,string,,No security data,セキュリティデータがありません,
security_metric_openings,string,,Openings,開口部,
security_metric_locked,string,,Locked,施錠済み,
security_metric_cameras_online,string,,Cameras online,オンラインのカメラ,
security_card_title,string,,Security card,セキュリティカード,
security_card_subtitle,string,,"Name, layout, and card appearance",名称、レイアウト、カードの外観,
security_stat_total,string,,Total,合計,
security_stat_active,string,,Active,作動中,
security_stat_clear,string,,Clear,正常,
security_cover_open,string,,Open,開く,
security_cover_stop,string,,Stop,停止,
security_cover_close,string,,Close,閉じる,
security_restore,string,,Restore,復元,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,これは空のセキュリティビューです。ヘッダーを下にスワイプし、セキュリティ設定を開いてエンティティを手動で追加してください。,
connection_stopping_for_restart,string,,Stopping for restart…,再起動のため停止中…,
connection_starting,string,,Home Assistant is starting…,Home Assistantを起動中…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,ダッシュボードを復元中…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistantを再起動中…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,部屋とウィジェットを自動生成中…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Home Assistantに再接続中…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,利用不可・再試行中…,
connection_paused,string,,Connection paused,接続を一時停止中,
connection_connected,string,,Connected,接続済み,
connection_server_not_found,string,,Server address could not be found,サーバーアドレスが見つかりませんでした,
connection_timed_out,string,,Connection timed out,接続がタイムアウトしました,
connection_no_route,string,,No network route to Home Assistant,Home Assistantへのネットワーク経路がありません,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Home Assistantに接続できませんでした,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,セキュア接続に失敗しました,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,セッションが期限切れです・ログインを更新中…,
connection_interrupted,string,,Connection was interrupted,接続が中断されました,
connection_error_title,string,,Connection error,接続エラー,
connection_all_systems_normal,string,,All systems normal,すべてのシステムは正常です,
action_undo,string,,Undo,元に戻す,
action_redo,string,,Redo,やり直す,
connection_route_local,string,,Local,ローカル,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,外部,
settings_connection_via,string,,Connected via %1$s,%1$s経由で接続,keep %1$s
settings_connection_unknown,string,,Unknown,不明,
settings_connection_connecting,string,,Connecting…,接続中…,
settings_this_home,string,,this home,この家,
settings_current_wifi,string,,Current Wi-Fi,現在のWi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,接続されていないか、位置情報の権限がありません,
settings_just_now,string,,just now,たった今,
settings_primary_app_language,string,,Primary application language,主要なアプリ言語,
settings_android_build_configuration,string,,Android resources and build configuration,Androidリソースとビルド構成,
page_settings_default_title,string,,Page settings,ページ設定,
page_settings_choose_area,string,,Choose an area to configure,設定するエリアを選択,
page_settings_focused_options,string,,Focused options for this page area,このページエリアの詳細オプション,
page_settings_header_description,string,,Wallpaper and custom header color,壁紙とカスタムヘッダー色,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon",名前、サブタイトル、ナビゲーションアイコン,
page_settings_badge_bar,string,,Badge bar,バッジバー,
page_settings_badge_description,string,,"Visibility, alignment, and display options",表示、配置、表示オプション,
page_settings_persons,string,,Persons,人物,
page_settings_persons_description,string,,Visibility and ordering,表示と並び順,
page_settings_configure,string,,Configure,設定,
room_config_title,string,,Room configuration,部屋の設定,
header_pill_left,string,,Left header pill,左ヘッダーピル,
header_pill_right,string,,Right header pill,右ヘッダーピル,
alignment_split,string,,Split,分割,
alignment_center,string,,Center,中央,
weather_cloudy,string,,Cloudy,くもり,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nこのウィジェットの設定を**編集モード**で開き、独自のコンテンツを記述してください。,\n = line break
home_settings_title,string,,Home settings,ホーム設定,
custom_page_settings_title,string,,%1$s settings,%1$s の設定,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,ここはホーム画面です。ヘッダーを下にスワイプして編集モードを有効にし、ウィジェットを追加してください。,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,このページは空です。ヘッダーを下にスワイプして編集モードを有効にし、ウィジェットを追加してください。,
select_camera_title,string,,Select camera,カメラを選択,
select_entity_title,string,,Select entity,エンティティを選択,
custom_camera_default_name,string,,Custom camera,カスタムカメラ,
rooms_settings_title,string,,Rooms settings,部屋の設定,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,部屋ビューは空です。ヘッダーを下にスワイプして編集モードを有効にし、フロアと部屋を追加してください。,
floor_expand,string,,Expand floor,フロアを展開,
floor_collapse,string,,Collapse floor,フロアを折りたたむ,
floor_settings_title,string,,Floor,フロア,
floor_settings_subtitle,string,,"Identity, layout, and card style",名称、レイアウト、カードスタイル,
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,エフェクト,
universal_open_door,string,,Open door,ドアを開く,
universal_vacuum_dock,string,,Dock,ドックへ戻る,
universal_start,string,,Start,開始,
universal_pause,string,,Pause,一時停止,
universal_stop,string,,Stop,停止,
universal_locate,string,,Locate,位置を特定,
universal_room_number,string,,Room %1$d,部屋 %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,表示名の上書き(任意),
core_media_paused_track,string,,Paused: %1$s,一時停止中: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d パーセント,keep %1$d
core_current_humidity,string,,Current humidity,現在の湿度,
core_tank_water_level,string,,Tank / water level,タンク/水位,
core_pm25,string,,PM2.5,PM2.5,
core_error_code,string,,Error code,エラーコード,
core_bucket_full,string,,Bucket full,タンク満杯,
core_clean_filter,string,,Clean filter,フィルターを清掃,
core_ionizer,string,,Ionizer,イオナイザー,
core_pump,string,,Pump,ポンプ,
core_beep_on_command,string,,Beep on command,コマンド時にビープ音を鳴らす,
core_dawn,string,,Dawn,夜明け,
core_solar_noon,string,,Solar noon,南中時刻,
core_dusk,string,,Dusk,夕暮れ,
core_icon_category_common,string,,Common,共通,
core_icon_category_home,string,,Home,ホーム,
core_icon_category_weather,string,,Weather,天気,
core_icon_category_lock,string,,Lock,ロック,
core_icon_category_people,string,,People,人物,
core_icon_category_auto,string,,Automotive,自動車,
core_icon_category_music,string,,Music,音楽,
core_icon_category_battery,string,,Battery,バッテリー,
core_icon_category_nature,string,,Nature,自然,
core_icon_category_places,string,,Places,場所,
core_icon_category_food,string,,Food,食べ物,
core_icon_category_navigation,string,,Navigation,ナビゲーション,
core_icon_category_devices,string,,Devices,デバイス,
core_icon_category_map,string,,Map,地図,
core_icon_category_media,string,,Media,メディア,
core_icon_category_communication,string,,Communication,通信,
core_icon_category_health,string,,Health,健康,
core_icon_category_vehicles,string,,Vehicles,乗り物,
core_icon_category_buildings,string,,Buildings,建物,
core_icon_category_electrical,string,,Electrical,電気,
core_icon_category_sport,string,,Sport,スポーツ,
core_icon_category_objects,string,,Objects,オブジェクト,
core_icon_category_commerce,string,,Commerce,商業,
core_icon_category_games,string,,Games,ゲーム,
core_icon_category_finance,string,,Finance,金融,
background_notification_channel_general,string,,General,一般,
background_location_channel_name,string,,Location sharing,位置情報の共有,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Home Assistant内で端末の位置情報を最新の状態に保ちます,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant位置情報共有,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Home Assistantと位置情報を共有しています,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,通知接続,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,即時通知のためHome Assistantへのバックグラウンド接続を維持します,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Home Assistantに接続済み,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,通知を待機しています,
background_push_hide_action,string,,Hide this notification,この通知を非表示,
button_style_centered,string,,Centered,中央揃え,
button_elements,string,,Elements,要素,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,このボタンに表示される内容。アイコンの名前と状態を単独で非表示にします。,
stack_elements_title,string,,Elements on every button in this stack,このスタック内のすべてのボタンの要素,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.",これらは 1 つのボタンではなく、スタック全体に適用されます。ここで何かをオフにすると、スタック内のすべてのボタンでそれが非表示になります。オンのままにすると、各ボタンが独自の設定で決定されます。,
button_element_icon,string,,Icon,アイコン,
button_element_name,string,,Name,名前,
button_element_state,string,,State,状態,
stack_show_title,string,,Show name,番組名,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,見出しがまったくないスタックの場合はオフにします。,
stack_show_icon,string,,Show icon,アイコンを表示,
stack_show_icon_description,string,,The icon beside the heading.,見出しの横にあるアイコン。,
stack_center_title,string,,Center the heading,見出しを中央に配置する,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,アイコンと名前を左端ではなく中央に配置します。,
cr_state_on,string,,On,オン,
cr_state_off,string,,Off,オフ,
cr_open,string,,Open,開く,
cr_close,string,,Close,閉じる,
cr_stop,string,,Stop,停止,
cr_closed,string,,Closed,閉,
cr_opening,string,,Opening,開放中,
cr_closing,string,,Closing,閉鎖中,
cr_locked,string,,Locked,施錠済み,
cr_unlocked,string,,Unlocked,解錠,
cr_unavailable,string,,Unavailable,利用不可,
cr_unknown,string,,Unknown,不明,
cr_idle,string,,Idle,待機中,
cr_home,string,,Home,ホーム,
cr_away,string,,Away,外出,
cr_cleaning,string,,Cleaning,清掃中,
cr_returning,string,,Returning,帰宅中,
cr_paused,string,,Paused,一時停止,
cr_error,string,,Error,エラー,
cr_playing,string,,Playing,再生中,
cr_buffering,string,,Buffering,バッファリング中,
cr_standby,string,,Standby,待機,
cr_humidifying,string,,Humidifying,加湿中,
cr_drying,string,,Drying,乾燥中,
cr_detected,string,,Detected,検出,
cr_clear,string,,Clear,正常,
cr_problem,string,,Problem,問題あり,
cr_ok,string,,OK,OK,
cr_low,string,,Low,低,
cr_normal,string,,Normal,通常,
cr_connected,string,,Connected,接続済み,
cr_disconnected,string,,Disconnected,切断済み,
cr_plugged_in,string,,Plugged in,充電中,
cr_unplugged,string,,Unplugged,未接続,
cr_wet,string,,Wet,湿潤,
cr_dry,string,,Dry,乾燥,
cr_none,string,,None,なし,
cr_any,string,,Any,すべて,
cr_remove,string,,Remove,削除,
cr_restore,string,,Restore,復元,
cr_general,string,,General,一般,
cr_identity,string,,Identity,識別情報,
cr_appearance,string,,Appearance,外観,
cr_layout,string,,Layout,レイアウト,
cr_behavior,string,,Behavior,動作,
cr_profiles,string,,Profiles,プロファイル,
cr_playback,string,,Playback,再生,
cr_content,string,,Content,コンテンツ,
cr_actions,string,,Actions,アクション,
cr_protection,string,,Protection,保護,
cr_power,string,,Power,電源,
cr_brightness,string,,Brightness,明るさ,
cr_temperature,string,,Temperature,気温,
cr_color,string,,Color,色,
cr_min,string,,Min,最小,
cr_avg,string,,Avg,平均,
cr_max,string,,Max,最大,
cr_now,string,,Now,現在,
cr_lowest,string,,Lowest,最低,
cr_average,string,,Average,平均,
cr_highest,string,,Highest,最高,
cr_live,string,,Live,ライブ,
cr_once,string,,Once,1回,
cr_daily,string,,Daily,毎日,
cr_weekly,string,,Weekly,毎週,
cr_monthly,string,,Monthly,毎月,
cr_yearly,string,,Yearly,毎年,
cr_action_tap,string,,Tap,タップ,
cr_action_double_tap,string,,Double tap,ダブルタップ,
cr_action_hold,string,,Hold,長押し,
cr_mode,string,,Mode,モード,
cr_mode_auto,string,,Auto,自動,
cr_mode_heat,string,,Heat,暖房,
cr_mode_cool,string,,Cool,冷房,
cr_mode_heat_cool,string,,Heat/cool,暖房/冷房,
cr_mode_dry,string,,Dry,乾燥,
cr_mode_fan_only,string,,Fan only,送風のみ,
cr_mode_low,string,,Low,低,
cr_mode_medium,string,,Medium,中,
cr_mode_high,string,,High,高,
cr_mode_quiet,string,,Quiet,静音,
cr_mode_boost,string,,Boost,ブースト,
cr_mode_eco,string,,Eco,エコ,
cr_mode_sleep,string,,Sleep,スリープ,
cr_mode_manual,string,,Manual,手動,
cr_mode_vertical,string,,Vertical,垂直,
cr_mode_horizontal,string,,Horizontal,水平,
cr_mode_both,string,,Both,両方,
cr_mode_up,string,,Up,上,
cr_mode_down,string,,Down,下,
cr_mode_center,string,,Center,中央,
cr_mode_left,string,,Left,左,
cr_mode_right,string,,Right,右,
cr_climate_fan,string,,Fan,ファン,
cr_climate_vertical_airflow,string,,Vertical airflow,垂直方向の風向,
cr_climate_horizontal_airflow,string,,Horizontal airflow,水平方向の風向,
cr_climate_preset,string,,Preset,プリセット,
cr_fan_speed,string,,Fan speed,ファン速度,
cr_speed,string,,Speed,速度,
cr_lower_target,string,,Lower target,目標値を下げる,
cr_raise_target,string,,Raise target,目標値を上げる,
cr_climate_temperature,string,,Temperature,気温,
cr_climate_all_temperature_sensors,string,,All temperature sensors,すべての温度センサー,
cr_climate_outside,string,,Outside,屋外,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure",屋外の気温、湿度、気圧,
cr_climate_humidity,string,,Humidity,湿度,
cr_climate_all_humidity_sensors,string,,All humidity sensors,すべての湿度センサー,
cr_climate_air_pressure,string,,Air pressure,気圧,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,すべての気圧センサー,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,二酸化炭素センサー,
cr_climate_air_quality,string,,Air quality,大気質,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases",粒子状物質、AQI、VOC、ガス,
cr_climate_entities,string,,Climate entities,空調エンティティ,
cr_climate_settings,string,,Climate settings,空調設定,
cr_empty_climate_view,string,,No climate data is available yet.,空調データはまだありません。,
cr_climate_fans,string,,Fans,ファン,
cr_climate_air_purifiers,string,,Air purifiers,空気清浄機,
cr_climate_humidifiers,string,,Humidifiers,加湿器,
cr_temperature_sensors,string,,Temperature sensors,温度センサー,
cr_devices_active,string,,Devices active,アクティブなデバイス,
cr_active_of_total,string,,%1$d of %2$d active,%2$d件中%1$d件アクティブ,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,検索していません・%1$s,keep %1$s
cr_collapse_search,string,,Collapse search,検索を折りたたむ,
cr_expand_search,string,,Expand search,検索を展開,
cr_custom_order,string,,Custom order,カスタム順序,
cr_name_a_z,string,,Name A–Z,名前 A–Z,
cr_name_z_a,string,,Name Z–A,名前 Z–A,
cr_climate_device,string,,Climate device,空調デバイス,
cr_climate_device_subtitle,string,,"Name, icon, card style, and width",名前、アイコン、カードスタイル、幅,
cr_widget_requires_f1,string,,"Needs the F1 Sensor integration, which was not found on your Home Assistant",F1 センサーの統合が必要ですが、Home Assistant には見つかりませんでした,don't translate Home Assistant
cr_widget_requires_parcels,string,,"Needs a parcel integration, and none was found on your Home Assistant",小包の統合が必要ですが、Home Assistant には何も見つかりませんでした,don't translate Home Assistant
cr_widget_requires_waste,string,,"Needs a waste collection integration, and none was found on your Home Assistant",廃棄物収集の統合が必要ですが、Home Assistant には何も見つかりませんでした,don't translate Home Assistant
cr_people_here_title,string,,Who is here,ここには誰がいますか,
cr_people_here_empty,string,,Nobody is being tracked in this room right now.,現在、この部屋では誰も追跡されていません。,
cr_people_here_unknown_room,string,,Room unknown,部屋不明,
cr_button_exclude_counters,string,,Leave out of counters,カウンターから離れる,
cr_button_exclude_counters_hint,string,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals",ボタンを押したままにしますが、この部屋の照明とデバイスの合計へのカウントを停止します。,
cr_count_with_average,string,,%1$s · avg %2$s%3$s,%1$s・平均%2$s%3$s,keep %1$s %2$s %3$s
cr_outside_temperature,string,,Outside temperature,屋外気温,
cr_outside_humidity,string,,Outside humidity,屋外湿度,
cr_outside_pressure,string,,Outside pressure,屋外気圧,
cr_outside_air_pressure,string,,Outside air pressure,屋外気圧,
cr_no_sensors_found_for,string,,No %1$s sensors found.,%1$sセンサーが見つかりません。,keep %1$s
cr_climate_control,string,,Climate control,空調コントロール,
cr_thermostat_dial,string,,Thermostat dial,サーモスタットダイヤル,
cr_width_third,string,,Third,3分の1,
cr_width_half,string,,Half,半分,
cr_width_full,string,,Full,全幅,
cr_select_item,string,,Select %1$s,%1$sを選択,keep %1$s
cr_set_outdoor_sensors,string,,"Set outdoor temperature, humidity, and pressure",屋外の気温、湿度、気圧を設定,
cr_auto_discovered_device_class,string,,Discovered automatically by device class,デバイスクラスにより自動検出,
cr_auto_discovered_climate_devices,string,,Climate devices discovered automatically,自動検出された空調デバイス,
cr_pick_fan_entities_as_purifiers,string,,Choose fan entities to use as air purifiers,空気清浄機として使用するファンエンティティを選択,
cr_auto_discovered_humidifier_devices,string,,Humidifier devices discovered automatically,自動検出された加湿器デバイス,
cr_removed_entities,string,,Removed entities,削除されたエンティティ,
