key,type,item,english,translation,notes
settings_subtitle_dashboard,string,,"Dashboards, tabs, media players, and popups","Prietaisų skydeliai, skirtukai, medijos leistuvai ir iššokantys langai",
settings_subtitle_appearance,string,,Make the dashboard feel like yours,Padarykite prietaisų skydelį tarsi savo,
settings_subtitle_corners,string,,"Roundness of buttons, cards, and widgets","Mygtukų, kortelių ir valdiklių apvalumas",
settings_subtitle_icons,string,,Icon animations and per-domain effects,Piktogramų animacijos ir efektai kiekvienam domenui,
settings_subtitle_header,string,,Choose whether the dashboard header is shown,"Pasirinkite, ar bus rodoma prietaisų skydelio antraštė",
settings_subtitle_theme,string,,"Color, contrast, mode, and corner styling","Spalva, kontrastas, režimas ir kampų stilius",
settings_subtitle_fonts,string,,"Size, weight, and typeface readability","Dydis, svoris ir šrifto skaitomumas",
settings_subtitle_nav_bar,string,,Choose which destinations are always within reach,"Pasirinkite, kurios kelionės vietos visada pasiekiamos",
settings_subtitle_media_players,string,,Names and mini-player visibility,Vardai ir mini žaidėjų matomumas,
settings_subtitle_notifications,string,,"Push delivery, history, and service behavior","Push pristatymas, istorija ir aptarnavimo elgsena",
settings_subtitle_backup_restore,string,,Protect or move your dashboard configuration,Apsaugokite arba perkelkite prietaisų skydelio konfigūraciją,
settings_subtitle_family_sharing,string,,"Parental controls, dashboard sharing, and recipient permissions","Tėvų kontrolė, informacijos suvestinės bendrinimas ir gavėjų leidimai",
settings_subtitle_about,string,,"The project, technology, and people behind HKI 7","Projektas, technologija ir žmonės už HKI 7",don't translate HKI 7
settings_subtitle_license,string,,Open-source community core and optional premium materials,Atvirojo kodo bendruomenės branduolys ir pasirenkamos aukščiausios kokybės medžiagos,
settings_subtitle_support,string,,Ways to help HKI 7 grow without buying Premium,"Būdai, kaip padėti HKI 7 augti neperkant Premium",don't translate HKI 7
notification_channel_general,string,,General,Generolas,
location_channel_name,string,,Location sharing,Vietos bendrinimas,
location_notification_title,string,,Home Assistant location,Home Assistant vieta,don't translate Home Assistant
location_notification_text,string,,Sharing your location with Home Assistant,Vietovės bendrinimas su Home Assistant,don't translate Home Assistant
push_connection_channel_name,string,,Notification connection,Pranešimų ryšys,
push_connection_notification_title,string,,Connected to Home Assistant,Prisijungta prie Home Assistant,don't translate Home Assistant
push_connection_notification_text,string,,Listening for notifications,Pranešimų klausymas,
parcel_title,string,,Parcels,Siuntiniai,
parcel_generic_carrier,string,,Carrier,Vežėjas,
parcel_incoming,string,,Incoming,Įeinantys,
parcel_delivered,string,,Delivered,Pristatyta,
parcel_outgoing,string,,Outgoing,Išeinantis,
parcel_letters,string,,Letters,Laiškai,
parcel_mail,string,,Mail,paštas,
parcel_summary,string,,%1$d incoming · %2$d outgoing,%1$d gaunamas · %2$d siunčiamas,keep %1$d %2$d
parcel_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d gaunami · %2$d siunčiami · %3$d raidės,keep %1$d %2$d %3$d
parcel_carrier_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d gaunami · %2$d siunčiami · %3$d raidės,keep %1$d %2$d %3$d
parcel_summary_with_letter_count,string,,%1$d incoming · %2$d outgoing · %3$s,%1$d gaunamas · %2$d siunčiamas · %3$s,keep %1$d %2$d %3$s
parcel_tracking_history,string,,Tracking history,Stebėjimo istorija,
parcel_tracking_history_subtitle,string,,Parcel journey and status updates,Siuntinio kelionė ir būsenos atnaujinimai,
parcel_choose_carrier_account,string,,Choose a carrier account,Pasirinkite operatoriaus paskyrą,
parcel_tab_count,string,,%1$s (%2$d),%1$s (%2$d),keep %1$s %2$d
parcel_empty_tab,string,,No %1$s parcels.,Nėra %1$s siuntinių.,keep %1$s
parcel_no_incoming,string,,No incoming parcels.,Jokių gaunamų siuntų.,
parcel_no_delivered,string,,No delivered parcels.,Jokių pristatytų siuntų.,
parcel_no_outgoing,string,,No outgoing parcels.,Jokių siunčiamų siuntų.,
parcel_stage_registered,string,,Registered,Registruotas,
parcel_stage_sorting,string,,Sorting,Rūšiavimas,
parcel_stage_on_the_way,string,,On the way,Pakeliui,
parcel_unknown_status,string,,Unknown status,Nežinoma būsena,
parcel_status_in_transit,string,,In transit,Tranzitu,
parcel_status_out_for_delivery,string,,Out for delivery,Išvesta pristatymui,
parcel_status_at_pickup_point,string,,Ready at pickup point,Paruošta atsiėmimo vietoje,
parcel_status_ready_to_send,string,,Ready to send,Paruošta siųsti,
parcel_letter_preview,string,,Letter preview,Laiško peržiūra,
parcel_carriers,string,,Carriers,Vežėjai,
parcel_track_new,string,,Track a new %1$s parcel by number,Stebėkite naują %1$s siuntinį pagal numerį,keep %1$s
parcel_choose_carrier,string,,Choose a carrier,Pasirinkite operatorių,
parcel_settings_subtitle,string,,"Carrier accounts, aggregation, and appearance","Vežėjo paskyros, apibendrinimas ir išvaizda",
parcel_settings_accounts,string,,Accounts,Sąskaitos,
parcel_settings_organization,string,,Organization,Organizacija,
parcel_settings_appearance,string,,Appearance,Išvaizda,
action_remove,string,,Remove,Pašalinti,
notification_delete,string,,Delete notification,Ištrinti pranešimą,
notification_mark_all_read,string,,Mark all as read,Pažymėti viską kaip perskaitytą,
notification_mark_all_unread,string,,Mark all as unread,Pažymėti viską kaip neskaitytus,
notification_delete_all,string,,Delete all,Ištrinti viską,
notification_delete_all_archived,string,,Delete all archived,Ištrinti visus suarchyvuotus,
notification_unread,string,,Unread,Neskaityta,
notification_history,string,,History,Istorija,
notification_mark_unread,string,,Mark as unread,Pažymėti kaip neskaitytą,
notification_mark_read,string,,Mark as read,Pažymėti kaip skaitytą,
notification_archive,string,,Archive,Archyvas,
notification_unarchive,string,,Unarchive,Išarchyvuoti,
notification_delete_action,string,,Delete,Ištrinti,
entity_search_select_items,string,,Select items,Pasirinkite elementus,
entity_search_choose_one,string,,Search and choose one entity,Ieškokite ir pasirinkite vieną objektą,
entity_search_choose_multiple,string,,Search and select one or more entities,Ieškokite ir pasirinkite vieną ar daugiau objektų,
global_search_title,string,,Search,Ieškoti,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Raskite ir valdykite bet kurį Home Assistant įrenginį arba objektą,don't translate Home Assistant
global_search_clear,string,,Clear search,Išvalyti paiešką,
global_search_no_devices,string,,No matching devices.,Nėra atitinkančių įrenginių.,
global_search_no_entities,string,,No matching entities.,Nėra atitinkančių subjektų.,
security_title,string,,Security,Saugumas,
security_subtitle,string,,Home status and activity,Namų būsena ir veikla,
security_settings,string,,Security settings,Apsaugos nustatymai,
security_entities,string,,Security entities,Apsaugos subjektai,
security_reimport,string,,Re-import,Pakartotinis importas,
security_group_doors,string,,Doors,Durys,
security_group_doors_subtitle,string,,Door contacts,Durų kontaktai,
security_group_windows,string,,Windows,Windows,
security_group_windows_subtitle,string,,Window contacts,Lango kontaktai,
security_group_openings,string,,Openings,Atidarymai,
security_group_openings_subtitle,string,,Garage doors and other openings,Garažo vartai ir kitos angos,
security_group_garage_doors,string,,Garage doors,Garažo vartai,
security_group_garage_doors_subtitle,string,,Garage door covers,Garažo vartų dangčiai,
security_group_covers,string,,Covers,Viršeliai,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Žaliuzės, langinės ir vartai",
security_group_locks,string,,Locks,Spynos,
security_group_locks_subtitle,string,,Door and gate locks,Durų ir vartų spynos,
security_group_motion,string,,Motion,Judėjimas,
security_group_motion_subtitle,string,,Motion detection,Judesio aptikimas,
security_group_presence,string,,Presence,Buvimas,
security_group_presence_subtitle,string,,Occupancy sensors,Užimtumo jutikliai,
security_group_fire,string,,Fire and temperature,Ugnis ir temperatūra,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Gaisro, karščio, šalčio ir saugos signalizacija",
security_group_smoke,string,,Smoke,Rūkyti,
security_group_smoke_subtitle,string,,Smoke detectors,Dūmų detektoriai,
security_group_gas,string,,Gas,Dujos,
security_group_gas_subtitle,string,,Combustible gas sensors,Degiųjų dujų jutikliai,
security_group_co2,string,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Anglies monoksido ir anglies dioksido jutikliai,
security_group_moisture,string,,Leaks,Nutekėjimai,
security_group_moisture_subtitle,string,,Moisture and water leaks,Drėgmės ir vandens nutekėjimas,
security_group_sound,string,,Sound,Garsas,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Garso ir stiklo dūžio jutikliai,
security_group_light,string,,Light detection,Šviesos aptikimas,
security_group_light_subtitle,string,,Light and beam sensors,Šviesos ir spindulio jutikliai,
security_group_alarms,string,,Alarm systems,Signalizacijos sistemos,
security_group_alarms_subtitle,string,,Alarm control panels,Signalizacijos valdymo pultai,
security_group_cameras,string,,Cameras,Kameros,
security_group_cameras_subtitle,string,,Camera feeds,Kameros tiekimas,
security_no_search_active,string,,No search active · %1$s,Nėra aktyvios paieškos · %1$s,keep %1$s
security_status_alert,string,,Security alert,Saugumo įspėjimas,
security_status_alarm_pending,string,,Alarm pending,Laukiama aliarmo,
security_status_changing_alarm,string,,Changing alarm mode,Žadintuvo režimo keitimas,
security_status_needs_attention,string,,Needs attention,Reikia dėmesio,
security_status_motion,string,,Motion detected,Aptiktas judesys,
security_status_sensor_activity,string,,Sensor activity,Jutiklio veikla,
security_status_alarm_unavailable,string,,Alarm unavailable,Signalas nepasiekiamas,
security_status_devices_unavailable,string,,Devices unavailable,Įrenginiai nepasiekiami,
security_status_cameras_offline,string,,Cameras offline,Fotoaparatai neprisijungę,
security_status_all_secure,string,,All secure,Viskas saugiai,
security_status_alarm_disarmed,string,,Alarm disarmed,Signalizacija išjungta,
security_status_all_clear,string,,All clear,Viskas aišku,
security_status_no_data,string,,No security data,Jokių saugumo duomenų,
security_metric_openings,string,,Openings,Atidarymai,
security_metric_locked,string,,Locked,Užrakinta,
security_metric_cameras_online,string,,Cameras online,Kameros internete,
security_card_title,string,,Security card,Apsaugos kortelė,
security_card_subtitle,string,,"Name, layout, and card appearance","Pavadinimas, išdėstymas ir kortelės išvaizda",
security_stat_total,string,,Total,Iš viso,
security_stat_active,string,,Active,Aktyvus,
security_stat_clear,string,,Clear,Aišku,
security_cover_open,string,,Open,Atidaryti,
security_cover_stop,string,,Stop,Sustok,
security_cover_close,string,,Close,Uždaryti,
security_restore,string,,Restore,Atkurti,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,"Tai tuščias saugos rodinys. Braukite žemyn per antraštę ir atidarykite Saugos nustatymus, kad įtrauktumėte objektus rankiniu būdu.",
connection_stopping_for_restart,string,,Stopping for restart…,Sustabdoma norint paleisti iš naujo…,
connection_starting,string,,Home Assistant is starting…,Home Assistant prasideda…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Atkuriamas jūsų prietaisų skydelis…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant paleidžiamas iš naujo…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Automatiškai generuojami kambariai ir valdikliai…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Iš naujo prisijungiama prie Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Nepasiekiamas · Bandoma dar kartą…,
connection_paused,string,,Connection paused,Ryšys pristabdytas,
connection_connected,string,,Connected,Prisijungta,
connection_server_not_found,string,,Server address could not be found,Serverio adresas nerastas,
connection_timed_out,string,,Connection timed out,Baigėsi ryšio laikas,
connection_no_route,string,,No network route to Home Assistant,Nėra tinklo maršruto į Home Assistant,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Nepavyko prisijungti prie Home Assistant,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Saugus ryšys nepavyko,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Sesija baigėsi · Atnaujinamas prisijungimas…,
connection_interrupted,string,,Connection was interrupted,Ryšys nutrūko,
connection_error_title,string,,Connection error,Ryšio klaida,
connection_all_systems_normal,string,,All systems normal,Visos sistemos normalios,
action_undo,string,,Undo,Anuliuoti,
action_redo,string,,Redo,Perdaryti,
connection_route_local,string,,Local,Vietinis,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Išorinis,
settings_connection_via,string,,Connected via %1$s,Prisijungta per %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Nežinoma,
settings_connection_connecting,string,,Connecting…,Jungiamasi…,
settings_this_home,string,,this home,šiuos namus,
settings_current_wifi,string,,Current Wi-Fi,Dabartinis „Wi-Fi“.,
settings_wifi_unavailable,string,,Not connected or location permission is missing,Neprisijungta arba trūksta vietos leidimo,
settings_just_now,string,,just now,tik dabar,
settings_primary_app_language,string,,Primary application language,Pagrindinė programos kalba,
settings_android_build_configuration,string,,Android resources and build configuration,„Android“ ištekliai ir kūrimo konfigūracija,
page_settings_default_title,string,,Page settings,Puslapio nustatymai,
page_settings_choose_area,string,,Choose an area to configure,"Pasirinkite sritį, kurią norite konfigūruoti",
page_settings_focused_options,string,,Focused options for this page area,Sufokusuotos šios puslapio srities parinktys,
page_settings_header_description,string,,Wallpaper and custom header color,Ekrano užsklanda ir pasirinktinė antraštės spalva,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Pavadinimas, subtitrai ir naršymo piktograma",
page_settings_badge_bar,string,,Badge bar,Ženklelių juosta,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Matomumo, lygiavimo ir rodymo parinktys",
page_settings_persons,string,,Persons,Asmenys,
page_settings_persons_description,string,,Visibility and ordering,Matomumas ir užsakymas,
page_settings_configure,string,,Configure,Konfigūruoti,
room_config_title,string,,Room configuration,Kambario konfigūracija,
header_pill_left,string,,Left header pill,Kairiosios antraštės tabletė,
header_pill_right,string,,Right header pill,Dešiniosios antraštės tabletė,
alignment_split,string,,Split,Padalinti,
alignment_center,string,,Center,centras,
weather_cloudy,string,,Cloudy,Debesuota,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,"# Pažymėjimas\nNorėdami parašyti savo turinį, atidarykite šio valdiklio nustatymus **redagavimo režimu**.",\n = line break
home_settings_title,string,,Home settings,Namų nustatymai,
custom_page_settings_title,string,,%1$s settings,%1$s nustatymus,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Tai yra pagrindinis puslapis. Pridėkite valdiklių perbraukdami žemyn per antraštę ir įjungdami redagavimo režimą.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Šis puslapis tuščias. Pridėkite valdiklių perbraukdami žemyn per antraštę ir įjungdami redagavimo režimą.,
select_camera_title,string,,Select camera,Pasirinkite kamerą,
select_entity_title,string,,Select entity,Pasirinkite subjektą,
custom_camera_default_name,string,,Custom camera,Pasirinktinis fotoaparatas,
rooms_settings_title,string,,Rooms settings,Kambarių nustatymai,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,"Kambario vaizdas tuščias. Braukite žemyn per antraštę ir įjunkite redagavimo režimą, kad pridėtumėte aukštų ir kambarių.",
floor_expand,string,,Expand floor,Išplėsti grindis,
floor_collapse,string,,Collapse floor,Sugriauti grindis,
floor_settings_title,string,,Floor,Grindys,
floor_settings_subtitle,string,,"Identity, layout, and card style","Tapatybė, išdėstymas ir kortelės stilius",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Efektai,
universal_open_door,string,,Open door,Atidarykite duris,
universal_vacuum_dock,string,,Dock,Dokas,
universal_start,string,,Start,Pradėti,
universal_pause,string,,Pause,Pauzė,
universal_stop,string,,Stop,Sustok,
universal_locate,string,,Locate,Raskite,
universal_room_number,string,,Room %1$d,Kambarys %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Pasirenkamas rodomo pavadinimo nepaisymas,
core_media_paused_track,string,,Paused: %1$s,Pristabdyta: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d proc,keep %1$d
core_current_humidity,string,,Current humidity,Dabartinė drėgmė,
core_tank_water_level,string,,Tank / water level,Bako / vandens lygis,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Klaidos kodas,
core_bucket_full,string,,Bucket full,Pilnas kibiras,
core_clean_filter,string,,Clean filter,Išvalykite filtrą,
core_ionizer,string,,Ionizer,Jonizatorius,
core_pump,string,,Pump,Siurblys,
core_beep_on_command,string,,Beep on command,Pyptelėkite pagal komandą,
core_dawn,string,,Dawn,Aušra,
core_solar_noon,string,,Solar noon,Saulės vidurdienis,
core_dusk,string,,Dusk,Sutemos,
core_icon_category_common,string,,Common,Dažnas,
core_icon_category_home,string,,Home,Pradžia,
core_icon_category_weather,string,,Weather,Orai,
core_icon_category_lock,string,,Lock,Užraktas,
core_icon_category_people,string,,People,Žmonės,
core_icon_category_auto,string,,Automotive,Automobiliai,
core_icon_category_music,string,,Music,Muzika,
core_icon_category_battery,string,,Battery,Baterija,
core_icon_category_nature,string,,Nature,Gamta,
core_icon_category_places,string,,Places,Vietos,
core_icon_category_food,string,,Food,Maistas,
core_icon_category_navigation,string,,Navigation,Navigacija,
core_icon_category_devices,string,,Devices,Prietaisai,
core_icon_category_map,string,,Map,Žemėlapis,
core_icon_category_media,string,,Media,Žiniasklaida,
core_icon_category_communication,string,,Communication,Bendravimas,
core_icon_category_health,string,,Health,Sveikata,
core_icon_category_vehicles,string,,Vehicles,Transporto priemonės,
core_icon_category_buildings,string,,Buildings,Pastatai,
core_icon_category_electrical,string,,Electrical,Elektros,
core_icon_category_sport,string,,Sport,Sportas,
core_icon_category_objects,string,,Objects,Objektai,
core_icon_category_commerce,string,,Commerce,Komercija,
core_icon_category_games,string,,Games,Žaidimai,
core_icon_category_finance,string,,Finance,Finansai,
background_notification_channel_general,string,,General,Generolas,
background_location_channel_name,string,,Location sharing,Vietos bendrinimas,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Atnaujina įrenginio vietą Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant vietos bendrinimas,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Vietovės bendrinimas su Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Pranešimų ryšys,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,"Palaiko foninį ryšį su Home Assistant, kad gautų tiesioginius pranešimus",don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Prisijungta prie Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Laukiama pranešimų,
background_push_hide_action,string,,Hide this notification,Slėpti šį pranešimą,
button_style_centered,string,,Centered,Centruota,
button_elements,string,,Elements,Elementai,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Kas rodoma šiame mygtuke. Slėpti pačios piktogramos pavadinimą ir būseną.,
stack_elements_title,string,,Elements on every button in this stack,Elementai ant kiekvieno šio krūvos mygtuko,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Tai taikoma visam kaminui, o ne vienam mygtukui. Čia ką nors išjungus, tai paslepiama ant kiekvieno krūvos mygtuko; palikus jį įjungtą, kiekvienas mygtukas gali pats nuspręsti savo nustatymuose.",
button_element_icon,string,,Icon,Piktograma,
button_element_name,string,,Name,Vardas,
button_element_state,string,,State,valstybė,
stack_show_title,string,,Show name,Rodyti vardą,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,"Išjunkite, jei norite naudoti krūvą be antraštės.",
stack_show_icon,string,,Show icon,Rodyti piktogramą,
stack_show_icon_description,string,,The icon beside the heading.,Piktograma šalia antraštės.,
stack_center_title,string,,Center the heading,Centruokite antraštę,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,"Įdeda piktogramą ir pavadinimą viduryje, o ne kairiajame krašte.",
cr_state_on,string,,On,Įjungta,
cr_state_off,string,,Off,Išjungta,
cr_open,string,,Open,Atidaryti,
cr_close,string,,Close,Uždaryti,
cr_stop,string,,Stop,Sustok,
cr_closed,string,,Closed,Uždaryta,
cr_opening,string,,Opening,Atidarymas,
cr_closing,string,,Closing,Uždarymas,
cr_locked,string,,Locked,Užrakinta,
cr_unlocked,string,,Unlocked,Atrakinta,
cr_unavailable,string,,Unavailable,Nepasiekiamas,
cr_unknown,string,,Unknown,Nežinoma,
cr_idle,string,,Idle,Tuščia eiga,
cr_home,string,,Home,Pradžia,
cr_away,string,,Away,Toli,
cr_cleaning,string,,Cleaning,Valymas,
cr_returning,string,,Returning,Sugrįžimas,
cr_paused,string,,Paused,Pristabdyta,
cr_error,string,,Error,Klaida,
cr_playing,string,,Playing,Žaidžia,
cr_buffering,string,,Buffering,Buferis,
cr_standby,string,,Standby,Budėjimo režimas,
cr_humidifying,string,,Humidifying,Drėkinantis,
cr_drying,string,,Drying,Džiovinimas,
cr_detected,string,,Detected,Aptikta,
cr_clear,string,,Clear,Aišku,
cr_problem,string,,Problem,Problema,
cr_ok,string,,OK,Gerai,
cr_low,string,,Low,Žemas,
cr_normal,string,,Normal,Normalus,
cr_connected,string,,Connected,Prisijungta,
cr_disconnected,string,,Disconnected,Atjungtas,
cr_plugged_in,string,,Plugged in,Įjungtas,
cr_unplugged,string,,Unplugged,Atjungtas,
cr_wet,string,,Wet,Šlapias,
cr_dry,string,,Dry,Sausas,
cr_none,string,,None,Nėra,
cr_any,string,,Any,Bet koks,
cr_remove,string,,Remove,Pašalinti,
cr_restore,string,,Restore,Atkurti,
cr_general,string,,General,Generolas,
cr_identity,string,,Identity,Tapatybė,
cr_appearance,string,,Appearance,Išvaizda,
cr_layout,string,,Layout,Išdėstymas,
cr_behavior,string,,Behavior,Elgesys,
cr_profiles,string,,Profiles,Profiliai,
cr_playback,string,,Playback,Atkūrimas,
cr_content,string,,Content,Turinys,
cr_actions,string,,Actions,Veiksmai,
cr_protection,string,,Protection,Apsauga,
cr_power,string,,Power,Galia,
cr_brightness,string,,Brightness,Ryškumas,
cr_temperature,string,,Temperature,Temperatūra,
cr_color,string,,Color,Spalva,
cr_min,string,,Min,Min,
cr_avg,string,,Avg,Vid,
cr_max,string,,Max,Maks,
cr_now,string,,Now,Dabar,
cr_lowest,string,,Lowest,Žemiausias,
cr_average,string,,Average,Vidutinis,
cr_highest,string,,Highest,Aukščiausias,
cr_live,string,,Live,Tiesiogiai,
cr_once,string,,Once,Kartą,
cr_daily,string,,Daily,Kasdien,
cr_weekly,string,,Weekly,Kas savaitę,
cr_monthly,string,,Monthly,Kas mėnesį,
cr_yearly,string,,Yearly,Kasmet,
cr_action_tap,string,,Tap,Bakstelėkite,
cr_action_double_tap,string,,Double tap,Dukart palieskite,
cr_action_hold,string,,Hold,Laikykis,
cr_mode,string,,Mode,Režimas,
cr_mode_auto,string,,Auto,Auto,
cr_mode_heat,string,,Heat,Šiluma,
cr_mode_cool,string,,Cool,Kietas,
cr_mode_heat_cool,string,,Heat/cool,Šildykite/vėsinkite,
cr_mode_dry,string,,Dry,Sausas,
cr_mode_fan_only,string,,Fan only,Tik ventiliatorius,
cr_mode_low,string,,Low,Žemas,
cr_mode_medium,string,,Medium,Vidutinis,
cr_mode_high,string,,High,Aukštas,
cr_mode_quiet,string,,Quiet,Tyliai,
cr_mode_boost,string,,Boost,Padidinti,
cr_mode_eco,string,,Eco,Eco,
cr_mode_sleep,string,,Sleep,Miegoti,
cr_mode_manual,string,,Manual,vadovas,
cr_mode_vertical,string,,Vertical,Vertikalus,
cr_mode_horizontal,string,,Horizontal,Horizontaliai,
cr_mode_both,string,,Both,Abu,
cr_mode_up,string,,Up,Aukštyn,
cr_mode_down,string,,Down,Žemyn,
cr_mode_center,string,,Center,centras,
cr_mode_left,string,,Left,Kairė,
cr_mode_right,string,,Right,Teisingai,
cr_climate_fan,string,,Fan,Ventiliatorius,
cr_climate_vertical_airflow,string,,Vertical airflow,Vertikalus oro srautas,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Horizontalus oro srautas,
cr_climate_preset,string,,Preset,Iš anksto nustatytas,
cr_fan_speed,string,,Fan speed,Ventiliatoriaus greitis,
cr_speed,string,,Speed,Greitis,
cr_lower_target,string,,Lower target,Apatinis tikslas,
cr_raise_target,string,,Raise target,Pakelti tikslą,
cr_climate_temperature,string,,Temperature,Temperatūra,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Visi temperatūros jutikliai,
cr_climate_outside,string,,Outside,Lauke,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Lauko temperatūra, drėgmė ir slėgis",
cr_climate_humidity,string,,Humidity,Drėgmė,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Visi drėgmės jutikliai,
cr_climate_air_pressure,string,,Air pressure,Oro slėgis,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Visi oro slėgio jutikliai,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Anglies dioksido jutikliai,
cr_climate_air_quality,string,,Air quality,Oro kokybė,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Kietosios dalelės, AQI, LOJ ir dujos",
cr_climate_entities,string,,Climate entities,Klimato subjektai,
cr_climate_settings,string,,Climate settings,Klimato nustatymai,
cr_empty_climate_view,string,,No climate data is available yet.,Klimato duomenų kol kas nėra.,
cr_climate_fans,string,,Fans,Ventiliatoriai,
cr_climate_air_purifiers,string,,Air purifiers,Oro valytuvai,
