key,type,item,english,translation,notes
security_card_subtitle,string,,"Name, layout, and card appearance","Название, макет и внешний вид карты",
security_stat_total,string,,Total,Общий,
security_stat_active,string,,Active,Активный,
security_stat_clear,string,,Clear,Прозрачный,
security_cover_open,string,,Open,Открыть,
security_cover_stop,string,,Stop,Останавливаться,
security_cover_close,string,,Close,Закрывать,
security_restore,string,,Restore,Восстановить,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,"Это пустое представление безопасности. Проведите вниз по заголовку и откройте «Настройки безопасности», чтобы добавить объекты вручную.",
connection_stopping_for_restart,string,,Stopping for restart…,Остановка для перезапуска…,
connection_starting,string,,Home Assistant is starting…,Home Assistant начинается…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Восстановление панели управления…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant перезагружается…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Автоматическое создание комнат и виджетов…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Повторное подключение к Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Недоступно · Повторная попытка…,
connection_paused,string,,Connection paused,Соединение приостановлено,
connection_connected,string,,Connected,Подключено,
connection_server_not_found,string,,Server address could not be found,Адрес сервера не найден,
connection_timed_out,string,,Connection timed out,Время подключения истекло,
connection_no_route,string,,No network route to Home Assistant,Нет сетевого маршрута к Home Assistant.,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Не удалось подключиться к Home Assistant.,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Безопасное соединение не удалось,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Срок сеанса истек · Обновление входа в систему…,
connection_interrupted,string,,Connection was interrupted,Соединение прервано,
connection_error_title,string,,Connection error,Ошибка подключения,
connection_all_systems_normal,string,,All systems normal,Все системы в норме,
action_undo,string,,Undo,Отменить,
action_redo,string,,Redo,Повторить,
connection_route_local,string,,Local,Местный,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Внешний,
settings_connection_via,string,,Connected via %1$s,Подключено через %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Неизвестный,
settings_connection_connecting,string,,Connecting…,Подключение…,
settings_this_home,string,,this home,этот дом,
settings_current_wifi,string,,Current Wi-Fi,Текущий Wi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,Не подключено или отсутствует разрешение на определение местоположения.,
settings_just_now,string,,just now,прямо сейчас,
settings_primary_app_language,string,,Primary application language,Основной язык приложения,
settings_android_build_configuration,string,,Android resources and build configuration,Ресурсы Android и конфигурация сборки,
page_settings_default_title,string,,Page settings,Настройки страницы,
page_settings_choose_area,string,,Choose an area to configure,Выберите область для настройки,
page_settings_focused_options,string,,Focused options for this page area,Сосредоточенные параметры для этой области страницы,
page_settings_header_description,string,,Wallpaper and custom header color,Обои и цвет заголовка,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Название, подзаголовок и значок навигации",
page_settings_badge_bar,string,,Badge bar,Панель значков,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Параметры видимости, выравнивания и отображения",
page_settings_persons,string,,Persons,Персоны,
page_settings_persons_description,string,,Visibility and ordering,Видимость и заказ,
page_settings_configure,string,,Configure,Настроить,
room_config_title,string,,Room configuration,Конфигурация помещения,
header_pill_left,string,,Left header pill,Таблетка левого заголовка,
header_pill_right,string,,Right header pill,Таблетка правого заголовка,
alignment_split,string,,Split,Расколоть,
alignment_center,string,,Center,Центр,
weather_cloudy,string,,Cloudy,Облачно,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,"# Уценка\nОткройте настройки этого виджета в **режиме редактирования**, чтобы написать свой собственный контент.",\n = line break
home_settings_title,string,,Home settings,Домашние настройки,
custom_page_settings_title,string,,%1$s settings,%1$s настройки,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,"Это домашняя страница. Добавьте виджеты, проведя пальцем вниз по заголовку и включив режим редактирования.",
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,"Эта страница пуста. Добавьте виджеты, проведя пальцем вниз по заголовку и включив режим редактирования.",
select_camera_title,string,,Select camera,Выберите камеру,
select_entity_title,string,,Select entity,Выберите объект,
custom_camera_default_name,string,,Custom camera,Пользовательская камера,
rooms_settings_title,string,,Rooms settings,Настройки комнат,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,"Вид на номера пуст. Проведите пальцем вниз по заголовку и включите режим редактирования, чтобы добавлять этажи и комнаты.",
floor_expand,string,,Expand floor,Развернуть этаж,
floor_collapse,string,,Collapse floor,Свернуть пол,
floor_settings_title,string,,Floor,Пол,
floor_settings_subtitle,string,,"Identity, layout, and card style","Айдентика, макет и стиль карточки",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Эффекты,
universal_open_door,string,,Open door,Открытая дверь,
universal_vacuum_dock,string,,Dock,Док,
universal_start,string,,Start,Начинать,
universal_pause,string,,Pause,Пауза,
universal_stop,string,,Stop,Останавливаться,
universal_locate,string,,Locate,Найдите,
universal_room_number,string,,Room %1$d,Комната %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Необязательное переопределение отображаемого имени,
core_media_paused_track,string,,Paused: %1$s,Приостановлено: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d процентов,keep %1$d
core_current_humidity,string,,Current humidity,Текущая влажность,
core_tank_water_level,string,,Tank / water level,Бак/уровень воды,
core_pm25,string,,PM2.5,"ТЧ2,5",
core_error_code,string,,Error code,Код ошибки,
core_bucket_full,string,,Bucket full,Ведро полное,
core_clean_filter,string,,Clean filter,Очистить фильтр,
core_ionizer,string,,Ionizer,ионизатор,
core_pump,string,,Pump,Насос,
core_beep_on_command,string,,Beep on command,Звуковой сигнал по команде,
core_dawn,string,,Dawn,Рассвет,
core_solar_noon,string,,Solar noon,Солнечный полдень,
core_dusk,string,,Dusk,Сумерки,
core_icon_category_common,string,,Common,Общий,
core_icon_category_home,string,,Home,Дом,
core_icon_category_weather,string,,Weather,Погода,
core_icon_category_lock,string,,Lock,Замок,
core_icon_category_people,string,,People,Люди,
core_icon_category_auto,string,,Automotive,Автомобильная промышленность,
core_icon_category_music,string,,Music,Музыка,
core_icon_category_battery,string,,Battery,Батарея,
core_icon_category_nature,string,,Nature,Природа,
core_icon_category_places,string,,Places,Места,
core_icon_category_food,string,,Food,Еда,
core_icon_category_navigation,string,,Navigation,Навигация,
core_icon_category_devices,string,,Devices,Устройства,
core_icon_category_map,string,,Map,Карта,
core_icon_category_media,string,,Media,СМИ,
core_icon_category_communication,string,,Communication,Коммуникация,
core_icon_category_health,string,,Health,Здоровье,
core_icon_category_vehicles,string,,Vehicles,Транспортные средства,
core_icon_category_buildings,string,,Buildings,Здания,
core_icon_category_electrical,string,,Electrical,Электрический,
core_icon_category_sport,string,,Sport,Спорт,
core_icon_category_objects,string,,Objects,Объекты,
core_icon_category_commerce,string,,Commerce,Коммерция,
core_icon_category_games,string,,Games,Игры,
core_icon_category_finance,string,,Finance,Финансы,
background_notification_channel_general,string,,General,Общий,
background_location_channel_name,string,,Location sharing,Передача местоположения,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Сохраняет актуальность местоположения вашего устройства в Home Assistant.,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant обмен данными о местоположении,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Передача вашего местоположения Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Подключение уведомлений,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,Сохраняет фоновое соединение с Home Assistant для мгновенных уведомлений.,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Подключено к Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Ожидание уведомлений,
background_push_hide_action,string,,Hide this notification,Скрыть это уведомление,
button_style_centered,string,,Centered,Центрировано,
button_elements,string,,Elements,Элементы,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Что отображается на этой кнопке. Скройте имя и состояние значка отдельно.,
stack_elements_title,string,,Elements on every button in this stack,Элементы на каждой кнопке в этом стеке,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Они применяются ко всему стеку, а не к одной кнопке. Отключение чего-либо здесь скрывает это на каждой кнопке в стеке; оставив его включенным, каждая кнопка сама решает свои настройки.",
button_element_icon,string,,Icon,Икона,
button_element_name,string,,Name,Имя,
button_element_state,string,,State,Состояние,
stack_show_title,string,,Show name,Показать имя,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,Выключите для стека вообще без заголовка.,
stack_show_icon,string,,Show icon,Показать значок,
stack_show_icon_description,string,,The icon beside the heading.,Значок рядом с заголовком.,
stack_center_title,string,,Center the heading,Центрировать заголовок,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,"Помещает значок и имя посередине, а не напротив левого края.",
cr_state_on,string,,On,На,
cr_state_off,string,,Off,Выключенный,
cr_open,string,,Open,Открыть,
cr_close,string,,Close,Закрывать,
cr_stop,string,,Stop,Останавливаться,
cr_closed,string,,Closed,Закрыто,
cr_opening,string,,Opening,Открытие,
cr_closing,string,,Closing,Закрытие,
cr_locked,string,,Locked,Заблокировано,
cr_unlocked,string,,Unlocked,Разблокировано,
cr_unavailable,string,,Unavailable,Недоступно,
cr_unknown,string,,Unknown,Неизвестный,
cr_idle,string,,Idle,Праздный,
cr_home,string,,Home,Дом,
cr_away,string,,Away,Прочь,
cr_cleaning,string,,Cleaning,Очистка,
cr_returning,string,,Returning,Возвращение,
cr_paused,string,,Paused,Приостановлено,
cr_error,string,,Error,Ошибка,
cr_playing,string,,Playing,Играя,
cr_buffering,string,,Buffering,Буферизация,
cr_standby,string,,Standby,Поддерживать,
cr_humidifying,string,,Humidifying,Увлажняющий,
cr_drying,string,,Drying,Сушка,
cr_detected,string,,Detected,Обнаружено,
cr_clear,string,,Clear,Прозрачный,
cr_problem,string,,Problem,Проблема,
cr_ok,string,,OK,ХОРОШО,
cr_low,string,,Low,Низкий,
cr_normal,string,,Normal,Нормальный,
cr_connected,string,,Connected,Подключено,
cr_disconnected,string,,Disconnected,Отключено,
cr_plugged_in,string,,Plugged in,Подключено,
cr_unplugged,string,,Unplugged,Отключен,
cr_wet,string,,Wet,Влажный,
cr_dry,string,,Dry,Сухой,
cr_none,string,,None,Никто,
cr_any,string,,Any,Любой,
cr_remove,string,,Remove,Удалять,
cr_restore,string,,Restore,Восстановить,
cr_general,string,,General,Общий,
cr_identity,string,,Identity,Личность,
cr_appearance,string,,Appearance,Появление,
cr_layout,string,,Layout,Макет,
cr_behavior,string,,Behavior,Поведение,
cr_profiles,string,,Profiles,Профили,
cr_playback,string,,Playback,Воспроизведение,
cr_content,string,,Content,Содержание,
cr_actions,string,,Actions,Действия,
cr_protection,string,,Protection,Защита,
cr_power,string,,Power,Власть,
cr_brightness,string,,Brightness,Яркость,
cr_temperature,string,,Temperature,Температура,
cr_color,string,,Color,Цвет,
cr_min,string,,Min,Мин,
cr_avg,string,,Avg,Среднее,
cr_max,string,,Max,Макс,
cr_now,string,,Now,Сейчас,
cr_lowest,string,,Lowest,Самый низкий,
cr_average,string,,Average,Средний,
cr_highest,string,,Highest,Самый высокий,
cr_live,string,,Live,Жить,
cr_once,string,,Once,Один раз,
cr_daily,string,,Daily,Ежедневно,
cr_weekly,string,,Weekly,Еженедельно,
cr_monthly,string,,Monthly,Ежемесячно,
cr_yearly,string,,Yearly,Ежегодно,
cr_action_tap,string,,Tap,Кран,
cr_action_double_tap,string,,Double tap,Двойное нажатие,
cr_action_hold,string,,Hold,Держать,
cr_mode,string,,Mode,Режим,
cr_mode_auto,string,,Auto,Авто,
cr_mode_heat,string,,Heat,Нагревать,
cr_mode_cool,string,,Cool,Прохладный,
cr_mode_heat_cool,string,,Heat/cool,Тепло/охлаждение,
cr_mode_dry,string,,Dry,Сухой,
cr_mode_fan_only,string,,Fan only,Только вентилятор,
cr_mode_low,string,,Low,Низкий,
cr_mode_medium,string,,Medium,Середина,
cr_mode_high,string,,High,Высокий,
cr_mode_quiet,string,,Quiet,Тихий,
cr_mode_boost,string,,Boost,Способствовать росту,
cr_mode_eco,string,,Eco,Эко,
cr_mode_sleep,string,,Sleep,Спать,
cr_mode_manual,string,,Manual,Руководство,
cr_mode_vertical,string,,Vertical,Вертикальный,
cr_mode_horizontal,string,,Horizontal,Горизонтальный,
cr_mode_both,string,,Both,Оба,
cr_mode_up,string,,Up,Вверх,
cr_mode_down,string,,Down,Вниз,
cr_mode_center,string,,Center,Центр,
cr_mode_left,string,,Left,Левый,
cr_mode_right,string,,Right,Верно,
cr_climate_fan,string,,Fan,Вентилятор,
cr_climate_vertical_airflow,string,,Vertical airflow,Вертикальный поток воздуха,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Горизонтальный поток воздуха,
cr_climate_preset,string,,Preset,Предустановка,
cr_fan_speed,string,,Fan speed,Скорость вентилятора,
cr_speed,string,,Speed,Скорость,
cr_lower_target,string,,Lower target,Нижняя цель,
cr_raise_target,string,,Raise target,Поднять цель,
cr_climate_temperature,string,,Temperature,Температура,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Все датчики температуры,
cr_climate_outside,string,,Outside,Снаружи,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Наружная температура, влажность и давление",
cr_climate_humidity,string,,Humidity,Влажность,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Все датчики влажности,
cr_climate_air_pressure,string,,Air pressure,Давление воздуха,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Все датчики давления воздуха,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Датчики углекислого газа,
cr_climate_air_quality,string,,Air quality,Качество воздуха,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Твердые частицы, AQI, летучие органические соединения и газы",
cr_climate_entities,string,,Climate entities,Климатические объекты,
cr_climate_settings,string,,Climate settings,Климатические настройки,
cr_empty_climate_view,string,,No climate data is available yet.,Климатических данных пока нет.,
cr_climate_fans,string,,Fans,Фанаты,
cr_climate_air_purifiers,string,,Air purifiers,Очистители воздуха,
cr_climate_humidifiers,string,,Humidifiers,Увлажнители,
cr_temperature_sensors,string,,Temperature sensors,Датчики температуры,
cr_devices_active,string,,Devices active,Устройства активны,
cr_active_of_total,string,,%1$d of %2$d active,%1$d из %2$d активен,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,Нет активного поиска · %1$s,keep %1$s
cr_collapse_search,string,,Collapse search,Свернуть поиск,
cr_expand_search,string,,Expand search,Расширить поиск,
cr_custom_order,string,,Custom order,Индивидуальный заказ,
cr_name_a_z,string,,Name A–Z,Имя А–Я,
cr_name_z_a,string,,Name Z–A,Имя Z–A,
cr_climate_device,string,,Climate device,Климатическое устройство,
cr_climate_device_subtitle,string,,"Name, icon, card style, and width","Имя, значок, стиль карточки и ширина",
cr_widget_requires_f1,string,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Требуется интеграция датчика F1, которой нет на вашем Home Assistant.",don't translate Home Assistant
cr_widget_requires_parcels,string,,"Needs a parcel integration, and none was found on your Home Assistant","Требуется интеграция посылок, но на вашем Home Assistant ничего не найдено.",don't translate Home Assistant
cr_widget_requires_waste,string,,"Needs a waste collection integration, and none was found on your Home Assistant","Требуется интеграция сбора мусора, но на вашем Home Assistant ничего не найдено.",don't translate Home Assistant
cr_people_here_title,string,,Who is here,Кто здесь,
cr_people_here_empty,string,,Nobody is being tracked in this room right now.,В этой комнате сейчас никто не отслеживается.,
cr_people_here_unknown_room,string,,Room unknown,Комната неизвестна,
cr_button_exclude_counters,string,,Leave out of counters,Оставьте счетчики,
cr_button_exclude_counters_hint,string,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals","Удерживайте кнопку, но перестаньте учитывать ее в общем количестве источников света и устройств в этой комнате.",
cr_count_with_average,string,,%1$s · avg %2$s%3$s,%1$s · среднее %2$s%3$s,keep %1$s %2$s %3$s
cr_outside_temperature,string,,Outside temperature,Наружная температура,
cr_outside_humidity,string,,Outside humidity,Наружная влажность,
cr_outside_pressure,string,,Outside pressure,Внешнее давление,
cr_outside_air_pressure,string,,Outside air pressure,Наружное давление воздуха,
