key,type,item,english,translation,notes
settings_subtitle_icons,string,,Icon animations and per-domain effects,Animácie ikon a efekty pre jednotlivé domény,
settings_subtitle_header,string,,Choose whether the dashboard header is shown,"Vyberte, či sa má zobrazovať hlavička informačného panela",
settings_subtitle_theme,string,,"Color, contrast, mode, and corner styling","Farba, kontrast, režim a štýl rohov",
settings_subtitle_fonts,string,,"Size, weight, and typeface readability","Veľkosť, hmotnosť a čitateľnosť písma",
settings_subtitle_nav_bar,string,,Choose which destinations are always within reach,"Vyberte si, ktoré destinácie sú vždy na dosah",
settings_subtitle_media_players,string,,Names and mini-player visibility,Mená a viditeľnosť mini-hráčov,
settings_subtitle_notifications,string,,"Push delivery, history, and service behavior","Push doručenie, históriu a správanie služby",
settings_subtitle_backup_restore,string,,Protect or move your dashboard configuration,Chráňte alebo presuňte konfiguráciu palubnej dosky,
settings_subtitle_family_sharing,string,,"Parental controls, dashboard sharing, and recipient permissions","Rodičovská kontrola, zdieľanie informačných panelov a povolenia príjemcov",
settings_subtitle_about,string,,"The project, technology, and people behind HKI 7","Projekt, technológia a ľudia stojaci za HKI 7",don't translate HKI 7
settings_subtitle_license,string,,Open-source community core and optional premium materials,Open source komunitné jadro a voliteľné prémiové materiály,
settings_subtitle_support,string,,Ways to help HKI 7 grow without buying Premium,"Spôsoby, ako pomôcť HKI 7 rásť bez nákupu Premium",don't translate HKI 7
notification_channel_general,string,,General,generál,
location_channel_name,string,,Location sharing,Zdieľanie polohy,
location_notification_title,string,,Home Assistant location,Home Assistant umiestnenie,don't translate Home Assistant
location_notification_text,string,,Sharing your location with Home Assistant,Zdieľanie vašej polohy s Home Assistant,don't translate Home Assistant
push_connection_channel_name,string,,Notification connection,Pripojenie upozornení,
push_connection_notification_title,string,,Connected to Home Assistant,Pripojené k Home Assistant,don't translate Home Assistant
push_connection_notification_text,string,,Listening for notifications,Počúvanie upozornení,
parcel_title,string,,Parcels,Zásielky,
parcel_generic_carrier,string,,Carrier,Nosič,
parcel_incoming,string,,Incoming,Prichádzajúce,
parcel_delivered,string,,Delivered,Doručené,
parcel_outgoing,string,,Outgoing,Odchádzajúce,
parcel_letters,string,,Letters,Listy,
parcel_mail,string,,Mail,Mail,
parcel_summary,string,,%1$d incoming · %2$d outgoing,%1$d prichádzajúce · %2$d odchádzajúce,keep %1$d %2$d
parcel_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d prichádzajúce · %2$d odchádzajúce · %3$d písmen,keep %1$d %2$d %3$d
parcel_carrier_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d prichádzajúce · %2$d odchádzajúce · %3$d písmen,keep %1$d %2$d %3$d
parcel_summary_with_letter_count,string,,%1$d incoming · %2$d outgoing · %3$s,%1$d prichádzajúce · %2$d odchádzajúce · %3$s,keep %1$d %2$d %3$s
parcel_tracking_history,string,,Tracking history,História sledovania,
parcel_tracking_history_subtitle,string,,Parcel journey and status updates,Aktualizácia cesty balíka a stavu,
parcel_choose_carrier_account,string,,Choose a carrier account,Vyberte účet operátora,
parcel_tab_count,string,,%1$s (%2$d),%1$s (%2$d),keep %1$s %2$d
parcel_empty_tab,string,,No %1$s parcels.,Žiadne %1$s balíky.,keep %1$s
parcel_no_incoming,string,,No incoming parcels.,Žiadne prichádzajúce balíky.,
parcel_no_delivered,string,,No delivered parcels.,Žiadne doručené balíky.,
parcel_no_outgoing,string,,No outgoing parcels.,Žiadne odchádzajúce balíky.,
parcel_stage_registered,string,,Registered,Registrovaný,
parcel_stage_sorting,string,,Sorting,Triedenie,
parcel_stage_on_the_way,string,,On the way,Na ceste,
parcel_unknown_status,string,,Unknown status,Neznámy stav,
parcel_status_in_transit,string,,In transit,V tranzite,
parcel_status_out_for_delivery,string,,Out for delivery,Na doručenie,
parcel_status_at_pickup_point,string,,Ready at pickup point,Pripravené na odbernom mieste,
parcel_status_ready_to_send,string,,Ready to send,Pripravené na odoslanie,
parcel_letter_preview,string,,Letter preview,Náhľad listu,
parcel_carriers,string,,Carriers,Nosiče,
parcel_track_new,string,,Track a new %1$s parcel by number,Sledujte nový balík %1$s podľa čísla,keep %1$s
parcel_choose_carrier,string,,Choose a carrier,Vyberte si dopravcu,
parcel_settings_subtitle,string,,"Carrier accounts, aggregation, and appearance","Účty operátora, agregácia a vzhľad",
parcel_settings_accounts,string,,Accounts,účty,
parcel_settings_organization,string,,Organization,Organizácia,
parcel_settings_appearance,string,,Appearance,Vzhľad,
action_remove,string,,Remove,Odstrániť,
notification_delete,string,,Delete notification,Odstrániť upozornenie,
notification_mark_all_read,string,,Mark all as read,Označiť všetko ako prečítané,
notification_mark_all_unread,string,,Mark all as unread,Označiť všetky ako neprečítané,
notification_delete_all,string,,Delete all,Vymazať všetky,
notification_delete_all_archived,string,,Delete all archived,Odstrániť všetky archivované,
notification_unread,string,,Unread,Neprečítané,
notification_history,string,,History,História,
notification_mark_unread,string,,Mark as unread,Označiť ako neprečítané,
notification_mark_read,string,,Mark as read,Označiť ako prečítané,
notification_archive,string,,Archive,Archív,
notification_unarchive,string,,Unarchive,Zrušiť archiváciu,
notification_delete_action,string,,Delete,Odstrániť,
entity_search_select_items,string,,Select items,Vyberte položky,
entity_search_choose_one,string,,Search and choose one entity,Vyhľadajte a vyberte jednu entitu,
entity_search_choose_multiple,string,,Search and select one or more entities,Vyhľadajte a vyberte jednu alebo viac entít,
global_search_title,string,,Search,Hľadať,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Nájdite a ovládajte akékoľvek Home Assistant zariadenie alebo entitu,don't translate Home Assistant
global_search_clear,string,,Clear search,Vymazať vyhľadávanie,
global_search_no_devices,string,,No matching devices.,Žiadne zodpovedajúce zariadenia.,
global_search_no_entities,string,,No matching entities.,Žiadne zodpovedajúce entity.,
security_title,string,,Security,Bezpečnosť,
security_subtitle,string,,Home status and activity,Stav a aktivita domova,
security_settings,string,,Security settings,Nastavenia zabezpečenia,
security_entities,string,,Security entities,Bezpečnostné subjekty,
security_reimport,string,,Re-import,Opätovný import,
security_group_doors,string,,Doors,Dvere,
security_group_doors_subtitle,string,,Door contacts,Dverové kontakty,
security_group_windows,string,,Windows,Windows,
security_group_windows_subtitle,string,,Window contacts,Okenné kontakty,
security_group_openings,string,,Openings,Otvory,
security_group_openings_subtitle,string,,Garage doors and other openings,Garážové brány a iné otvory,
security_group_garage_doors,string,,Garage doors,Garážové brány,
security_group_garage_doors_subtitle,string,,Garage door covers,Kryty garážových brán,
security_group_covers,string,,Covers,Kryty,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Žalúzie, žalúzie a brány",
security_group_locks,string,,Locks,Zámky,
security_group_locks_subtitle,string,,Door and gate locks,Zámky na dvere a brány,
security_group_motion,string,,Motion,Pohyb,
security_group_motion_subtitle,string,,Motion detection,Detekcia pohybu,
security_group_presence,string,,Presence,Prítomnosť,
security_group_presence_subtitle,string,,Occupancy sensors,Senzory obsadenosti,
security_group_fire,string,,Fire and temperature,Oheň a teplota,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Požiarne, tepelné, chladové a bezpečnostné hlásiče",
security_group_smoke,string,,Smoke,Dym,
security_group_smoke_subtitle,string,,Smoke detectors,Detektory dymu,
security_group_gas,string,,Gas,Plyn,
security_group_gas_subtitle,string,,Combustible gas sensors,Senzory horľavých plynov,
security_group_co2,string,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Senzory oxidu uhoľnatého a oxidu uhličitého,
security_group_moisture,string,,Leaks,Netesnosti,
security_group_moisture_subtitle,string,,Moisture and water leaks,Úniky vlhkosti a vody,
security_group_sound,string,,Sound,Zvuk,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Senzory zvuku a rozbitia skla,
security_group_light,string,,Light detection,Detekcia svetla,
security_group_light_subtitle,string,,Light and beam sensors,Svetelné a svetelné senzory,
security_group_alarms,string,,Alarm systems,Poplašné systémy,
security_group_alarms_subtitle,string,,Alarm control panels,Poplachové ovládacie panely,
security_group_cameras,string,,Cameras,Fotoaparáty,
security_group_cameras_subtitle,string,,Camera feeds,Zdroje fotoaparátu,
security_no_search_active,string,,No search active · %1$s,Žiadne aktívne vyhľadávanie · %1$s,keep %1$s
security_status_alert,string,,Security alert,Bezpečnostné upozornenie,
security_status_alarm_pending,string,,Alarm pending,Čaká sa na poplach,
security_status_changing_alarm,string,,Changing alarm mode,Zmena režimu budíka,
security_status_needs_attention,string,,Needs attention,Vyžaduje pozornosť,
security_status_motion,string,,Motion detected,Zistený pohyb,
security_status_sensor_activity,string,,Sensor activity,Aktivita snímača,
security_status_alarm_unavailable,string,,Alarm unavailable,Alarm nedostupný,
security_status_devices_unavailable,string,,Devices unavailable,Zariadenia nedostupné,
security_status_cameras_offline,string,,Cameras offline,Kamery offline,
security_status_all_secure,string,,All secure,Všetko zabezpečené,
security_status_alarm_disarmed,string,,Alarm disarmed,Alarm deaktivovaný,
security_status_all_clear,string,,All clear,Všetko jasné,
security_status_no_data,string,,No security data,Žiadne bezpečnostné údaje,
security_metric_openings,string,,Openings,Otvory,
security_metric_locked,string,,Locked,Zamknuté,
security_metric_cameras_online,string,,Cameras online,Kamery online,
security_card_title,string,,Security card,Bezpečnostná karta,
security_card_subtitle,string,,"Name, layout, and card appearance","Názov, rozloženie a vzhľad karty",
security_stat_total,string,,Total,Celkom,
security_stat_active,string,,Active,Aktívne,
security_stat_clear,string,,Clear,Jasné,
security_cover_open,string,,Open,OTVORENÉ,
security_cover_stop,string,,Stop,Stop,
security_cover_close,string,,Close,Zavrieť,
security_restore,string,,Restore,Obnoviť,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,Toto je prázdne zobrazenie zabezpečenia. Potiahnite nadol po hlavičke a otvorte Nastavenia zabezpečenia a pridajte entity manuálne.,
connection_stopping_for_restart,string,,Stopping for restart…,Zastavuje sa na reštart…,
connection_starting,string,,Home Assistant is starting…,Home Assistant sa začína…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Obnovuje sa váš informačný panel…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant sa reštartuje…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Automaticky sa generujú miestnosti a miniaplikácie…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Opätovné pripojenie k Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Nedostupné · Opakuje sa pokus…,
connection_paused,string,,Connection paused,Spojenie pozastavené,
connection_connected,string,,Connected,Pripojené,
connection_server_not_found,string,,Server address could not be found,Adresa servera sa nenašla,
connection_timed_out,string,,Connection timed out,Časový limit spojenia vypršal,
connection_no_route,string,,No network route to Home Assistant,Žiadna sieťová trasa do Home Assistant,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Nepodarilo sa pripojiť k Home Assistant,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Zabezpečené pripojenie zlyhalo,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Platnosť relácie vypršala · Obnovuje sa prihlásenie…,
connection_interrupted,string,,Connection was interrupted,Spojenie bolo prerušené,
connection_error_title,string,,Connection error,Chyba pripojenia,
connection_all_systems_normal,string,,All systems normal,Všetky systémy normálne,
action_undo,string,,Undo,Vrátiť späť,
action_redo,string,,Redo,Znovu,
connection_route_local,string,,Local,Miestne,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Vonkajšie,
settings_connection_via,string,,Connected via %1$s,Pripojené cez %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Neznámy,
settings_connection_connecting,string,,Connecting…,Pripája sa…,
settings_this_home,string,,this home,tento dom,
settings_current_wifi,string,,Current Wi-Fi,Aktuálne Wi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,Nie je pripojené alebo chýba povolenie na umiestnenie,
settings_just_now,string,,just now,práve teraz,
settings_primary_app_language,string,,Primary application language,Primárny jazyk aplikácie,
settings_android_build_configuration,string,,Android resources and build configuration,Zdroje systému Android a konfigurácia zostavy,
page_settings_default_title,string,,Page settings,Nastavenia stránky,
page_settings_choose_area,string,,Choose an area to configure,"Vyberte oblasť, ktorú chcete nakonfigurovať",
page_settings_focused_options,string,,Focused options for this page area,Zamerané možnosti pre túto oblasť stránky,
page_settings_header_description,string,,Wallpaper and custom header color,Tapeta a vlastná farba hlavičky,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Ikona názvu, titulkov a navigácie",
page_settings_badge_bar,string,,Badge bar,Lišta odznakov,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Možnosti viditeľnosti, zarovnania a zobrazenia",
page_settings_persons,string,,Persons,Osoby,
page_settings_persons_description,string,,Visibility and ordering,Viditeľnosť a objednávanie,
page_settings_configure,string,,Configure,Konfigurovať,
room_config_title,string,,Room configuration,Konfigurácia miestnosti,
header_pill_left,string,,Left header pill,Pilulka na ľavú hlavičku,
header_pill_right,string,,Right header pill,Pravá hlavička pilulky,
alignment_split,string,,Split,Rozdeliť,
alignment_center,string,,Center,centrum,
weather_cloudy,string,,Cloudy,Zamračené,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,"# Markdown\nAk chcete napísať svoj vlastný obsah, otvorte nastavenia tohto widgetu v **režime úprav**.",\n = line break
home_settings_title,string,,Home settings,Nastavenia domova,
custom_page_settings_title,string,,%1$s settings,%1$s nastavenia,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Toto je domovská stránka. Pridajte miniaplikácie potiahnutím nadol po hlavičke a povolením režimu úprav.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Táto stránka je prázdna. Pridajte miniaplikácie potiahnutím nadol po hlavičke a povolením režimu úprav.,
select_camera_title,string,,Select camera,Vyberte fotoaparát,
select_entity_title,string,,Select entity,Vyberte entitu,
custom_camera_default_name,string,,Custom camera,Vlastný fotoaparát,
rooms_settings_title,string,,Rooms settings,Nastavenia miestností,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,"Pohľad na izby je prázdny. Potiahnite nadol po hlavičke a povoľte režim úprav, aby ste pridali poschodia a miestnosti.",
floor_expand,string,,Expand floor,Rozšírte podlahu,
floor_collapse,string,,Collapse floor,Zrútiť podlahu,
floor_settings_title,string,,Floor,Poschodie,
floor_settings_subtitle,string,,"Identity, layout, and card style","Identita, rozloženie a štýl karty",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Účinky,
universal_open_door,string,,Open door,Otvorte dvere,
universal_vacuum_dock,string,,Dock,Dock,
universal_start,string,,Start,Štart,
universal_pause,string,,Pause,Pauza,
universal_stop,string,,Stop,Stop,
universal_locate,string,,Locate,Nájdite,
universal_room_number,string,,Room %1$d,Miestnosť %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Voliteľné prepísanie zobrazovaného názvu,
core_media_paused_track,string,,Paused: %1$s,Pozastavené: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d percent,keep %1$d
core_current_humidity,string,,Current humidity,Aktuálna vlhkosť,
core_tank_water_level,string,,Tank / water level,Nádrž / hladina vody,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Kód chyby,
core_bucket_full,string,,Bucket full,Vedro plné,
core_clean_filter,string,,Clean filter,Vyčistite filter,
core_ionizer,string,,Ionizer,Ionizátor,
core_pump,string,,Pump,Pumpa,
core_beep_on_command,string,,Beep on command,Pípnutie na povel,
core_dawn,string,,Dawn,Svitanie,
core_solar_noon,string,,Solar noon,Slnečné poludnie,
core_dusk,string,,Dusk,Súmrak,
core_icon_category_common,string,,Common,Bežné,
core_icon_category_home,string,,Home,Domov,
core_icon_category_weather,string,,Weather,Počasie,
core_icon_category_lock,string,,Lock,Zamknúť,
core_icon_category_people,string,,People,Ľudia,
core_icon_category_auto,string,,Automotive,Automobilový priemysel,
core_icon_category_music,string,,Music,Hudba,
core_icon_category_battery,string,,Battery,Batéria,
core_icon_category_nature,string,,Nature,Príroda,
core_icon_category_places,string,,Places,Miesta,
core_icon_category_food,string,,Food,Jedlo,
core_icon_category_navigation,string,,Navigation,Navigácia,
core_icon_category_devices,string,,Devices,Zariadenia,
core_icon_category_map,string,,Map,Mapa,
core_icon_category_media,string,,Media,Médiá,
core_icon_category_communication,string,,Communication,Komunikácia,
core_icon_category_health,string,,Health,Zdravie,
core_icon_category_vehicles,string,,Vehicles,Vozidlá,
core_icon_category_buildings,string,,Buildings,Budovy,
core_icon_category_electrical,string,,Electrical,Elektrické,
core_icon_category_sport,string,,Sport,Šport,
core_icon_category_objects,string,,Objects,Objekty,
core_icon_category_commerce,string,,Commerce,obchod,
core_icon_category_games,string,,Games,Hry,
core_icon_category_finance,string,,Finance,Financie,
background_notification_channel_general,string,,General,generál,
background_location_channel_name,string,,Location sharing,Zdieľanie polohy,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Udržuje aktuálnu polohu vášho zariadenia v Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant zdieľanie polohy,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Zdieľanie vašej polohy s Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Pripojenie upozornení,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,Udržuje pripojenie na pozadí k Home Assistant pre okamžité upozornenia,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Pripojené k Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Čaká sa na upozornenia,
background_push_hide_action,string,,Hide this notification,Skryť toto upozornenie,
button_style_centered,string,,Centered,Vycentrované,
button_elements,string,,Elements,Prvky,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Čo sa zobrazí na tomto tlačidle. Skryť názov a stav samotnej ikony.,
stack_elements_title,string,,Elements on every button in this stack,Prvky na každom tlačidle v tomto zásobníku,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Tieto sa vzťahujú na celý zásobník, nie na jedno tlačidlo. Ak tu niečo vypnete, skryje sa to na každom tlačidle v zásobníku; ak ho necháte zapnuté, každé tlačidlo sa rozhodne samo vo svojich vlastných nastaveniach.",
button_element_icon,string,,Icon,Ikona,
button_element_name,string,,Name,Meno,
button_element_state,string,,State,štátu,
stack_show_title,string,,Show name,Zobraziť meno,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,Vypnite pre zásobník bez nadpisu.,
stack_show_icon,string,,Show icon,Zobraziť ikonu,
stack_show_icon_description,string,,The icon beside the heading.,Ikona vedľa nadpisu.,
stack_center_title,string,,Center the heading,Vycentrujte nadpis,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,Ikonu a názov umiestni do stredu namiesto ľavého okraja.,
cr_state_on,string,,On,Zapnuté,
cr_state_off,string,,Off,Vypnuté,
cr_open,string,,Open,OTVORENÉ,
cr_close,string,,Close,Zavrieť,
cr_stop,string,,Stop,Stop,
cr_closed,string,,Closed,ZATVORENÉ,
cr_opening,string,,Opening,Otvorenie,
cr_closing,string,,Closing,Zatváranie,
cr_locked,string,,Locked,Zamknuté,
cr_unlocked,string,,Unlocked,Odomknuté,
cr_unavailable,string,,Unavailable,nedostupné,
cr_unknown,string,,Unknown,Neznámy,
cr_idle,string,,Idle,Nečinný,
cr_home,string,,Home,Domov,
cr_away,string,,Away,Preč,
cr_cleaning,string,,Cleaning,Upratovanie,
cr_returning,string,,Returning,Návrat,
cr_paused,string,,Paused,Pozastavené,
cr_error,string,,Error,Chyba,
cr_playing,string,,Playing,Prehrávanie,
cr_buffering,string,,Buffering,Ukladanie do vyrovnávacej pamäte,
cr_standby,string,,Standby,Pohotovostný režim,
cr_humidifying,string,,Humidifying,Zvlhčovanie,
cr_drying,string,,Drying,Sušenie,
cr_detected,string,,Detected,Zistené,
cr_clear,string,,Clear,Jasné,
cr_problem,string,,Problem,Problém,
cr_ok,string,,OK,OK,
cr_low,string,,Low,Nízka,
cr_normal,string,,Normal,Normálne,
cr_connected,string,,Connected,Pripojené,
cr_disconnected,string,,Disconnected,Odpojené,
cr_plugged_in,string,,Plugged in,Zapojené,
cr_unplugged,string,,Unplugged,Odpojené,
cr_wet,string,,Wet,Mokrý,
cr_dry,string,,Dry,Suché,
cr_none,string,,None,žiadne,
cr_any,string,,Any,Akékoľvek,
cr_remove,string,,Remove,Odstrániť,
cr_restore,string,,Restore,Obnoviť,
cr_general,string,,General,generál,
cr_identity,string,,Identity,Identita,
cr_appearance,string,,Appearance,Vzhľad,
cr_layout,string,,Layout,Rozloženie,
cr_behavior,string,,Behavior,Správanie,
cr_profiles,string,,Profiles,Profily,
cr_playback,string,,Playback,Prehrávanie,
cr_content,string,,Content,Obsah,
cr_actions,string,,Actions,Akcie,
cr_protection,string,,Protection,Ochrana,
cr_power,string,,Power,Sila,
cr_brightness,string,,Brightness,Jas,
cr_temperature,string,,Temperature,Teplota,
cr_color,string,,Color,Farba,
cr_min,string,,Min,Min,
cr_avg,string,,Avg,Priem,
cr_max,string,,Max,Max,
cr_now,string,,Now,Teraz,
cr_lowest,string,,Lowest,Najnižšia,
cr_average,string,,Average,Priemerná,
cr_highest,string,,Highest,Najvyššie,
cr_live,string,,Live,Naživo,
cr_once,string,,Once,Raz,
cr_daily,string,,Daily,Denne,
cr_weekly,string,,Weekly,Týždenne,
cr_monthly,string,,Monthly,Mesačne,
cr_yearly,string,,Yearly,Ročne,
cr_action_tap,string,,Tap,Klepnite,
cr_action_double_tap,string,,Double tap,Dvakrát klepnite,
cr_action_hold,string,,Hold,Počkať,
cr_mode,string,,Mode,Režim,
cr_mode_auto,string,,Auto,Auto,
cr_mode_heat,string,,Heat,Teplo,
cr_mode_cool,string,,Cool,V pohode,
cr_mode_heat_cool,string,,Heat/cool,Ohrev/chladenie,
cr_mode_dry,string,,Dry,Suché,
cr_mode_fan_only,string,,Fan only,Iba ventilátor,
cr_mode_low,string,,Low,Nízka,
cr_mode_medium,string,,Medium,Stredná,
cr_mode_high,string,,High,Vysoká,
cr_mode_quiet,string,,Quiet,Ticho,
cr_mode_boost,string,,Boost,Boost,
cr_mode_eco,string,,Eco,Eco,
cr_mode_sleep,string,,Sleep,Spánok,
cr_mode_manual,string,,Manual,manuál,
cr_mode_vertical,string,,Vertical,Vertikálne,
cr_mode_horizontal,string,,Horizontal,Horizontálne,
cr_mode_both,string,,Both,Obaja,
cr_mode_up,string,,Up,Hore,
cr_mode_down,string,,Down,Dole,
cr_mode_center,string,,Center,centrum,
cr_mode_left,string,,Left,Vľavo,
cr_mode_right,string,,Right,Správne,
cr_climate_fan,string,,Fan,Ventilátor,
cr_climate_vertical_airflow,string,,Vertical airflow,Vertikálne prúdenie vzduchu,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Horizontálne prúdenie vzduchu,
cr_climate_preset,string,,Preset,Prednastavené,
cr_fan_speed,string,,Fan speed,Rýchlosť ventilátora,
cr_speed,string,,Speed,Rýchlosť,
cr_lower_target,string,,Lower target,Nižší cieľ,
cr_raise_target,string,,Raise target,Zvýšte cieľ,
cr_climate_temperature,string,,Temperature,Teplota,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Všetky snímače teploty,
cr_climate_outside,string,,Outside,Vonku,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Vonkajšia teplota, vlhkosť a tlak",
cr_climate_humidity,string,,Humidity,Vlhkosť,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Všetky snímače vlhkosti,
cr_climate_air_pressure,string,,Air pressure,Tlak vzduchu,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Všetky snímače tlaku vzduchu,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Senzory oxidu uhličitého,
cr_climate_air_quality,string,,Air quality,Kvalita vzduchu,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Častice, AQI, VOC a plyny",
cr_climate_entities,string,,Climate entities,Klimatické entity,
cr_climate_settings,string,,Climate settings,Nastavenia klímy,
cr_empty_climate_view,string,,No climate data is available yet.,Zatiaľ nie sú k dispozícii žiadne klimatické údaje.,
cr_climate_fans,string,,Fans,Fanúšikovia,
cr_climate_air_purifiers,string,,Air purifiers,Čističe vzduchu,
cr_climate_humidifiers,string,,Humidifiers,Zvlhčovače,
cr_temperature_sensors,string,,Temperature sensors,Snímače teploty,
cr_devices_active,string,,Devices active,Zariadenia sú aktívne,
cr_active_of_total,string,,%1$d of %2$d active,%1$d z %2$d aktívnych,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,Žiadne aktívne vyhľadávanie · %1$s,keep %1$s
cr_collapse_search,string,,Collapse search,Zbaliť vyhľadávanie,
cr_expand_search,string,,Expand search,Rozbaliť vyhľadávanie,
cr_custom_order,string,,Custom order,Vlastná objednávka,
cr_name_a_z,string,,Name A–Z,Meno A–Z,
cr_name_z_a,string,,Name Z–A,Meno Z–A,
