key,type,item,english,translation,notes
settings_subtitle_license,string,,Open-source community core and optional premium materials,Πυρήνας κοινότητας ανοιχτού κώδικα και προαιρετικά υλικά υψηλής ποιότητας,
settings_subtitle_support,string,,Ways to help HKI 7 grow without buying Premium,Τρόποι για να βοηθήσετε το HKI 7 να αναπτυχθεί χωρίς να αγοράσετε Premium,don't translate HKI 7
notification_channel_general,string,,General,Γενικός,
location_channel_name,string,,Location sharing,Κοινή χρήση τοποθεσίας,
location_notification_title,string,,Home Assistant location,Home Assistant τοποθεσία,don't translate Home Assistant
location_notification_text,string,,Sharing your location with Home Assistant,Κοινή χρήση της τοποθεσίας σας με Home Assistant,don't translate Home Assistant
push_connection_channel_name,string,,Notification connection,Σύνδεση ειδοποίησης,
push_connection_notification_title,string,,Connected to Home Assistant,Συνδέθηκε στο Home Assistant,don't translate Home Assistant
push_connection_notification_text,string,,Listening for notifications,Ακρόαση για ειδοποιήσεις,
parcel_title,string,,Parcels,Δέματα,
parcel_generic_carrier,string,,Carrier,Φορέας,
parcel_incoming,string,,Incoming,Εισερχόμενος,
parcel_delivered,string,,Delivered,Παραδόθηκε,
parcel_outgoing,string,,Outgoing,Εξερχόμενος,
parcel_letters,string,,Letters,Γράμματα,
parcel_mail,string,,Mail,Ταχυδρομείο,
parcel_summary,string,,%1$d incoming · %2$d outgoing,%1$d εισερχόμενη · %2$d εξερχόμενη,keep %1$d %2$d
parcel_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d εισερχόμενα · %2$d εξερχόμενα · %3$d γράμματα,keep %1$d %2$d %3$d
parcel_carrier_summary_with_letters,string,,%1$d incoming · %2$d outgoing · %3$d letters,%1$d εισερχόμενα · %2$d εξερχόμενα · %3$d γράμματα,keep %1$d %2$d %3$d
parcel_summary_with_letter_count,string,,%1$d incoming · %2$d outgoing · %3$s,%1$d εισερχόμενη · %2$d εξερχόμενη · %3$s,keep %1$d %2$d %3$s
parcel_tracking_history,string,,Tracking history,Ιστορικό παρακολούθησης,
parcel_tracking_history_subtitle,string,,Parcel journey and status updates,Ταξίδι δέματος και ενημερώσεις κατάστασης,
parcel_choose_carrier_account,string,,Choose a carrier account,Επιλέξτε έναν λογαριασμό εταιρείας κινητής τηλεφωνίας,
parcel_tab_count,string,,%1$s (%2$d),%1$s (%2$d),keep %1$s %2$d
parcel_empty_tab,string,,No %1$s parcels.,Όχι %1$s δέματα.,keep %1$s
parcel_no_incoming,string,,No incoming parcels.,Δεν υπάρχουν εισερχόμενα δέματα.,
parcel_no_delivered,string,,No delivered parcels.,Δεν παραδόθηκαν δέματα.,
parcel_no_outgoing,string,,No outgoing parcels.,Χωρίς εξερχόμενα δέματα.,
parcel_stage_registered,string,,Registered,Εγγεγραμμένος,
parcel_stage_sorting,string,,Sorting,Ταξινόμηση,
parcel_stage_on_the_way,string,,On the way,Στο δρόμο,
parcel_unknown_status,string,,Unknown status,Άγνωστη κατάσταση,
parcel_status_in_transit,string,,In transit,Κατά τη μεταφορά,
parcel_status_out_for_delivery,string,,Out for delivery,Έξω για παράδοση,
parcel_status_at_pickup_point,string,,Ready at pickup point,Έτοιμο στο σημείο παραλαβής,
parcel_status_ready_to_send,string,,Ready to send,Έτοιμο για αποστολή,
parcel_letter_preview,string,,Letter preview,Προεπισκόπηση επιστολής,
parcel_carriers,string,,Carriers,Μεταφορείς,
parcel_track_new,string,,Track a new %1$s parcel by number,Παρακολουθήστε ένα νέο %1$s δέμα κατά αριθμό,keep %1$s
parcel_choose_carrier,string,,Choose a carrier,Επιλέξτε έναν μεταφορέα,
parcel_settings_subtitle,string,,"Carrier accounts, aggregation, and appearance","Λογαριασμοί παρόχου, συγκέντρωση και εμφάνιση",
parcel_settings_accounts,string,,Accounts,Λογαριασμοί,
parcel_settings_organization,string,,Organization,Οργάνωση,
parcel_settings_appearance,string,,Appearance,Εμφάνιση,
action_remove,string,,Remove,Αφαιρώ,
notification_delete,string,,Delete notification,Διαγραφή ειδοποίησης,
notification_mark_all_read,string,,Mark all as read,Επισήμανση όλων ως αναγνωσμένων,
notification_mark_all_unread,string,,Mark all as unread,Επισήμανση όλων ως μη αναγνωσμένων,
notification_delete_all,string,,Delete all,Διαγραφή όλων,
notification_delete_all_archived,string,,Delete all archived,Διαγραφή όλων των αρχειοθετημένων,
notification_unread,string,,Unread,Αδιάβαστος,
notification_history,string,,History,Ιστορία,
notification_mark_unread,string,,Mark as unread,Επισήμανση ως μη αναγνωσμένου,
notification_mark_read,string,,Mark as read,Επισήμανση ως αναγνωσμένου,
notification_archive,string,,Archive,Αρχείο,
notification_unarchive,string,,Unarchive,Κατάργηση αρχειοθέτησης,
notification_delete_action,string,,Delete,Διαγράφω,
entity_search_select_items,string,,Select items,Επιλέξτε στοιχεία,
entity_search_choose_one,string,,Search and choose one entity,Αναζητήστε και επιλέξτε μία οντότητα,
entity_search_choose_multiple,string,,Search and select one or more entities,Αναζητήστε και επιλέξτε μία ή περισσότερες οντότητες,
global_search_title,string,,Search,Ερευνα,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Βρείτε και ελέγξτε οποιαδήποτε Home Assistant συσκευή ή οντότητα,don't translate Home Assistant
global_search_clear,string,,Clear search,Εκκαθάριση αναζήτησης,
global_search_no_devices,string,,No matching devices.,Δεν υπάρχουν συσκευές που να ταιριάζουν.,
global_search_no_entities,string,,No matching entities.,Δεν υπάρχουν αντίστοιχες οντότητες.,
security_title,string,,Security,Ασφάλεια,
security_subtitle,string,,Home status and activity,Κατάσταση και δραστηριότητα στο σπίτι,
security_settings,string,,Security settings,Ρυθμίσεις ασφαλείας,
security_entities,string,,Security entities,Φορείς ασφαλείας,
security_reimport,string,,Re-import,Εισάγω πάλι,
security_group_doors,string,,Doors,Πόρτες,
security_group_doors_subtitle,string,,Door contacts,Επαφές πόρτας,
security_group_windows,string,,Windows,Windows,
security_group_windows_subtitle,string,,Window contacts,Επαφές παραθύρου,
security_group_openings,string,,Openings,Ανοίγματα,
security_group_openings_subtitle,string,,Garage doors and other openings,Γκαραζόπορτες και άλλα ανοίγματα,
security_group_garage_doors,string,,Garage doors,Γκαραζόπορτες,
security_group_garage_doors_subtitle,string,,Garage door covers,Καλύμματα γκαραζόπορτας,
security_group_covers,string,,Covers,Εξώφυλλα,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Περσίδες, παντζούρια και πύλες",
security_group_locks,string,,Locks,Κλειδαριές,
security_group_locks_subtitle,string,,Door and gate locks,Κλειδαριές πορτών και πυλών,
security_group_motion,string,,Motion,Κίνηση,
security_group_motion_subtitle,string,,Motion detection,Ανίχνευση κίνησης,
security_group_presence,string,,Presence,Παρουσία,
security_group_presence_subtitle,string,,Occupancy sensors,Αισθητήρες πληρότητας,
security_group_fire,string,,Fire and temperature,Φωτιά και θερμοκρασία,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Συναγερμοί πυρκαγιάς, ζέστης, κρύου και ασφάλειας",
security_group_smoke,string,,Smoke,Καπνός,
security_group_smoke_subtitle,string,,Smoke detectors,Ανιχνευτές καπνού,
security_group_gas,string,,Gas,Αέριο,
security_group_gas_subtitle,string,,Combustible gas sensors,Αισθητήρες καύσιμων αερίων,
security_group_co2,string,,CO / CO₂,CO / CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Αισθητήρες μονοξειδίου του άνθρακα και διοξειδίου του άνθρακα,
security_group_moisture,string,,Leaks,Διαρροές,
security_group_moisture_subtitle,string,,Moisture and water leaks,Διαρροή υγρασίας και νερού,
security_group_sound,string,,Sound,Ήχος,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Αισθητήρες ήχου και θραύσης γυαλιού,
security_group_light,string,,Light detection,Ανίχνευση φωτός,
security_group_light_subtitle,string,,Light and beam sensors,Αισθητήρες φωτός και δέσμης,
security_group_alarms,string,,Alarm systems,Συστήματα συναγερμού,
security_group_alarms_subtitle,string,,Alarm control panels,Πίνακες ελέγχου συναγερμού,
security_group_cameras,string,,Cameras,Κάμερες,
security_group_cameras_subtitle,string,,Camera feeds,Τροφοδοσίες κάμερας,
security_no_search_active,string,,No search active · %1$s,Δεν υπάρχει ενεργή αναζήτηση · %1$s,keep %1$s
security_status_alert,string,,Security alert,Ειδοποίηση ασφαλείας,
security_status_alarm_pending,string,,Alarm pending,Συναγερμός σε εκκρεμότητα,
security_status_changing_alarm,string,,Changing alarm mode,Αλλαγή λειτουργίας συναγερμού,
security_status_needs_attention,string,,Needs attention,Χρειάζεται προσοχή,
security_status_motion,string,,Motion detected,Εντοπίστηκε κίνηση,
security_status_sensor_activity,string,,Sensor activity,Δραστηριότητα αισθητήρα,
security_status_alarm_unavailable,string,,Alarm unavailable,Ο συναγερμός δεν είναι διαθέσιμος,
security_status_devices_unavailable,string,,Devices unavailable,Μη διαθέσιμες συσκευές,
security_status_cameras_offline,string,,Cameras offline,Κάμερες εκτός σύνδεσης,
security_status_all_secure,string,,All secure,Όλα ασφαλή,
security_status_alarm_disarmed,string,,Alarm disarmed,Ο συναγερμός αφοπλίστηκε,
security_status_all_clear,string,,All clear,Ορίζοντας είναι σαφής,
security_status_no_data,string,,No security data,Δεν υπάρχουν δεδομένα ασφαλείας,
security_metric_openings,string,,Openings,Ανοίγματα,
security_metric_locked,string,,Locked,Κλειδωμένο,
security_metric_cameras_online,string,,Cameras online,Κάμερες σε απευθείας σύνδεση,
security_card_title,string,,Security card,Κάρτα ασφαλείας,
security_card_subtitle,string,,"Name, layout, and card appearance","Όνομα, διάταξη και εμφάνιση κάρτας",
security_stat_total,string,,Total,Σύνολο,
security_stat_active,string,,Active,Ενεργός,
security_stat_clear,string,,Clear,Σαφής,
security_cover_open,string,,Open,Ανοιχτό,
security_cover_stop,string,,Stop,Στάση,
security_cover_close,string,,Close,Κοντά,
security_restore,string,,Restore,Επαναφέρω,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,Αυτή είναι μια κενή προβολή ασφαλείας. Σύρετε προς τα κάτω στην κεφαλίδα και ανοίξτε τις Ρυθμίσεις ασφαλείας για να προσθέσετε οντότητες με μη αυτόματο τρόπο.,
connection_stopping_for_restart,string,,Stopping for restart…,Διακοπή για επανεκκίνηση…,
connection_starting,string,,Home Assistant is starting…,Το Home Assistant ξεκινά…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Επαναφορά του πίνακα ελέγχου σας…,
connection_restarting,string,,Home Assistant is restarting…,Το Home Assistant κάνει επανεκκίνηση…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Αυτόματη δημιουργία δωματίων και γραφικών στοιχείων…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Επανασύνδεση στο Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Μη διαθέσιμο · Επανάληψη…,
connection_paused,string,,Connection paused,Η σύνδεση διακόπηκε,
connection_connected,string,,Connected,Συνδεδεμένος,
connection_server_not_found,string,,Server address could not be found,Δεν ήταν δυνατή η εύρεση της διεύθυνσης διακομιστή,
connection_timed_out,string,,Connection timed out,Το χρονικό όριο της σύνδεσης έληξε,
connection_no_route,string,,No network route to Home Assistant,Καμία διαδρομή δικτύου προς Home Assistant,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Δεν ήταν δυνατή η σύνδεση στο Home Assistant,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Η ασφαλής σύνδεση απέτυχε,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Η συνεδρία έληξε · Ανανέωση σύνδεσης…,
connection_interrupted,string,,Connection was interrupted,Η σύνδεση διακόπηκε,
connection_error_title,string,,Connection error,Σφάλμα σύνδεσης,
connection_all_systems_normal,string,,All systems normal,Όλα τα συστήματα κανονικά,
action_undo,string,,Undo,Ξεκάνω,
action_redo,string,,Redo,Ξανακάνω,
connection_route_local,string,,Local,Τοπικός,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Εξωτερικός,
settings_connection_via,string,,Connected via %1$s,Συνδέθηκε μέσω %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Αγνωστος,
settings_connection_connecting,string,,Connecting…,Συνδετικός…,
settings_this_home,string,,this home,αυτό το σπίτι,
settings_current_wifi,string,,Current Wi-Fi,Τρέχον Wi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,Δεν είναι συνδεδεμένο ή λείπει η άδεια τοποθεσίας,
settings_just_now,string,,just now,μόλις τώρα,
settings_primary_app_language,string,,Primary application language,Κύρια γλώσσα εφαρμογής,
settings_android_build_configuration,string,,Android resources and build configuration,Πόροι Android και διαμόρφωση κατασκευής,
page_settings_default_title,string,,Page settings,Ρυθμίσεις σελίδας,
page_settings_choose_area,string,,Choose an area to configure,Επιλέξτε μια περιοχή για διαμόρφωση,
page_settings_focused_options,string,,Focused options for this page area,Επικεντρωμένες επιλογές για αυτήν την περιοχή σελίδας,
page_settings_header_description,string,,Wallpaper and custom header color,Ταπετσαρία και προσαρμοσμένο χρώμα κεφαλίδας,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Όνομα, υπότιτλος και εικονίδιο πλοήγησης",
page_settings_badge_bar,string,,Badge bar,Μπάρα σήματος,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Επιλογές ορατότητας, ευθυγράμμισης και εμφάνισης",
page_settings_persons,string,,Persons,Πρόσωπα,
page_settings_persons_description,string,,Visibility and ordering,Ορατότητα και παραγγελία,
page_settings_configure,string,,Configure,Διαμόρφωση,
room_config_title,string,,Room configuration,Διαμόρφωση δωματίου,
header_pill_left,string,,Left header pill,Χάπι αριστερής κεφαλίδας,
header_pill_right,string,,Right header pill,Χάπι δεξιάς κεφαλίδας,
alignment_split,string,,Split,Σπλιτ,
alignment_center,string,,Center,Κέντρο,
weather_cloudy,string,,Cloudy,Νεφελώδης,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nΑνοίξτε τις ρυθμίσεις αυτού του γραφικού στοιχείου σε **λειτουργία επεξεργασίας** για να γράψετε το δικό σας περιεχόμενο.,\n = line break
home_settings_title,string,,Home settings,Ρυθμίσεις σπιτιού,
custom_page_settings_title,string,,%1$s settings,ρυθμίσεις %1$s,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Αυτή είναι η αρχική σελίδα. Προσθέστε γραφικά στοιχεία σύροντας προς τα κάτω στην κεφαλίδα και ενεργοποιώντας τη λειτουργία επεξεργασίας.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Αυτή η σελίδα είναι άδεια. Προσθέστε γραφικά στοιχεία σύροντας προς τα κάτω στην κεφαλίδα και ενεργοποιώντας τη λειτουργία επεξεργασίας.,
select_camera_title,string,,Select camera,Επιλέξτε κάμερα,
select_entity_title,string,,Select entity,Επιλέξτε οντότητα,
custom_camera_default_name,string,,Custom camera,Προσαρμοσμένη κάμερα,
rooms_settings_title,string,,Rooms settings,Ρυθμίσεις δωματίων,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,Η θέα των δωματίων είναι άδεια. Σύρετε προς τα κάτω στην κεφαλίδα και ενεργοποιήστε τη λειτουργία επεξεργασίας για να προσθέσετε ορόφους και δωμάτια.,
floor_expand,string,,Expand floor,Επεκτείνετε το δάπεδο,
floor_collapse,string,,Collapse floor,Κατάρρευση δαπέδου,
floor_settings_title,string,,Floor,Πάτωμα,
floor_settings_subtitle,string,,"Identity, layout, and card style","Ταυτότητα, διάταξη και στυλ κάρτας",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Υπάρχοντα,
universal_open_door,string,,Open door,Ανοιχτή πόρτα,
universal_vacuum_dock,string,,Dock,Προκυμαία,
universal_start,string,,Start,Αρχή,
universal_pause,string,,Pause,Παύση,
universal_stop,string,,Stop,Στάση,
universal_locate,string,,Locate,Εγκατάσταση,
universal_room_number,string,,Room %1$d,Δωμάτιο %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Προαιρετική παράκαμψη εμφανιζόμενου ονόματος,
core_media_paused_track,string,,Paused: %1$s,Σε παύση: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d τοις εκατό,keep %1$d
core_current_humidity,string,,Current humidity,Τρέχουσα υγρασία,
core_tank_water_level,string,,Tank / water level,Δεξαμενή / στάθμη νερού,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Κωδικός σφάλματος,
core_bucket_full,string,,Bucket full,Ο κουβάς γεμάτος,
core_clean_filter,string,,Clean filter,Καθαρίστε το φίλτρο,
core_ionizer,string,,Ionizer,Ιονιστής,
core_pump,string,,Pump,Αντλία,
core_beep_on_command,string,,Beep on command,Μπιπ κατόπιν εντολής,
core_dawn,string,,Dawn,Αυγή,
core_solar_noon,string,,Solar noon,Ηλιακό μεσημέρι,
core_dusk,string,,Dusk,Σούρουπο,
core_icon_category_common,string,,Common,Κοινός,
core_icon_category_home,string,,Home,Σπίτι,
core_icon_category_weather,string,,Weather,Καιρός,
core_icon_category_lock,string,,Lock,Κλειδαριά,
core_icon_category_people,string,,People,Ανθρωποι,
core_icon_category_auto,string,,Automotive,Αυτοκίνητο,
core_icon_category_music,string,,Music,Μουσική,
core_icon_category_battery,string,,Battery,Μπαταρία,
core_icon_category_nature,string,,Nature,Φύση,
core_icon_category_places,string,,Places,Μέρη,
core_icon_category_food,string,,Food,Τροφή,
core_icon_category_navigation,string,,Navigation,Πλοήγηση,
core_icon_category_devices,string,,Devices,Συσκευές,
core_icon_category_map,string,,Map,Χάρτης,
core_icon_category_media,string,,Media,Μέσα ενημέρωσης,
core_icon_category_communication,string,,Communication,Ανακοίνωση,
core_icon_category_health,string,,Health,Υγεία,
core_icon_category_vehicles,string,,Vehicles,Οχήματα,
core_icon_category_buildings,string,,Buildings,Κτίρια,
core_icon_category_electrical,string,,Electrical,Ηλεκτρικός,
core_icon_category_sport,string,,Sport,Αθλημα,
core_icon_category_objects,string,,Objects,Αντικείμενα,
core_icon_category_commerce,string,,Commerce,Εμπόριο,
core_icon_category_games,string,,Games,Παιχνίδια,
core_icon_category_finance,string,,Finance,Οικονομικά,
background_notification_channel_general,string,,General,Γενικός,
background_location_channel_name,string,,Location sharing,Κοινή χρήση τοποθεσίας,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Διατηρεί την τοποθεσία της συσκευής σας ενημερωμένη στο Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant κοινή χρήση τοποθεσίας,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Κοινή χρήση της τοποθεσίας σας με Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Σύνδεση ειδοποίησης,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,Διατηρεί μια σύνδεση στο παρασκήνιο με Home Assistant για άμεσες ειδοποιήσεις,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Συνδέθηκε στο Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Αναμονή για ειδοποιήσεις,
background_push_hide_action,string,,Hide this notification,Απόκρυψη αυτής της ειδοποίησης,
button_style_centered,string,,Centered,Κέντρο,
button_elements,string,,Elements,Στοιχεία,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Τι εμφανίζεται σε αυτό το κουμπί. Απόκρυψη του ονόματος και της κατάστασης για ένα εικονίδιο από μόνο του.,
stack_elements_title,string,,Elements on every button in this stack,Στοιχεία σε κάθε κουμπί αυτής της στοίβας,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Αυτά ισχύουν για ολόκληρη τη στοίβα, όχι για ένα κουμπί. Η απενεργοποίηση κάτι εδώ το κρύβει σε κάθε κουμπί στη στοίβα. αφήνοντάς το ενεργοποιημένο επιτρέπει σε κάθε κουμπί να αποφασίζει μόνο του στις δικές του ρυθμίσεις.",
button_element_icon,string,,Icon,Εικόνισμα,
button_element_name,string,,Name,Ονομα,
button_element_state,string,,State,Κατάσταση,
stack_show_title,string,,Show name,Εμφάνιση ονόματος,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,Απενεργοποιήστε για μια στοίβα χωρίς καμία επικεφαλίδα.,
stack_show_icon,string,,Show icon,Εμφάνιση εικονιδίου,
stack_show_icon_description,string,,The icon beside the heading.,Το εικονίδιο δίπλα στην επικεφαλίδα.,
stack_center_title,string,,Center the heading,Κεντράρετε την επικεφαλίδα,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,Τοποθετεί το εικονίδιο και το όνομα στη μέση αντί στο αριστερό άκρο.,
cr_state_on,string,,On,Επί,
cr_state_off,string,,Off,Μακριά από,
cr_open,string,,Open,Ανοιχτό,
cr_close,string,,Close,Κοντά,
cr_stop,string,,Stop,Στάση,
cr_closed,string,,Closed,Κλειστό,
cr_opening,string,,Opening,Ανοιγμα,
cr_closing,string,,Closing,Κλείσιμο,
cr_locked,string,,Locked,Κλειδωμένο,
cr_unlocked,string,,Unlocked,Ακλείδωτος,
cr_unavailable,string,,Unavailable,Δυσεύρετος,
cr_unknown,string,,Unknown,Αγνωστος,
cr_idle,string,,Idle,Αεργος,
cr_home,string,,Home,Σπίτι,
cr_away,string,,Away,Μακριά,
cr_cleaning,string,,Cleaning,Καθάρισμα,
cr_returning,string,,Returning,Επιστρέφοντας,
cr_paused,string,,Paused,Σε παύση,
cr_error,string,,Error,Σφάλμα,
cr_playing,string,,Playing,Παιχνίδι,
cr_buffering,string,,Buffering,Προσωρινή αποθήκευση,
cr_standby,string,,Standby,Αναμονή,
cr_humidifying,string,,Humidifying,Υγραντικό,
cr_drying,string,,Drying,Ξήρανση,
cr_detected,string,,Detected,Εντοπίστηκε,
cr_clear,string,,Clear,Σαφής,
cr_problem,string,,Problem,Πρόβλημα,
cr_ok,string,,OK,ΕΝΤΑΞΕΙ,
cr_low,string,,Low,Χαμηλός,
cr_normal,string,,Normal,Κανονικός,
cr_connected,string,,Connected,Συνδεδεμένος,
cr_disconnected,string,,Disconnected,Ασύνδετος,
cr_plugged_in,string,,Plugged in,Συνδεδεμένο στην πρίζα,
cr_unplugged,string,,Unplugged,Αποσυνδεδεμένο,
cr_wet,string,,Wet,Υγρός,
cr_dry,string,,Dry,Ξηρός,
cr_none,string,,None,Κανένας,
cr_any,string,,Any,Κάθε,
cr_remove,string,,Remove,Αφαιρώ,
cr_restore,string,,Restore,Επαναφέρω,
cr_general,string,,General,Γενικός,
cr_identity,string,,Identity,Ταυτότητα,
cr_appearance,string,,Appearance,Εμφάνιση,
cr_layout,string,,Layout,Σχέδιο,
cr_behavior,string,,Behavior,Συμπεριφορά,
cr_profiles,string,,Profiles,Προφίλ,
cr_playback,string,,Playback,Αναπαραγωγή,
cr_content,string,,Content,Περιεχόμενο,
cr_actions,string,,Actions,Δράσεις,
cr_protection,string,,Protection,Προστασία,
cr_power,string,,Power,Εξουσία,
cr_brightness,string,,Brightness,Λάμψη,
cr_temperature,string,,Temperature,Θερμοκρασία,
cr_color,string,,Color,Χρώμα,
cr_min,string,,Min,Ελάχ,
cr_avg,string,,Avg,Μέσος όρος,
cr_max,string,,Max,Μέγ,
cr_now,string,,Now,Τώρα,
