key,type,item,english,translation,notes
notification_delete_all_archived,string,,Delete all archived,Slet alle arkiverede,
notification_unread,string,,Unread,Ulæst,
notification_history,string,,History,Historie,
notification_mark_unread,string,,Mark as unread,Markér som ulæst,
notification_mark_read,string,,Mark as read,Markér som læst,
notification_archive,string,,Archive,Arkiv,
notification_unarchive,string,,Unarchive,Fjern arkivering,
notification_delete_action,string,,Delete,Slet,
entity_search_select_items,string,,Select items,Vælg elementer,
entity_search_choose_one,string,,Search and choose one entity,Søg og vælg én enhed,
entity_search_choose_multiple,string,,Search and select one or more entities,Søg og vælg en eller flere enheder,
global_search_title,string,,Search,Søge,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Find og kontroller enhver Home Assistant enhed eller enhed,don't translate Home Assistant
global_search_clear,string,,Clear search,Ryd søgning,
global_search_no_devices,string,,No matching devices.,Ingen matchende enheder.,
global_search_no_entities,string,,No matching entities.,Ingen matchende enheder.,
security_title,string,,Security,Sikkerhed,
security_subtitle,string,,Home status and activity,Hjemmestatus og aktivitet,
security_settings,string,,Security settings,Sikkerhedsindstillinger,
security_entities,string,,Security entities,Sikkerhedsenheder,
security_reimport,string,,Re-import,Genimport,
security_group_doors,string,,Doors,Døre,
security_group_doors_subtitle,string,,Door contacts,Dørkontakter,
security_group_windows,string,,Windows,Windows,
security_group_windows_subtitle,string,,Window contacts,Vindues kontakter,
security_group_openings,string,,Openings,Åbninger,
security_group_openings_subtitle,string,,Garage doors and other openings,Garageporte og andre åbninger,
security_group_garage_doors,string,,Garage doors,Garageporte,
security_group_garage_doors_subtitle,string,,Garage door covers,Garageportdæksler,
security_group_covers,string,,Covers,Covers,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Persienner, skodder og porte",
security_group_locks,string,,Locks,Låse,
security_group_locks_subtitle,string,,Door and gate locks,Dør- og portlåse,
security_group_motion,string,,Motion,Bevægelse,
security_group_motion_subtitle,string,,Motion detection,Bevægelsesdetektering,
security_group_presence,string,,Presence,Tilstedeværelse,
security_group_presence_subtitle,string,,Occupancy sensors,Tilstedeværelsessensorer,
security_group_fire,string,,Fire and temperature,Ild og temperatur,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Brand-, varme-, kulde- og sikkerhedsalarmer",
security_group_smoke,string,,Smoke,Røg,
security_group_smoke_subtitle,string,,Smoke detectors,Røgdetektorer,
security_group_gas,string,,Gas,Gas,
security_group_gas_subtitle,string,,Combustible gas sensors,Brændbare gassensorer,
security_group_co2,string,,CO / CO₂,CO/CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Kulilte- og kuldioxidsensorer,
security_group_moisture,string,,Leaks,Utætheder,
security_group_moisture_subtitle,string,,Moisture and water leaks,Fugt- og vandlækager,
security_group_sound,string,,Sound,Sund,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Lyd- og glasbrudssensorer,
security_group_light,string,,Light detection,Lysdetektion,
security_group_light_subtitle,string,,Light and beam sensors,Lys- og strålesensorer,
security_group_alarms,string,,Alarm systems,Alarmsystemer,
security_group_alarms_subtitle,string,,Alarm control panels,Alarm kontrolpaneler,
security_group_cameras,string,,Cameras,Kameraer,
security_group_cameras_subtitle,string,,Camera feeds,Kamera feeds,
security_no_search_active,string,,No search active · %1$s,Ingen søgning aktiv · %1$s,keep %1$s
security_status_alert,string,,Security alert,Sikkerhedsadvarsel,
security_status_alarm_pending,string,,Alarm pending,Alarm afventer,
security_status_changing_alarm,string,,Changing alarm mode,Ændring af alarmtilstand,
security_status_needs_attention,string,,Needs attention,Har brug for opmærksomhed,
security_status_motion,string,,Motion detected,Bevægelse registreret,
security_status_sensor_activity,string,,Sensor activity,Sensoraktivitet,
security_status_alarm_unavailable,string,,Alarm unavailable,Alarmen er ikke tilgængelig,
security_status_devices_unavailable,string,,Devices unavailable,Enheder er ikke tilgængelige,
security_status_cameras_offline,string,,Cameras offline,Kameraer offline,
security_status_all_secure,string,,All secure,Alt sammen sikkert,
security_status_alarm_disarmed,string,,Alarm disarmed,Alarmen deaktiveret,
security_status_all_clear,string,,All clear,Alt klart,
security_status_no_data,string,,No security data,Ingen sikkerhedsdata,
security_metric_openings,string,,Openings,Åbninger,
security_metric_locked,string,,Locked,Låst,
security_metric_cameras_online,string,,Cameras online,Kameraer online,
security_card_title,string,,Security card,Sikkerhedskort,
security_card_subtitle,string,,"Name, layout, and card appearance","Navn, layout og kortudseende",
security_stat_total,string,,Total,Total,
security_stat_active,string,,Active,Aktiv,
security_stat_clear,string,,Clear,Klar,
security_cover_open,string,,Open,Åben,
security_cover_stop,string,,Stop,Stop,
security_cover_close,string,,Close,Tæt,
security_restore,string,,Restore,Gendan,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,"Dette er en tom sikkerhedsvisning. Stryg ned på overskriften, og åbn Sikkerhedsindstillinger for at tilføje enheder manuelt.",
connection_stopping_for_restart,string,,Stopping for restart…,Stopper for genstart...,
connection_starting,string,,Home Assistant is starting…,Home Assistant starter...,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Gendanner dit betjeningspanel...,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant genstarter...,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Automatisk generering af rum og widgets...,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Genopretter forbindelse til Home Assistant...,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Utilgængelig · Prøver igen...,
connection_paused,string,,Connection paused,Forbindelsen sat på pause,
connection_connected,string,,Connected,Forbundet,
connection_server_not_found,string,,Server address could not be found,Serveradressen kunne ikke findes,
connection_timed_out,string,,Connection timed out,Forbindelsen fik timeout,
connection_no_route,string,,No network route to Home Assistant,Ingen netværksrute til Home Assistant,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Kunne ikke oprette forbindelse til Home Assistant,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,Sikker forbindelse mislykkedes,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,Session udløbet · Opdaterer login...,
connection_interrupted,string,,Connection was interrupted,Forbindelsen blev afbrudt,
connection_error_title,string,,Connection error,Forbindelsesfejl,
connection_all_systems_normal,string,,All systems normal,Alle systemer normale,
action_undo,string,,Undo,Fortryd,
action_redo,string,,Redo,Gentag,
connection_route_local,string,,Local,Lokal,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Ekstern,
settings_connection_via,string,,Connected via %1$s,Forbundet via %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Ukendt,
settings_connection_connecting,string,,Connecting…,Opretter forbindelse...,
settings_this_home,string,,this home,dette hjem,
settings_current_wifi,string,,Current Wi-Fi,Nuværende Wi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,"Ikke forbundet, eller placeringstilladelse mangler",
settings_just_now,string,,just now,lige nu,
settings_primary_app_language,string,,Primary application language,Primært applikationssprog,
settings_android_build_configuration,string,,Android resources and build configuration,Android-ressourcer og build-konfiguration,
page_settings_default_title,string,,Page settings,Sideindstillinger,
page_settings_choose_area,string,,Choose an area to configure,"Vælg et område, der skal konfigureres",
page_settings_focused_options,string,,Focused options for this page area,Fokuserede muligheder for dette sideområde,
page_settings_header_description,string,,Wallpaper and custom header color,Tapet og tilpasset overskriftsfarve,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Navn, undertekst og navigationsikon",
page_settings_badge_bar,string,,Badge bar,Badge bar,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Indstillinger for synlighed, justering og visning",
page_settings_persons,string,,Persons,Personer,
page_settings_persons_description,string,,Visibility and ordering,Synlighed og bestilling,
page_settings_configure,string,,Configure,Konfigurer,
room_config_title,string,,Room configuration,Rumkonfiguration,
header_pill_left,string,,Left header pill,Venstre header pille,
header_pill_right,string,,Right header pill,Højre header pille,
alignment_split,string,,Split,Dele,
alignment_center,string,,Center,Centrum,
weather_cloudy,string,,Cloudy,Overskyet,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nÅbn denne widgets indstillinger i **redigeringstilstand** for at skrive dit eget indhold.,\n = line break
home_settings_title,string,,Home settings,Hjem indstillinger,
custom_page_settings_title,string,,%1$s settings,%1$s indstillinger,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Dette er hjemmesiden. Tilføj widgets ved at stryge ned på overskriften og aktivere redigeringstilstand.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Denne side er tom. Tilføj widgets ved at stryge ned på overskriften og aktivere redigeringstilstand.,
select_camera_title,string,,Select camera,Vælg kamera,
select_entity_title,string,,Select entity,Vælg enhed,
custom_camera_default_name,string,,Custom camera,Brugerdefineret kamera,
rooms_settings_title,string,,Rooms settings,Indstillinger for rum,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,Værelsesvisningen er tom. Stryg ned på overskriften og aktiver redigeringstilstand for at tilføje etager og rum.,
floor_expand,string,,Expand floor,Udvid gulvet,
floor_collapse,string,,Collapse floor,Saml gulv,
floor_settings_title,string,,Floor,Etage,
floor_settings_subtitle,string,,"Identity, layout, and card style","Identitet, layout og kortstil",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Effekter,
universal_open_door,string,,Open door,Åben dør,
universal_vacuum_dock,string,,Dock,Dok,
universal_start,string,,Start,Starte,
universal_pause,string,,Pause,Pause,
universal_stop,string,,Stop,Stop,
universal_locate,string,,Locate,Find,
universal_room_number,string,,Room %1$d,Værelse %1$d,keep %1$d
core_optional_display_name,string,,Optional display name override,Valgfri tilsidesættelse af visningsnavn,
core_media_paused_track,string,,Paused: %1$s,Pause: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d procent,keep %1$d
core_current_humidity,string,,Current humidity,Aktuel luftfugtighed,
core_tank_water_level,string,,Tank / water level,Tank/vandstand,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Fejlkode,
core_bucket_full,string,,Bucket full,Spanden fuld,
core_clean_filter,string,,Clean filter,Rens filteret,
core_ionizer,string,,Ionizer,Ionisator,
core_pump,string,,Pump,Pumpe,
core_beep_on_command,string,,Beep on command,Bip på kommando,
core_dawn,string,,Dawn,Daggry,
core_solar_noon,string,,Solar noon,Solen middag,
core_dusk,string,,Dusk,Skumring,
core_icon_category_common,string,,Common,Fælles,
core_icon_category_home,string,,Home,Hjem,
core_icon_category_weather,string,,Weather,Vejr,
core_icon_category_lock,string,,Lock,Låse,
core_icon_category_people,string,,People,Mennesker,
core_icon_category_auto,string,,Automotive,Automotive,
core_icon_category_music,string,,Music,Musik,
core_icon_category_battery,string,,Battery,Batteri,
core_icon_category_nature,string,,Nature,Natur,
core_icon_category_places,string,,Places,Steder,
core_icon_category_food,string,,Food,Mad,
core_icon_category_navigation,string,,Navigation,Navigation,
core_icon_category_devices,string,,Devices,Enheder,
core_icon_category_map,string,,Map,Kort,
core_icon_category_media,string,,Media,Medier,
core_icon_category_communication,string,,Communication,Meddelelse,
core_icon_category_health,string,,Health,Sundhed,
core_icon_category_vehicles,string,,Vehicles,Køretøjer,
core_icon_category_buildings,string,,Buildings,Bygninger,
core_icon_category_electrical,string,,Electrical,Elektrisk,
core_icon_category_sport,string,,Sport,Sport,
core_icon_category_objects,string,,Objects,Objekter,
core_icon_category_commerce,string,,Commerce,Handel,
core_icon_category_games,string,,Games,Spil,
core_icon_category_finance,string,,Finance,Finansiere,
background_notification_channel_general,string,,General,Generel,
background_location_channel_name,string,,Location sharing,Placeringsdeling,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Holder din enheds placering opdateret i Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant placeringsdeling,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Deler din placering med Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Notifikationsforbindelse,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,Bevarer en baggrundsforbindelse til Home Assistant for øjeblikkelige meddelelser,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Forbundet til Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Venter på notifikationer,
background_push_hide_action,string,,Hide this notification,Skjul denne notifikation,
button_style_centered,string,,Centered,Centreret,
button_elements,string,,Elements,Elementer,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Hvad vises på denne knap. Skjul navnet og tilstanden for et ikon alene.,
stack_elements_title,string,,Elements on every button in this stack,Elementer på hver knap i denne stak,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Disse gælder for hele stakken, ikke for én knap. Hvis du slår noget fra her, skjules det på hver knap i stakken; ved at lade den være tændt lader hver knap bestemme sig selv i sine egne indstillinger.",
button_element_icon,string,,Icon,Ikon,
button_element_name,string,,Name,Navn,
button_element_state,string,,State,Tilstand,
stack_show_title,string,,Show name,Vis navn,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,Sluk for en stak uden overskrift overhovedet.,
stack_show_icon,string,,Show icon,Vis ikon,
stack_show_icon_description,string,,The icon beside the heading.,Ikonet ved siden af overskriften.,
stack_center_title,string,,Center the heading,Centrer overskriften,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,Sætter ikonet og navnet i midten i stedet for mod venstre kant.,
cr_state_on,string,,On,På,
cr_state_off,string,,Off,Slukket,
cr_open,string,,Open,Åben,
cr_close,string,,Close,Tæt,
cr_stop,string,,Stop,Stop,
cr_closed,string,,Closed,Lukket,
cr_opening,string,,Opening,Åbning,
cr_closing,string,,Closing,Lukning,
cr_locked,string,,Locked,Låst,
cr_unlocked,string,,Unlocked,Ulåst,
cr_unavailable,string,,Unavailable,Ikke tilgængelig,
cr_unknown,string,,Unknown,Ukendt,
cr_idle,string,,Idle,Ledig,
cr_home,string,,Home,Hjem,
cr_away,string,,Away,Væk,
cr_cleaning,string,,Cleaning,Rensning,
cr_returning,string,,Returning,Vender tilbage,
cr_paused,string,,Paused,Pause,
cr_error,string,,Error,Fejl,
cr_playing,string,,Playing,Spiller,
cr_buffering,string,,Buffering,Buffer,
cr_standby,string,,Standby,Standby,
cr_humidifying,string,,Humidifying,Befugtende,
cr_drying,string,,Drying,Tørring,
cr_detected,string,,Detected,Opdaget,
cr_clear,string,,Clear,Klar,
cr_problem,string,,Problem,Problem,
cr_ok,string,,OK,OK,
cr_low,string,,Low,Lav,
cr_normal,string,,Normal,Normal,
cr_connected,string,,Connected,Forbundet,
cr_disconnected,string,,Disconnected,Afbrudt,
cr_plugged_in,string,,Plugged in,Tilsluttet,
cr_unplugged,string,,Unplugged,Frakoblet,
cr_wet,string,,Wet,Våd,
cr_dry,string,,Dry,Tørre,
cr_none,string,,None,Ingen,
cr_any,string,,Any,Enhver,
cr_remove,string,,Remove,Fjerne,
cr_restore,string,,Restore,Gendan,
cr_general,string,,General,Generel,
cr_identity,string,,Identity,Identitet,
cr_appearance,string,,Appearance,Udseende,
cr_layout,string,,Layout,Layout,
cr_behavior,string,,Behavior,Opførsel,
cr_profiles,string,,Profiles,Profiler,
cr_playback,string,,Playback,Afspilning,
cr_content,string,,Content,Tilfreds,
cr_actions,string,,Actions,Handlinger,
cr_protection,string,,Protection,Beskyttelse,
cr_power,string,,Power,Magt,
cr_brightness,string,,Brightness,Lysstyrke,
cr_temperature,string,,Temperature,Temperatur,
cr_color,string,,Color,Farve,
cr_min,string,,Min,Min,
cr_avg,string,,Avg,Gns,
cr_max,string,,Max,Maks,
cr_now,string,,Now,Nu,
cr_lowest,string,,Lowest,Laveste,
cr_average,string,,Average,Gennemsnit,
cr_highest,string,,Highest,Højest,
cr_live,string,,Live,Levende,
cr_once,string,,Once,Engang,
cr_daily,string,,Daily,Daglig,
cr_weekly,string,,Weekly,Ugentlig,
cr_monthly,string,,Monthly,Månedlig,
cr_yearly,string,,Yearly,Årligt,
cr_action_tap,string,,Tap,Tryk på,
cr_action_double_tap,string,,Double tap,Dobbelttryk,
cr_action_hold,string,,Hold,Holde,
cr_mode,string,,Mode,Mode,
cr_mode_auto,string,,Auto,Auto,
cr_mode_heat,string,,Heat,Varme,
cr_mode_cool,string,,Cool,Afkøle,
cr_mode_heat_cool,string,,Heat/cool,Varm/køl,
cr_mode_dry,string,,Dry,Tørre,
cr_mode_fan_only,string,,Fan only,Kun ventilator,
cr_mode_low,string,,Low,Lav,
cr_mode_medium,string,,Medium,Medium,
cr_mode_high,string,,High,Høj,
cr_mode_quiet,string,,Quiet,Stille,
cr_mode_boost,string,,Boost,Boost,
cr_mode_eco,string,,Eco,Øko,
cr_mode_sleep,string,,Sleep,Sove,
cr_mode_manual,string,,Manual,Manuel,
cr_mode_vertical,string,,Vertical,Lodret,
cr_mode_horizontal,string,,Horizontal,Vandret,
cr_mode_both,string,,Both,Begge,
cr_mode_up,string,,Up,Op,
cr_mode_down,string,,Down,Ned,
cr_mode_center,string,,Center,Centrum,
cr_mode_left,string,,Left,Venstre,
cr_mode_right,string,,Right,Højre,
cr_climate_fan,string,,Fan,Ventilator,
cr_climate_vertical_airflow,string,,Vertical airflow,Lodret luftstrøm,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Vandret luftstrøm,
cr_climate_preset,string,,Preset,Forudindstillet,
cr_fan_speed,string,,Fan speed,Blæserhastighed,
cr_speed,string,,Speed,Hastighed,
cr_lower_target,string,,Lower target,Lavere mål,
cr_raise_target,string,,Raise target,Hæv målet,
cr_climate_temperature,string,,Temperature,Temperatur,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Alle temperaturfølere,
cr_climate_outside,string,,Outside,Uden for,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Udendørs temperatur, luftfugtighed og tryk",
cr_climate_humidity,string,,Humidity,Fugtighed,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Alle fugtsensorer,
cr_climate_air_pressure,string,,Air pressure,Lufttryk,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Alle lufttrykssensorer,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Kuldioxid sensorer,
cr_climate_air_quality,string,,Air quality,Luftkvalitet,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Partikler, AQI, VOC'er og gasser",
cr_climate_entities,string,,Climate entities,Klimaenheder,
cr_climate_settings,string,,Climate settings,Klimaindstillinger,
cr_empty_climate_view,string,,No climate data is available yet.,Ingen klimadata er tilgængelige endnu.,
cr_climate_fans,string,,Fans,Fans,
cr_climate_air_purifiers,string,,Air purifiers,Luftrensere,
cr_climate_humidifiers,string,,Humidifiers,Luftfugtere,
cr_temperature_sensors,string,,Temperature sensors,Temperaturfølere,
cr_devices_active,string,,Devices active,Enheder aktive,
cr_active_of_total,string,,%1$d of %2$d active,%1$d af %2$d aktive,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,Ingen aktiv søgning · %1$s,keep %1$s
cr_collapse_search,string,,Collapse search,Skjul søgning,
cr_expand_search,string,,Expand search,Udvid søgning,
cr_custom_order,string,,Custom order,Brugerdefineret rækkefølge,
cr_name_a_z,string,,Name A–Z,Navn A–Z,
cr_name_z_a,string,,Name Z–A,Navn Z-A,
cr_climate_device,string,,Climate device,Klimaapparat,
cr_climate_device_subtitle,string,,"Name, icon, card style, and width","Navn, ikon, kortstil og bredde",
cr_widget_requires_f1,string,,"Needs the F1 Sensor integration, which was not found on your Home Assistant","Har brug for F1-sensorintegration, som ikke blev fundet på din Home Assistant",don't translate Home Assistant
cr_widget_requires_parcels,string,,"Needs a parcel integration, and none was found on your Home Assistant","Har brug for en pakkeintegration, og ingen blev fundet på din Home Assistant",don't translate Home Assistant
cr_widget_requires_waste,string,,"Needs a waste collection integration, and none was found on your Home Assistant","Har brug for en affaldsindsamlingsintegration, og ingen blev fundet på din Home Assistant",don't translate Home Assistant
cr_people_here_title,string,,Who is here,Hvem er her,
cr_people_here_empty,string,,Nobody is being tracked in this room right now.,Ingen bliver sporet i dette rum lige nu.,
cr_people_here_unknown_room,string,,Room unknown,Værelse ukendt,
cr_button_exclude_counters,string,,Leave out of counters,Lad være med tællere,
cr_button_exclude_counters_hint,string,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals","Behold knappen, men stop den med at tælle med i dette rums samlede lys og enheder",
cr_count_with_average,string,,%1$s · avg %2$s%3$s,%1$s · gns. %2$s%3$s,keep %1$s %2$s %3$s
cr_outside_temperature,string,,Outside temperature,Udetemperatur,
cr_outside_humidity,string,,Outside humidity,Udvendig fugtighed,
