key,type,item,english,translation,notes
entity_search_choose_multiple,string,,Search and select one or more entities,Keressen és válasszon ki egy vagy több entitást,
global_search_title,string,,Search,Keresés,
global_search_subtitle,string,,Find and control any Home Assistant device or entity,Keressen és irányítson bármely Home Assistant eszközt vagy entitást,don't translate Home Assistant
global_search_clear,string,,Clear search,Keresés törlése,
global_search_no_devices,string,,No matching devices.,Nincsenek megfelelő eszközök.,
global_search_no_entities,string,,No matching entities.,Nincsenek egyező entitások.,
security_title,string,,Security,Biztonság,
security_subtitle,string,,Home status and activity,Otthoni állapot és tevékenység,
security_settings,string,,Security settings,Biztonsági beállítások,
security_entities,string,,Security entities,Biztonsági entitások,
security_reimport,string,,Re-import,Újraimportálás,
security_group_doors,string,,Doors,Ajtók,
security_group_doors_subtitle,string,,Door contacts,Ajtóérintkezők,
security_group_windows,string,,Windows,Windows,
security_group_windows_subtitle,string,,Window contacts,Az ablak érintkezői,
security_group_openings,string,,Openings,Nyitások,
security_group_openings_subtitle,string,,Garage doors and other openings,Garázskapuk és egyéb nyílászárók,
security_group_garage_doors,string,,Garage doors,Garázskapuk,
security_group_garage_doors_subtitle,string,,Garage door covers,Garázskapu burkolatok,
security_group_covers,string,,Covers,Borítók,
security_group_covers_subtitle,string,,"Blinds, shutters, and gates","Redőnyök, redőnyök és kapuk",
security_group_locks,string,,Locks,Zárak,
security_group_locks_subtitle,string,,Door and gate locks,Ajtó- és kapuzárak,
security_group_motion,string,,Motion,Mozgás,
security_group_motion_subtitle,string,,Motion detection,Mozgásérzékelés,
security_group_presence,string,,Presence,Jelenlét,
security_group_presence_subtitle,string,,Occupancy sensors,Foglaltság érzékelők,
security_group_fire,string,,Fire and temperature,Tűz és hőmérséklet,
security_group_fire_subtitle,string,,"Fire, heat, cold, and safety alarms","Tűz-, hő-, hideg- és biztonsági riasztók",
security_group_smoke,string,,Smoke,Füst,
security_group_smoke_subtitle,string,,Smoke detectors,Füstérzékelők,
security_group_gas,string,,Gas,Gáz,
security_group_gas_subtitle,string,,Combustible gas sensors,Éghető gáz érzékelők,
security_group_co2,string,,CO / CO₂,CO/CO₂,
security_group_co2_subtitle,string,,Carbon monoxide and carbon dioxide sensors,Szén-monoxid és szén-dioxid érzékelők,
security_group_moisture,string,,Leaks,Szivárog,
security_group_moisture_subtitle,string,,Moisture and water leaks,Nedvesség és víz szivárog,
security_group_sound,string,,Sound,Hang,
security_group_sound_subtitle,string,,Sound and glass-break sensors,Hang- és üvegtörés érzékelők,
security_group_light,string,,Light detection,Fényérzékelés,
security_group_light_subtitle,string,,Light and beam sensors,Fény- és sugárérzékelők,
security_group_alarms,string,,Alarm systems,Riasztórendszerek,
security_group_alarms_subtitle,string,,Alarm control panels,Riasztó központok,
security_group_cameras,string,,Cameras,Fényképezőgépek,
security_group_cameras_subtitle,string,,Camera feeds,Kamera feedek,
security_no_search_active,string,,No search active · %1$s,Nincs aktív keresés · %1$s,keep %1$s
security_status_alert,string,,Security alert,Biztonsági figyelmeztetés,
security_status_alarm_pending,string,,Alarm pending,Riasztás függőben,
security_status_changing_alarm,string,,Changing alarm mode,Riasztási mód megváltoztatása,
security_status_needs_attention,string,,Needs attention,Figyelmet igényel,
security_status_motion,string,,Motion detected,Mozgás észlelve,
security_status_sensor_activity,string,,Sensor activity,Érzékelő tevékenység,
security_status_alarm_unavailable,string,,Alarm unavailable,Riasztás nem elérhető,
security_status_devices_unavailable,string,,Devices unavailable,Az eszközök nem elérhetők,
security_status_cameras_offline,string,,Cameras offline,Kamerák offline állapotban,
security_status_all_secure,string,,All secure,Minden biztonságos,
security_status_alarm_disarmed,string,,Alarm disarmed,Riasztó hatástalanított,
security_status_all_clear,string,,All clear,Minden világos,
security_status_no_data,string,,No security data,Nincsenek biztonsági adatok,
security_metric_openings,string,,Openings,Nyitások,
security_metric_locked,string,,Locked,Bezárt,
security_metric_cameras_online,string,,Cameras online,Kamerák online,
security_card_title,string,,Security card,Biztonsági kártya,
security_card_subtitle,string,,"Name, layout, and card appearance","Név, elrendezés és a kártya megjelenése",
security_stat_total,string,,Total,Teljes,
security_stat_active,string,,Active,Aktív,
security_stat_clear,string,,Clear,Világos,
security_cover_open,string,,Open,Nyitott,
security_cover_stop,string,,Stop,Stop,
security_cover_close,string,,Close,Közeli,
security_restore,string,,Restore,Visszaállítás,
security_empty,string,,This is an empty security view. Swipe down on the header and open Security settings to add entities manually.,"Ez egy üres biztonsági nézet. Húzza lefelé a fejlécet, és nyissa meg a Biztonsági beállításokat az entitások kézi hozzáadásához.",
connection_stopping_for_restart,string,,Stopping for restart…,Leállítás az újraindításhoz…,
connection_starting,string,,Home Assistant is starting…,Home Assistant kezdődik…,don't translate Home Assistant
connection_restoring_dashboard,string,,Restoring your dashboard…,Irányítópult visszaállítása…,
connection_restarting,string,,Home Assistant is restarting…,Home Assistant újraindul…,don't translate Home Assistant
connection_auto_generating,string,,Auto-generating rooms and widgets…,Szobák és modulok automatikus generálása…,
connection_reconnecting,string,,Reconnecting to Home Assistant…,Újracsatlakozás a következőhöz: Home Assistant…,don't translate Home Assistant
connection_unavailable_retrying,string,,Unavailable · Retrying…,Nem érhető el · Újrapróbálkozás…,
connection_paused,string,,Connection paused,A kapcsolat szünetel,
connection_connected,string,,Connected,Csatlakozva,
connection_server_not_found,string,,Server address could not be found,A szerver címe nem található,
connection_timed_out,string,,Connection timed out,A kapcsolat időtúllépése lejárt,
connection_no_route,string,,No network route to Home Assistant,Nincs hálózati útvonal ide: Home Assistant,don't translate Home Assistant
connection_could_not_connect,string,,Could not connect to Home Assistant,Nem sikerült csatlakozni a következőhöz: Home Assistant,don't translate Home Assistant
connection_secure_failed,string,,Secure connection failed,A biztonságos kapcsolat nem sikerült,
connection_session_expired_refreshing,string,,Session expired · Refreshing login…,A munkamenet lejárt · Bejelentkezés frissítése…,
connection_interrupted,string,,Connection was interrupted,A kapcsolat megszakadt,
connection_error_title,string,,Connection error,Csatlakozási hiba,
connection_all_systems_normal,string,,All systems normal,Minden rendszer normális,
action_undo,string,,Undo,Visszavonás,
action_redo,string,,Redo,Újra,
connection_route_local,string,,Local,Helyi,
connection_route_nabu_casa,string,,Nabu Casa,Nabu Casa,don't translate Nabu Casa
connection_route_external,string,,External,Külső,
settings_connection_via,string,,Connected via %1$s,Csatlakozva a következőn keresztül: %1$s,keep %1$s
settings_connection_unknown,string,,Unknown,Ismeretlen,
settings_connection_connecting,string,,Connecting…,Csatlakozás…,
settings_this_home,string,,this home,ezt az otthont,
settings_current_wifi,string,,Current Wi-Fi,Jelenlegi Wi-Fi,
settings_wifi_unavailable,string,,Not connected or location permission is missing,"Nincs csatlakoztatva, vagy hiányzik a helymeghatározási engedély",
settings_just_now,string,,just now,éppen most,
settings_primary_app_language,string,,Primary application language,Elsődleges alkalmazási nyelv,
settings_android_build_configuration,string,,Android resources and build configuration,Android-források és build konfigurációja,
page_settings_default_title,string,,Page settings,Oldalbeállítások,
page_settings_choose_area,string,,Choose an area to configure,Válassza ki a konfigurálandó területet,
page_settings_focused_options,string,,Focused options for this page area,Kiemelt opciók ehhez az oldalterülethez,
page_settings_header_description,string,,Wallpaper and custom header color,Háttérkép és egyedi fejlécszín,
page_settings_custom_page_description,string,,"Name, subtitle, and navigation icon","Név, felirat és navigációs ikon",
page_settings_badge_bar,string,,Badge bar,Jelvénysáv,
page_settings_badge_description,string,,"Visibility, alignment, and display options","Láthatósági, igazítási és megjelenítési lehetőségek",
page_settings_persons,string,,Persons,Személyek,
page_settings_persons_description,string,,Visibility and ordering,Láthatóság és rendelés,
page_settings_configure,string,,Configure,Konfigurálás,
room_config_title,string,,Room configuration,Szoba konfiguráció,
header_pill_left,string,,Left header pill,Bal oldali fejléc tabletta,
header_pill_right,string,,Right header pill,Jobb oldali fejléc tabletta,
alignment_split,string,,Split,Hasított,
alignment_center,string,,Center,Központ,
weather_cloudy,string,,Cloudy,Felhős,
home_default_markdown_content,string,,# Markdown\nOpen this widget's settings in **edit mode** to write your own content.,# Markdown\nSaját tartalom írásához nyissa meg a widget beállításait **szerkesztési módban**.,\n = line break
home_settings_title,string,,Home settings,Otthoni beállítások,
custom_page_settings_title,string,,%1$s settings,%1$s beállításokat,keep %1$s
home_empty,string,,This is the homepage. Add widgets by swiping down on the header and enabling edit mode.,Ez a kezdőlap. Adjon hozzá widgeteket a fejléc lefelé húzásával és a szerkesztési mód engedélyezésével.,
custom_page_empty,string,,This page is empty. Add widgets by swiping down on the header and enabling edit mode.,Ez az oldal üres. Adjon hozzá widgeteket a fejléc lefelé húzásával és a szerkesztési mód engedélyezésével.,
select_camera_title,string,,Select camera,Válassza ki a kamerát,
select_entity_title,string,,Select entity,Válassza ki az entitást,
custom_camera_default_name,string,,Custom camera,Egyedi kamera,
rooms_settings_title,string,,Rooms settings,A szobák beállításai,
rooms_empty,string,,The rooms view is empty. Swipe down on the header and enable edit mode to add floors and rooms.,"A szobák nézete üres. Húzza lefelé a fejlécet, és engedélyezze a szerkesztési módot emeletek és szobák hozzáadásához.",
floor_expand,string,,Expand floor,Bővítse a padlót,
floor_collapse,string,,Collapse floor,A padló összecsukása,
floor_settings_title,string,,Floor,Emelet,
floor_settings_subtitle,string,,"Identity, layout, and card style","Személyazonosság, elrendezés és kártyastílus",
universal_cover_status,string,,%1$d%% · %2$s,%1$d%% · %2$s,keep %1$d %2$s
universal_effects,string,,Effects,Hatások,
universal_open_door,string,,Open door,Nyissa ki az ajtót,
universal_vacuum_dock,string,,Dock,Dokk,
universal_start,string,,Start,Indul,
universal_pause,string,,Pause,Szünet,
universal_stop,string,,Stop,Stop,
universal_locate,string,,Locate,Keresse meg,
universal_room_number,string,,Room %1$d,%1$d szoba,keep %1$d
core_optional_display_name,string,,Optional display name override,Opcionális megjelenített név felülírása,
core_media_paused_track,string,,Paused: %1$s,Szüneteltetve: %1$s,keep %1$s
core_percent_value,string,,%1$d percent,%1$d százalék,keep %1$d
core_current_humidity,string,,Current humidity,Jelenlegi páratartalom,
core_tank_water_level,string,,Tank / water level,Tartály / vízszint,
core_pm25,string,,PM2.5,"PM2,5",
core_error_code,string,,Error code,Hibakód,
core_bucket_full,string,,Bucket full,Tele a vödör,
core_clean_filter,string,,Clean filter,Tisztítsa meg a szűrőt,
core_ionizer,string,,Ionizer,Ionizáló,
core_pump,string,,Pump,Szivattyú,
core_beep_on_command,string,,Beep on command,Hangjelzés parancsra,
core_dawn,string,,Dawn,Hajnal,
core_solar_noon,string,,Solar noon,Napelemes dél,
core_dusk,string,,Dusk,Szürkület,
core_icon_category_common,string,,Common,Közös,
core_icon_category_home,string,,Home,Otthon,
core_icon_category_weather,string,,Weather,Időjárás,
core_icon_category_lock,string,,Lock,Zár,
core_icon_category_people,string,,People,Emberek,
core_icon_category_auto,string,,Automotive,Autóipar,
core_icon_category_music,string,,Music,Zene,
core_icon_category_battery,string,,Battery,Akkumulátor,
core_icon_category_nature,string,,Nature,Természet,
core_icon_category_places,string,,Places,Helyek,
core_icon_category_food,string,,Food,Élelmiszer,
core_icon_category_navigation,string,,Navigation,Navigáció,
core_icon_category_devices,string,,Devices,Eszközök,
core_icon_category_map,string,,Map,Térkép,
core_icon_category_media,string,,Media,Média,
core_icon_category_communication,string,,Communication,Kommunikáció,
core_icon_category_health,string,,Health,Egészség,
core_icon_category_vehicles,string,,Vehicles,Járművek,
core_icon_category_buildings,string,,Buildings,Épületek,
core_icon_category_electrical,string,,Electrical,Elektromos,
core_icon_category_sport,string,,Sport,Sport,
core_icon_category_objects,string,,Objects,Objektumok,
core_icon_category_commerce,string,,Commerce,Kereskedelem,
core_icon_category_games,string,,Games,Játékok,
core_icon_category_finance,string,,Finance,Pénzügy,
background_notification_channel_general,string,,General,Általános,
background_location_channel_name,string,,Location sharing,Helymegosztás,
background_location_channel_description,string,,Keeps your device location up to date in Home Assistant,Naprakészen tartja az eszköz helyét itt: Home Assistant,don't translate Home Assistant
background_location_notification_title,string,,Home Assistant location sharing,Home Assistant helymegosztás,don't translate Home Assistant
background_location_notification_text,string,,Sharing your location with Home Assistant,Tartózkodási hely megosztása a következővel: Home Assistant,don't translate Home Assistant
background_push_channel_name,string,,Notification connection,Értesítési kapcsolat,
background_push_channel_description,string,,Keeps a background connection to Home Assistant for instant notifications,A háttérben tart kapcsolatot a Home Assistant szolgáltatással az azonnali értesítések érdekében,don't translate Home Assistant
background_push_notification_title,string,,Connected to Home Assistant,Csatlakozva a következőhöz: Home Assistant,don't translate Home Assistant
background_push_notification_text,string,,Waiting for notifications,Várakozás az értesítésekre,
background_push_hide_action,string,,Hide this notification,Az értesítés elrejtése,
button_style_centered,string,,Centered,Középre állított,
button_elements,string,,Elements,Elemek,
button_elements_description,string,,What appears on this button. Hide the name and state for an icon on its own.,Mi jelenik meg ezen a gombon. Az ikon nevének és állapotának elrejtése önmagában.,
stack_elements_title,string,,Elements on every button in this stack,Elemek minden gombon ebben a veremben,
stack_elements_description,string,,"These apply to the whole stack, not to one button. Turning something off here hides it on every button in the stack; leaving it on lets each button decide for itself in its own settings.","Ezek a teljes veremre vonatkoznak, nem egy gombra. Ha itt kikapcsol valamit, az elrejti a verem minden gombján; bekapcsolva hagyva minden gomb maga dönthet a saját beállításaiban.",
button_element_icon,string,,Icon,Ikon,
button_element_name,string,,Name,Név,
button_element_state,string,,State,Állami,
stack_show_title,string,,Show name,Név megjelenítése,
stack_show_title_description,string,,Turn off for a stack with no heading at all.,"Kapcsolja ki, ha nincs címsor.",
stack_show_icon,string,,Show icon,Ikon megjelenítése,
stack_show_icon_description,string,,The icon beside the heading.,A címsor melletti ikon.,
stack_center_title,string,,Center the heading,Középre a címsort,
stack_center_title_description,string,,Puts the icon and name in the middle instead of against the left edge.,Az ikont és a nevet a bal szél helyett középre helyezi.,
cr_state_on,string,,On,On,
cr_state_off,string,,Off,Le,
cr_open,string,,Open,Nyitott,
cr_close,string,,Close,Közeli,
cr_stop,string,,Stop,Stop,
cr_closed,string,,Closed,Zárt,
cr_opening,string,,Opening,Nyílás,
cr_closing,string,,Closing,Záró,
cr_locked,string,,Locked,Bezárt,
cr_unlocked,string,,Unlocked,Feloldva,
cr_unavailable,string,,Unavailable,Nem elérhető,
cr_unknown,string,,Unknown,Ismeretlen,
cr_idle,string,,Idle,Tétlen,
cr_home,string,,Home,Otthon,
cr_away,string,,Away,El,
cr_cleaning,string,,Cleaning,Tisztítás,
cr_returning,string,,Returning,Visszatérve,
cr_paused,string,,Paused,Szüneteltetve,
cr_error,string,,Error,Hiba,
cr_playing,string,,Playing,Játék,
cr_buffering,string,,Buffering,Pufferelés,
cr_standby,string,,Standby,Készenlétben lévő,
cr_humidifying,string,,Humidifying,Párásító,
cr_drying,string,,Drying,Szárítás,
cr_detected,string,,Detected,Észlelve,
cr_clear,string,,Clear,Világos,
cr_problem,string,,Problem,Probléma,
cr_ok,string,,OK,RENDBEN,
cr_low,string,,Low,Alacsony,
cr_normal,string,,Normal,Normál,
cr_connected,string,,Connected,Csatlakozva,
cr_disconnected,string,,Disconnected,Szétkapcsolt,
cr_plugged_in,string,,Plugged in,Csatlakoztatva,
cr_unplugged,string,,Unplugged,Kihúzva,
cr_wet,string,,Wet,Nedves,
cr_dry,string,,Dry,Száraz,
cr_none,string,,None,Egyik sem,
cr_any,string,,Any,Bármilyen,
cr_remove,string,,Remove,Távolítsa el,
cr_restore,string,,Restore,Visszaállítás,
cr_general,string,,General,Általános,
cr_identity,string,,Identity,Identitás,
cr_appearance,string,,Appearance,Megjelenés,
cr_layout,string,,Layout,Elrendezés,
cr_behavior,string,,Behavior,Viselkedés,
cr_profiles,string,,Profiles,Profilok,
cr_playback,string,,Playback,Lejátszás,
cr_content,string,,Content,Tartalom,
cr_actions,string,,Actions,Akciók,
cr_protection,string,,Protection,Védelem,
cr_power,string,,Power,Hatalom,
cr_brightness,string,,Brightness,Fényesség,
cr_temperature,string,,Temperature,Hőmérséklet,
cr_color,string,,Color,Szín,
cr_min,string,,Min,Min,
cr_avg,string,,Avg,Átl,
cr_max,string,,Max,Max,
cr_now,string,,Now,Jelenleg,
cr_lowest,string,,Lowest,Legalacsonyabb,
cr_average,string,,Average,Átlagos,
cr_highest,string,,Highest,Legmagasabb,
cr_live,string,,Live,Élő,
cr_once,string,,Once,Egyszer,
cr_daily,string,,Daily,Napi,
cr_weekly,string,,Weekly,Heti,
cr_monthly,string,,Monthly,Havi,
cr_yearly,string,,Yearly,Évi,
cr_action_tap,string,,Tap,Csap,
cr_action_double_tap,string,,Double tap,Koppintson duplán,
cr_action_hold,string,,Hold,Tart,
cr_mode,string,,Mode,Mód,
cr_mode_auto,string,,Auto,Auto,
cr_mode_heat,string,,Heat,Hő,
cr_mode_cool,string,,Cool,Hűvös,
cr_mode_heat_cool,string,,Heat/cool,Melegítsük/hűtsük,
cr_mode_dry,string,,Dry,Száraz,
cr_mode_fan_only,string,,Fan only,Csak ventilátor,
cr_mode_low,string,,Low,Alacsony,
cr_mode_medium,string,,Medium,Közepes,
cr_mode_high,string,,High,Magas,
cr_mode_quiet,string,,Quiet,Csendes,
cr_mode_boost,string,,Boost,Boost,
cr_mode_eco,string,,Eco,Eco,
cr_mode_sleep,string,,Sleep,Alvás,
cr_mode_manual,string,,Manual,Kézikönyv,
cr_mode_vertical,string,,Vertical,Függőleges,
cr_mode_horizontal,string,,Horizontal,Vízszintes,
cr_mode_both,string,,Both,Mindkét,
cr_mode_up,string,,Up,Fel,
cr_mode_down,string,,Down,Le,
cr_mode_center,string,,Center,Központ,
cr_mode_left,string,,Left,Balra,
cr_mode_right,string,,Right,Jobbra,
cr_climate_fan,string,,Fan,Ventilátor,
cr_climate_vertical_airflow,string,,Vertical airflow,Függőleges légáramlás,
cr_climate_horizontal_airflow,string,,Horizontal airflow,Vízszintes légáramlás,
cr_climate_preset,string,,Preset,Előre beállított,
cr_fan_speed,string,,Fan speed,Ventilátor sebessége,
cr_speed,string,,Speed,Sebesség,
cr_lower_target,string,,Lower target,Alsó cél,
cr_raise_target,string,,Raise target,Cél emelése,
cr_climate_temperature,string,,Temperature,Hőmérséklet,
cr_climate_all_temperature_sensors,string,,All temperature sensors,Minden hőmérséklet érzékelő,
cr_climate_outside,string,,Outside,Kívül,
cr_climate_outside_summary,string,,"Outdoor temperature, humidity, and pressure","Külső hőmérséklet, páratartalom és nyomás",
cr_climate_humidity,string,,Humidity,Nedvesség,
cr_climate_all_humidity_sensors,string,,All humidity sensors,Minden páratartalom érzékelő,
cr_climate_air_pressure,string,,Air pressure,Légnyomás,
cr_climate_all_pressure_sensors,string,,All air-pressure sensors,Minden légnyomás érzékelő,
cr_climate_co2,string,,CO₂,CO₂,
cr_climate_carbon_dioxide_sensors,string,,Carbon-dioxide sensors,Szén-dioxid érzékelők,
cr_climate_air_quality,string,,Air quality,Levegőminőség,
cr_climate_air_quality_summary,string,,"Particulates, AQI, VOCs, and gases","Részecskék, AQI, VOC-k és gázok",
cr_climate_entities,string,,Climate entities,Klíma entitások,
cr_climate_settings,string,,Climate settings,Klíma beállítások,
cr_empty_climate_view,string,,No climate data is available yet.,Klímaadatok még nem állnak rendelkezésre.,
cr_climate_fans,string,,Fans,Rajongók,
cr_climate_air_purifiers,string,,Air purifiers,Légtisztítók,
cr_climate_humidifiers,string,,Humidifiers,Párásítók,
cr_temperature_sensors,string,,Temperature sensors,Hőmérséklet érzékelők,
cr_devices_active,string,,Devices active,Eszközök aktívak,
cr_active_of_total,string,,%1$d of %2$d active,%1$d/%2$d aktív,keep %1$d %2$d
cr_no_search_active,string,,No active search · %1$s,Nincs aktív keresés · %1$s,keep %1$s
cr_collapse_search,string,,Collapse search,Keresés összecsukása,
cr_expand_search,string,,Expand search,Keresés kibontása,
cr_custom_order,string,,Custom order,Egyedi rendelés,
cr_name_a_z,string,,Name A–Z,Név A-Z,
cr_name_z_a,string,,Name Z–A,Név Z–A,
cr_climate_device,string,,Climate device,Klíma készülék,
cr_climate_device_subtitle,string,,"Name, icon, card style, and width","Név, ikon, kártya stílusa és szélessége",
